2001-12-11T06:04:42.827 -2.03750000E-04 -2.59000000E-04  3.70860000E-04
2001-12-11T06:04:43.827 -1.29870000E-04 -2.25310000E-04  1.91270000E-04
2001-12-11T06:04:44.827 -1.69700000E-04 -2.62090000E-04  3.94040000E-04
2001-12-11T06:04:45.827  1.42690000E-05 -1.58490000E-04  5.41430000E-04
2001-12-11T06:04:46.827 -6.62200000E-05 -4.11340000E-04  1.81270000E-04
2001-12-11T06:04:47.827 -1.43020000E-04 -1.63680000E-04  7.33460000E-04
2001-12-11T06:04:48.827 -2.08910000E-05 -1.21290000E-04  3.02880000E-04
2001-12-11T06:04:49.827 -1.00130000E-04 -2.70430000E-04  5.65390000E-04
2001-12-11T06:04:50.827 -5.34550000E-05 -2.36490000E-04  2.84280000E-04
2001-12-11T06:04:51.827 -1.53280000E-04 -2.18320000E-04  7.53120000E-04
2001-12-11T06:04:52.827 -9.64550000E-05 -2.10400000E-04  5.20160000E-04
2001-12-11T06:04:53.827 -1.16630000E-04 -3.38780000E-04  2.13860000E-04
2001-12-11T06:04:54.827 -7.07620000E-05 -2.17530000E-04  5.50910000E-04
2001-12-11T06:04:55.827 -1.32270000E-04 -1.76200000E-04  4.25440000E-04
2001-12-11T06:04:56.827 -8.45900000E-05 -3.42720000E-04  2.80720000E-04
2001-12-11T06:04:57.827 -1.31900000E-04 -3.57180000E-04  7.27490000E-04
2001-12-11T06:04:58.827 -1.08950000E-04 -2.19500000E-04  4.30620000E-04
2001-12-11T06:04:59.827 -6.93580000E-05 -2.10880000E-04  3.81480000E-04
2001-12-11T06:05:00.827 -1.18090000E-05 -1.56870000E-04  3.11890000E-04
2001-12-11T06:05:01.827 -1.94710000E-04 -3.71860000E-04  6.20120000E-04
2001-12-11T06:05:02.827 -8.46860000E-05 -2.99250000E-04  4.34310000E-04
2001-12-11T06:05:03.827 -4.93190000E-05 -3.14390000E-04  2.93340000E-04
2001-12-11T06:05:04.827  2.13550000E-05 -9.17910000E-05  5.21780000E-04
2001-12-11T06:05:05.827 -2.65150000E-04 -3.43880000E-04  2.25120000E-04
2001-12-11T06:05:06.827 -3.64600000E-05 -1.62200000E-04  7.38220000E-04
2001-12-11T06:05:07.827 -2.17170000E-04 -4.38120000E-04  2.11390000E-04
2001-12-11T06:05:08.827  8.56080000E-05 -1.97930000E-04  7.85090000E-04
2001-12-11T06:05:09.827 -2.82500000E-04 -2.39030000E-04  2.91410000E-04
