007  YYYY-MM-DDTHH:MM:SS.SSS       0.00000       0.00000       0.00000       0.00000       0.00000   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
008  YYYY-MM-DDTHH:MM:SS.SSS       0.00000       0.00000       0.00000       0.00000       0.00000   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
009  YYYY-MM-DDTHH:MM:SS.SSS       0.00000       0.00000       0.00000       0.00000       0.00000   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
010  YYYY-MM-DDTHH:MM:SS.SSS       0.00000       0.00000       0.00000       0.00000       0.00000   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
011  2001-10-31T19:30:30.497      61.97082     261.20966      17.91906     111.35183     263.28581   2.52546E+00   6.64673E-02   5.54989E+00   2.38067E-01   1.00001E+02   4.28963E+00   2.04807E-01   4.60000E+01
012  2001-11-01T13:48:42.612      62.60134     353.80876      17.89714     111.37192     263.76790   4.12019E+00   5.54183E-02  -7.46219E+01   2.68683E+01  -1.34458E+03   4.84128E+02   5.16644E-01   5.00000E+01
013  2001-11-02T08:04:06.002      60.95452      86.46084      17.83316     110.54992     264.24861   2.51553E+00   7.00782E-02   8.44368E+00   6.22421E-01   1.52143E+02   1.12151E+01   6.09652E-03   3.80000E+01
014  2001-11-03T02:13:09.797      61.46991     181.21941      17.80717     110.51943     264.72639   2.13125E+00   6.61461E-02   7.82686E+00   5.88182E-01   1.41029E+02   1.05982E+01   1.46039E-01   3.90000E+01
015  2001-11-03T20:17:00.843      60.70626     276.94244      17.76085     110.00945     265.20171   2.85496E+00   7.08284E-02   9.37174E+00   6.84542E-01   1.68865E+02   1.23345E+01   7.55559E-03   3.50000E+01
016  2001-11-04T14:10:52.385      61.12190      15.40942      17.73567     109.96124     265.67248   3.62823E+00   7.98050E-02   1.09762E+01   9.53250E-01   1.97775E+02   1.71762E+01   5.86690E-02   3.60000E+01
017  2001-11-05T07:54:08.149      60.12795     116.08695      17.68575     109.34083     266.13846   1.19082E+00   7.60562E-02   7.19413E+00   1.00003E+00   1.29628E+02   1.80190E+01   1.86457E-02   3.20000E+01
018  2001-11-06T01:27:52.024      60.36649     219.39116      17.65653     109.21543     266.60008   2.39086E+00   8.22433E-02   6.11065E+00   3.97621E-01   1.10105E+02   7.16456E+00   1.98932E-02   3.10000E+01
019  2001-11-06T18:46:39.368      60.55272     326.32304      17.62699     109.07276     267.05499   3.64818E+00   8.21244E-02   1.15882E+01   9.37056E-01   2.08803E+02   1.68844E+01   4.54871E-02   3.20000E+01
020  2001-11-07T11:53:14.331      60.29221      76.14236      17.59214     108.75500     267.50438   3.14634E+00   7.69409E-02   7.46314E+00   4.19164E-01   1.34475E+02   7.55273E+00   5.82355E-02   3.10000E+01
021  2001-11-08T04:46:14.005      60.70787     189.40595      17.56641     108.71210     267.94766   1.58341E+00   7.35489E-02   8.71160E+00   1.12430E+00   1.56970E+02   2.02583E+01   4.15684E-03   3.10000E+01
