PDS_VERSION_ID          = PDS3                                                
                                                                              
RECORD_TYPE             = FIXED_LENGTH                                        
RECORD_BYTES            = 80                                                  
FILE_RECORDS            = 1203                                                
LABEL_RECORDS           = 42                                                  
RECORD_FORMAT           = "F7.1,1X,F5.1,1X,F6.1,1X,F4.1,1X,F5.1,1X,F6.2,1X,   
                           F7.3,1X,F6.3,1X)"                                  
^TABLE                  = 43                                                  
PRODUCT_ID              = "ORBIT_PROFILE_L2P319"                              
INSTRUMENT_HOST_NAME    = "2001 MARS ODYSSEY"                                 
INSTRUMENT_NAME         = ACCELEROMETER                                       
DATA_SET_ID             = "ODY-M-ACCEL-5-PROFILE-V2.0"                        
TARGET_NAME               = MARS                                              
PRODUCT_CREATION_TIME         = 2007-10-28T11:00:02.02                        
START_TIME                    = 2002-01-08T22:22:59.00Z                       
STOP_TIME                     = 2002-01-09T22:42:19.00Z                       
                                                                              
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                      
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                      
                                                                              
OBJECT                  = TABLE                                               
 ROWS                   = 1161                                                
 ROW_BYTES              = 80                                                  
 INTERCHANGE_FORMAT     = ASCII                                               
 COLUMNS                = 8                                                   
 ^STRUCTURE             = "PROFILE.FMT"                                       
 DESCRIPTION            = "                                                   
  This table contains Level 2 density data at 1 second resolution for         
  orbit 319 during aerobraking. The data included are time from               
  periapsis (sec), latitude (deg), longitude (deg), LST (hr),                 
  SZA (deg), altitude (km), density (kg/km**3) and density sigma.             
  Density sigma is based on noise plus 1 percent bias. The data               
  covers 60 seconds before and after an altitude of 170 km.                   
                                                                              
  Robert H. Tolson                                                            
  28-Oct-2007                                                                 
  "                                                                           
                                                                              
END_OBJECT              = TABLE                                               
END                                                                           
                                                                              
 -580.7  -3.9  320.7  3.1 128.7 150.29  -1.200  0.768                         
 -579.7  -3.8  320.7  3.1 128.8 150.16   1.004  0.766                         
 -578.7  -3.8  320.7  3.1 128.8 150.04  -0.327  0.759                         
 -577.7  -3.7  320.7  3.1 128.8 149.92   0.671  0.763                         
 -576.7  -3.6  320.7  3.1 128.9 149.80  -0.575  0.762                         
 -575.7  -3.6  320.7  3.1 128.9 149.67  -0.522  0.761                         
 -574.7  -3.5  320.6  3.1 128.9 149.55  -0.473  0.761                         
 -573.7  -3.5  320.6  3.1 129.0 149.43   1.190  0.768                         
 -572.7  -3.4  320.6  3.1 129.0 149.31  -0.799  0.764                         
 -571.7  -3.4  320.6  3.1 129.0 149.19   0.331  0.759                         
 -570.7  -3.3  320.6  3.1 129.1 149.06  -0.796  0.764                         
 -569.7  -3.2  320.6  3.1 129.1 148.94   0.808  0.764                         
 -568.7  -3.2  320.6  3.1 129.1 148.82  -0.094  0.757                         
 -567.7  -3.1  320.6  3.1 129.1 148.70   0.735  0.763                         
 -566.7  -3.1  320.6  3.1 129.2 148.58  -1.010  0.766                         
 -565.7  -3.0  320.6  3.1 129.2 148.46   0.355  0.760                         
 -564.7  -2.9  320.6  3.1 129.2 148.34  -0.902  0.765                         
 -563.7  -2.9  320.6  3.1 129.3 148.22   1.017  0.766                         
 -562.7  -2.8  320.6  3.1 129.3 148.10   1.052  0.767                         
 -561.7  -2.8  320.5  3.1 129.3 147.98   0.908  0.765                         
 -560.7  -2.7  320.5  3.1 129.4 147.86  -1.390  0.770                         
 -559.7  -2.7  320.5  3.1 129.4 147.74  -0.413  0.760                         
 -558.7  -2.6  320.5  3.1 129.4 147.62  -0.612  0.762                         
 -557.7  -2.5  320.5  3.1 129.5 147.50   0.857  0.765                         
 -556.7  -2.5  320.5  3.1 129.5 147.39   0.564  0.762                         
 -555.7  -2.4  320.5  3.1 129.5 147.27   0.627  0.762                         
 -554.7  -2.4  320.5  3.1 129.5 147.15  -0.881  0.765                         
 -553.7  -2.3  320.5  3.1 129.6 147.03  -0.091  0.757                         
 -552.7  -2.2  320.5  3.1 129.6 146.91  -0.839  0.765                         
 -551.7  -2.2  320.5  3.1 129.6 146.80   0.878  0.765                         
 -550.7  -2.1  320.5  3.1 129.7 146.68   0.094  0.757                         
 -549.7  -2.1  320.5  3.1 129.7 146.56   0.068  0.757                         
 -548.7  -2.0  320.5  3.1 129.7 146.45  -0.612  0.762                         
 -547.7  -2.0  320.4  3.1 129.8 146.33   0.586  0.762                         
 -546.7  -1.9  320.4  3.1 129.8 146.21   0.011  0.756                         
 -545.7  -1.8  320.4  3.1 129.8 146.10   0.658  0.763                         
 -544.7  -1.8  320.4  3.1 129.9 145.98  -0.744  0.764                         
 -543.7  -1.7  320.4  3.1 129.9 145.87   0.082  0.757                         
 -542.7  -1.7  320.4  3.1 129.9 145.75   0.294  0.759                         
 -541.7  -1.6  320.4  3.1 129.9 145.64   0.297  0.759                         
 -540.7  -1.5  320.4  3.1 130.0 145.52  -0.133  0.757                         
 -539.7  -1.5  320.4  3.1 130.0 145.41   0.308  0.759                         
 -538.7  -1.4  320.4  3.1 130.0 145.29  -0.121  0.757                         
 -537.7  -1.4  320.4  3.1 130.1 145.18  -0.498  0.761                         
 -536.7  -1.3  320.4  3.1 130.1 145.06  -0.170  0.758                         
 -535.7  -1.3  320.4  3.1 130.1 144.95   0.698  0.763                         
 -534.7  -1.2  320.3  3.1 130.2 144.84   0.561  0.762                         
 -533.7  -1.1  320.3  3.1 130.2 144.72   0.273  0.759                         
 -532.7  -1.1  320.3  3.1 130.2 144.61  -0.661  0.763                         
 -531.7  -1.0  320.3  3.1 130.2 144.50  -1.019  0.766                         
 -530.7  -1.0  320.3  3.1 130.3 144.38   0.585  0.762                         
 -529.7  -0.9  320.3  3.1 130.3 144.27  -0.198  0.758                         
 -528.7  -0.8  320.3  3.1 130.3 144.16   1.548  0.772                         
 -527.7  -0.8  320.3  3.1 130.4 144.05   0.089  0.757                         
 -526.7  -0.7  320.3  3.1 130.4 143.94  -0.677  0.763                         
 -525.7  -0.7  320.3  3.1 130.4 143.82  -0.801  0.764                         
 -524.7  -0.6  320.3  3.1 130.4 143.71  -0.134  0.757                         
 -523.7  -0.6  320.3  3.1 130.5 143.60   0.890  0.765                         
 -522.7  -0.5  320.3  3.1 130.5 143.49   1.046  0.767                         
 -521.7  -0.4  320.2  3.1 130.5 143.38  -1.183  0.768                         
 -520.7  -0.4  320.2  3.1 130.6 143.27   0.043  0.757                         
 -519.7  -0.3  320.2  3.1 130.6 143.16  -0.809  0.764                         
 -518.7  -0.3  320.2  3.1 130.6 143.05   0.837  0.765                         
 -517.7  -0.2  320.2  3.1 130.7 142.94   1.099  0.767                         
 -516.7  -0.1  320.2  3.1 130.7 142.83   0.594  0.762                         
 -515.7  -0.1  320.2  3.1 130.7 142.72  -1.565  0.772                         
 -514.7  -0.0  320.2  3.1 130.7 142.61  -0.154  0.758                         
 -513.7   0.0  320.2  3.1 130.8 142.50  -0.370  0.760                         
 -512.7   0.1  320.2  3.1 130.8 142.39   1.040  0.767                         
 -511.7   0.1  320.2  3.1 130.8 142.29  -0.290  0.759                         
 -510.7   0.2  320.2  3.1 130.9 142.18   0.668  0.763                         
 -509.7   0.3  320.2  3.1 130.9 142.07  -0.276  0.759                         
 -508.7   0.3  320.2  3.1 130.9 141.96   0.159  0.758                         
 -507.7   0.4  320.1  3.1 130.9 141.85  -0.362  0.760                         
 -506.7   0.4  320.1  3.1 131.0 141.75   1.693  0.773                         
 -505.7   0.5  320.1  3.1 131.0 141.64  -0.276  0.759                         
 -504.7   0.6  320.1  3.1 131.0 141.53  -0.190  0.758                         
 -503.7   0.6  320.1  3.1 131.1 141.43  -0.768  0.764                         
 -502.7   0.7  320.1  3.1 131.1 141.32   0.277  0.759                         
 -501.7   0.7  320.1  3.1 131.1 141.21   0.942  0.766                         
 -500.7   0.8  320.1  3.1 131.2 141.11   1.092  0.767                         
 -499.7   0.9  320.1  3.1 131.2 141.00   0.005  0.756                         
 -498.7   0.9  320.1  3.1 131.2 140.90  -0.482  0.761                         
 -497.7   1.0  320.1  3.1 131.2 140.79  -0.282  0.759                         
 -496.7   1.0  320.1  3.1 131.3 140.69   0.432  0.760                         
 -495.7   1.1  320.1  3.1 131.3 140.58   0.270  0.759                         
 -494.7   1.1  320.0  3.1 131.3 140.48   0.790  0.764                         
 -493.7   1.2  320.0  3.1 131.4 140.37   0.715  0.763                         
