PDS_VERSION_ID                = PDS3                                                       
                                                                                           
RECORD_TYPE                   = FIXED_LENGTH                                               
RECORD_BYTES                  = 93                                                         
FILE_RECORDS                  = 642                                                        
LABEL_RECORDS                 = 37                                                         
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,7(1X,F9.6))"                
^TABLE                        = 39                                                         
PRODUCT_ID                    = "RATES_AND_QUATERNIONS_P070"                               
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                                        
INSTRUMENT_NAME               = "ACCELEROMETER"                                            
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                             
TARGET_NAME                   = MARS                                                       
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:22.36                                     
START_TIME                    = 2001-12-03T00:53:18.00Z                                    
STOP_TIME                     = 2001-12-03T01:03:21.00Z                                    
                                                                                           
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                                   
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                                   
                                                                                           
OBJECT                        = TABLE                                                      
 ROWS                         = 604                                                        
 ROW_BYTES                    = 93                                                         
 INTERCHANGE_FORMAT           = ASCII                                                      
 COLUMNS                      = 8                                                          
 ^STRUCTURE                   = "RATEQUAT.FMT"                                             
 DESCRIPTION                  = "                                                          
  The data in this file are the angular rates and quaternions from the Mars                
  Odyssey for orbit 070 of aerobraking at Mars.  The data comes from                       
  p070_slew.drf.                                                                           
                                                                                           
  R.H. Tolson                                                                              
  03-Nov-2007                                                                              
  "                                                                                        
                                                                                           
END_OBJECT                    = TABLE                                                      
END                                                                                        
                                                                                           
2001-337T00:53:18.000  0.001116  0.000247  0.000062 -0.060938  0.085012 -0.497681  0.861030
2001-337T00:53:19.000  0.001120  0.000240  0.000057 -0.060397  0.084837 -0.497706  0.861071
2001-337T00:53:20.000  0.001119  0.000223  0.000065 -0.059859  0.084664 -0.497729  0.861112
2001-337T00:53:21.000  0.001106  0.000220  0.000071 -0.059321  0.084492 -0.497752  0.861153
2001-337T00:53:22.000  0.001102  0.000235  0.000077 -0.058782  0.084320 -0.497776  0.861193
2001-337T00:53:23.000  0.001115  0.000236  0.000068 -0.058244  0.084150 -0.497799  0.861233
2001-337T00:53:24.000  0.001106  0.000235  0.000081 -0.057704  0.083979 -0.497822  0.861273
2001-337T00:53:25.000  0.001102  0.000239  0.000070 -0.057165  0.083809 -0.497846  0.861312
2001-337T00:53:26.000  0.001118  0.000255  0.000065 -0.056625  0.083639 -0.497870  0.861350
2001-337T00:53:27.000  0.001118  0.000251  0.000064 -0.056086  0.083471 -0.497893  0.861388
2001-337T00:53:28.000  0.001115  0.000243  0.000065 -0.055548  0.083302 -0.497917  0.861426
2001-337T00:53:29.000  0.001098  0.000240  0.000068 -0.055007  0.083135 -0.497940  0.861463
2001-337T00:53:30.000  0.001104  0.000239  0.000067 -0.054466  0.082968 -0.497964  0.861500
2001-337T00:53:31.000  0.001097  0.000260  0.000067 -0.053926  0.082802 -0.497987  0.861536
2001-337T00:53:32.000  0.001105  0.000241  0.000068 -0.053384  0.082636 -0.498011  0.861572
2001-337T00:53:33.000  0.001088  0.000249  0.000070 -0.052845  0.082473 -0.498034  0.861608
2001-337T00:53:34.000  0.001091  0.000256  0.000078 -0.052306  0.082309 -0.498056  0.861643
2001-337T00:53:35.000  0.001101  0.000252  0.000072 -0.051762  0.082144 -0.498080  0.861678
2001-337T00:53:36.000  0.001114  0.000263  0.000068 -0.051220  0.081981 -0.498103  0.861713
2001-337T00:53:37.000  0.001102  0.000264  0.000070 -0.050679  0.081820 -0.498126  0.861747
2001-337T00:53:38.000  0.001102  0.000245  0.000070 -0.050138  0.081658 -0.498149  0.861781
2001-337T00:53:39.000  0.001111  0.000256  0.000073 -0.049595  0.081496 -0.498171  0.861815
2001-337T00:53:40.000  0.001108  0.000265  0.000075 -0.049050  0.081336 -0.498193  0.861848
2001-337T00:53:41.000  0.001115  0.000254  0.000069 -0.048509  0.081176 -0.498216  0.861880
2001-337T00:53:42.000  0.001106  0.000249  0.000066 -0.047966  0.081017 -0.498239  0.861912
2001-337T00:53:43.000  0.001106  0.000265  0.000074 -0.047423  0.080858 -0.498261  0.861945
2001-337T00:53:44.000  0.001104  0.000274  0.000054 -0.046880  0.080700 -0.498284  0.861976
2001-337T00:53:45.000  0.001093  0.000271  0.000048 -0.046337  0.080543 -0.498306  0.862007
2001-337T00:53:46.000  0.001093  0.000273  0.000069 -0.045793  0.080387 -0.498328  0.862039
2001-337T00:53:47.000  0.001102  0.000283  0.000068 -0.045250  0.080229 -0.498350  0.862069
2001-337T00:53:48.000  0.001097  0.000284  0.000064 -0.044707  0.080074 -0.498372  0.862099
2001-337T00:53:49.000  0.001090  0.000263  0.000057 -0.044162  0.079919 -0.498394  0.862129
2001-337T00:53:50.000  0.001093  0.000261  0.000063 -0.043618  0.079764 -0.498417  0.862158
2001-337T00:53:51.000  0.001097  0.000274  0.000062 -0.043071  0.079610 -0.498439  0.862187
2001-337T00:53:52.000  0.001090  0.000286  0.000048 -0.042526  0.079457 -0.498461  0.862215
2001-337T00:53:53.000  0.001084  0.000276  0.000058 -0.041981  0.079305 -0.498483  0.862243
2001-337T00:53:54.000  0.001088  0.000258  0.000063 -0.041437  0.079152 -0.498506  0.862270
2001-337T00:53:55.000  0.001091  0.000277  0.000064 -0.040892  0.079001 -0.498527  0.862298
2001-337T00:53:56.000  0.001113  0.000286  0.000063 -0.040343  0.078850 -0.498550  0.862324
2001-337T00:53:57.000  0.001119  0.000287  0.000062 -0.039797  0.078700 -0.498573  0.862350
