PDS_VERSION_ID                = PDS3                                                       
                                                                                           
RECORD_TYPE                   = FIXED_LENGTH                                               
RECORD_BYTES                  = 93                                                         
FILE_RECORDS                  = 914                                                        
LABEL_RECORDS                 = 37                                                         
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,7(1X,F9.6))"                
^TABLE                        = 39                                                         
PRODUCT_ID                    = "RATES_AND_QUATERNIONS_P205"                               
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                                        
INSTRUMENT_NAME               = "ACCELEROMETER"                                            
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                             
TARGET_NAME                   = MARS                                                       
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:59.16                                     
START_TIME                    = 2001-12-30T07:08:29.00Z                                    
STOP_TIME                     = 2001-12-30T07:23:04.00Z                                    
                                                                                           
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                                   
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                                   
                                                                                           
OBJECT                        = TABLE                                                      
 ROWS                         = 876                                                        
 ROW_BYTES                    = 93                                                         
 INTERCHANGE_FORMAT           = ASCII                                                      
 COLUMNS                      = 8                                                          
 ^STRUCTURE                   = "RATEQUAT.FMT"                                             
 DESCRIPTION                  = "                                                          
  The data in this file are the angular rates and quaternions from the Mars                
  Odyssey for orbit 205 of aerobraking at Mars.  The data comes from                       
  p205_slew.drf.                                                                           
                                                                                           
  R.H. Tolson                                                                              
  03-Nov-2007                                                                              
  "                                                                                        
                                                                                           
END_OBJECT                    = TABLE                                                      
END                                                                                        
                                                                                           
2001-364T07:08:29.000  0.001049 -0.000077 -0.000186  0.347594 -0.217023  0.424894 -0.807183
2001-364T07:08:30.000  0.001049 -0.000060 -0.000177  0.347205 -0.216747  0.425070 -0.807332
2001-364T07:08:31.000  0.001040 -0.000065 -0.000192  0.346814 -0.216467  0.425250 -0.807480
2001-364T07:08:32.000  0.001054 -0.000065 -0.000181  0.346425 -0.216186  0.425430 -0.807628
2001-364T07:08:33.000  0.001041 -0.000062 -0.000170  0.346035 -0.215906  0.425608 -0.807776
2001-364T07:08:34.000  0.001020 -0.000071 -0.000185  0.345645 -0.215625  0.425786 -0.807924
2001-364T07:08:35.000  0.001066 -0.000060 -0.000188  0.345256 -0.215344  0.425965 -0.808071
2001-364T07:08:36.000  0.001061 -0.000070 -0.000196  0.344869 -0.215063  0.426145 -0.808216
2001-364T07:08:37.000  0.001040 -0.000068 -0.000198  0.344480 -0.214780  0.426326 -0.808362
2001-364T07:08:38.000  0.001050 -0.000064 -0.000205  0.344093 -0.214496  0.426505 -0.808508
2001-364T07:08:39.000  0.001031 -0.000076 -0.000190  0.343705 -0.214211  0.426685 -0.808653
2001-364T07:08:40.000  0.001041 -0.000068 -0.000186  0.343317 -0.213927  0.426867 -0.808798
2001-364T07:08:41.000  0.001043 -0.000077 -0.000201  0.342933 -0.213644  0.427048 -0.808940
2001-364T07:08:42.000  0.001040 -0.000072 -0.000205  0.342544 -0.213357  0.427230 -0.809084
2001-364T07:08:43.000  0.001051 -0.000046 -0.000193  0.342158 -0.213072  0.427412 -0.809227
2001-364T07:08:44.000  0.001042 -0.000068 -0.000207  0.341772 -0.212785  0.427593 -0.809369
2001-364T07:08:45.000  0.001041 -0.000048 -0.000207  0.341385 -0.212499  0.427775 -0.809511
2001-364T07:08:46.000  0.001034 -0.000053 -0.000200  0.340999 -0.212211  0.427959 -0.809653
2001-364T07:08:47.000  0.001033 -0.000066 -0.000209  0.340615 -0.211923  0.428142 -0.809793
2001-364T07:08:48.000  0.001033 -0.000068 -0.000209  0.340230 -0.211634  0.428325 -0.809933
2001-364T07:08:49.000  0.001043 -0.000083 -0.000215  0.339847 -0.211344  0.428510 -0.810072
2001-364T07:08:50.000  0.001045 -0.000056 -0.000213  0.339462 -0.211056  0.428694 -0.810211
2001-364T07:08:51.000  0.001025 -0.000066 -0.000203  0.339079 -0.210766  0.428877 -0.810350
2001-364T07:08:52.000  0.001037 -0.000082 -0.000217  0.338695 -0.210475  0.429062 -0.810488
2001-364T07:08:53.000  0.001041 -0.000090 -0.000225  0.338313 -0.210185  0.429245 -0.810626
2001-364T07:08:54.000  0.001034 -0.000073 -0.000209  0.337930 -0.209893  0.429430 -0.810764
2001-364T07:08:55.000  0.001048 -0.000058 -0.000218  0.337547 -0.209602  0.429615 -0.810901
2001-364T07:08:56.000  0.001046 -0.000063 -0.000222  0.337164 -0.209309  0.429801 -0.811037
2001-364T07:08:57.000  0.001040 -0.000069 -0.000215  0.336785 -0.209017  0.429986 -0.811172
2001-364T07:08:58.000  0.001024 -0.000077 -0.000209  0.336401 -0.208722  0.430172 -0.811308
2001-364T07:08:59.000  0.001029 -0.000076 -0.000220  0.336021 -0.208429  0.430358 -0.811443
2001-364T07:08:60.000  0.001029 -0.000069 -0.000237  0.335640 -0.208133  0.430546 -0.811577
2001-364T07:09:01.000  0.001042 -0.000072 -0.000236  0.335259 -0.207838  0.430733 -0.811711
2001-364T07:09:02.000  0.001037 -0.000089 -0.000234  0.334880 -0.207543  0.430918 -0.811844
2001-364T07:09:03.000  0.001045 -0.000069 -0.000238  0.334499 -0.207246  0.431107 -0.811977
2001-364T07:09:04.000  0.001038 -0.000083 -0.000236  0.334120 -0.206950  0.431294 -0.812109
2001-364T07:09:05.000  0.001049 -0.000085 -0.000235  0.333742 -0.206652  0.431482 -0.812241
2001-364T07:09:06.000  0.001034 -0.000085 -0.000230  0.333363 -0.206356  0.431669 -0.812372
2001-364T07:09:07.000  0.001030 -0.000084 -0.000240  0.332984 -0.206058  0.431857 -0.812503
2001-364T07:09:08.000  0.001032 -0.000092 -0.000243  0.332606 -0.205758  0.432046 -0.812633
2001-364T07:09:09.000  0.001046 -0.000090 -0.000240  0.332228 -0.205460  0.432234 -0.812763
2001-364T07:09:10.000  0.001039 -0.000085 -0.000242  0.331851 -0.205162  0.432423 -0.812892
2001-364T07:09:11.000  0.001037 -0.000087 -0.000261  0.331474 -0.204860  0.432614 -0.813021
2001-364T07:09:12.000  0.001033 -0.000080 -0.000246  0.331097 -0.204559  0.432802 -0.813150
2001-364T07:09:13.000  0.001041 -0.000095 -0.000259  0.330721 -0.204259  0.432992 -0.813277
2001-364T07:09:14.000  0.001051 -0.000088 -0.000261  0.330343 -0.203957  0.433183 -0.813405
2001-364T07:09:15.000  0.001045 -0.000108 -0.000250  0.329966 -0.203654  0.433373 -0.813533
2001-364T07:09:16.000  0.001023 -0.000089 -0.000249  0.329590 -0.203353  0.433564 -0.813659
2001-364T07:09:17.000  0.001026 -0.000100 -0.000226  0.329215 -0.203050  0.433754 -0.813785
2001-364T07:09:18.000  0.001027 -0.000091 -0.000243  0.328841 -0.202748  0.433944 -0.813910
2001-364T07:09:19.000  0.001022 -0.000100 -0.000247  0.328465 -0.202443  0.434137 -0.814035
2001-364T07:09:20.000  0.001026 -0.000096 -0.000249  0.328090 -0.202139  0.434328 -0.814160
2001-364T07:09:21.000  0.001042 -0.000081 -0.000258  0.327715 -0.201833  0.434521 -0.814284
2001-364T07:09:22.000  0.001034 -0.000086 -0.000253  0.327342 -0.201528  0.434713 -0.814407
2001-364T07:09:23.000  0.001029 -0.000106 -0.000262  0.326968 -0.201222  0.434906 -0.814530
2001-364T07:09:24.000  0.001044 -0.000104 -0.000256  0.326594 -0.200916  0.435097 -0.814653
2001-364T07:09:25.000  0.001029 -0.000096 -0.000259  0.326237 -0.200623  0.435281 -0.814770
2001-364T07:09:26.000  0.001037 -0.000088 -0.000267  0.325849 -0.200303  0.435482 -0.814897
2001-364T07:09:27.000  0.001025 -0.000086 -0.000249  0.325476 -0.199996  0.435675 -0.815018
2001-364T07:09:28.000  0.001021 -0.000103 -0.000251  0.325103 -0.199686  0.435869 -0.815139
2001-364T07:09:29.000  0.001027 -0.000087 -0.000252  0.324732 -0.199380  0.436061 -0.815259
