PDS_VERSION_ID                = PDS3                                          
                                                                              
RECORD_TYPE                   = FIXED_LENGTH                                  
RECORD_BYTES                  = 80                                            
FILE_RECORDS                  = 129                                           
LABEL_RECORDS                 = 39                                            
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,8(1X,F7.3))"   
^TABLE                        = 40                                            
PRODUCT_ID                    = "THRUSTER_ON_TIMES_P160"                      
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                           
INSTRUMENT_NAME               = "ACCELEROMETER"                               
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                
TARGET_NAME                   = MARS                                          
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:46.47                        
START_TIME                    = 2001-12-24T08:37:51.43Z                       
STOP_TIME                     = 2001-12-24T08:45:00.43Z                       
                                                                              
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                      
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                      
                                                                              
OBJECT                        = TABLE                                         
 ROWS                         = 90                                            
 ROW_BYTES                    = 80                                            
 INTERCHANGE_FORMAT           = ASCII                                         
 COLUMNS                      = 5                                             
 ^STRUCTURE                   = "THRUSTER.FMT"                                
 DESCRIPTION                  = "                                             
  This file contains the thruster on times, in columns 2 through 5, which     
  correspond to the times in column one from Mars Odyssey for orbit 160       
  of aerobraking at Mars.  The thruster on times are a summation of the       
  time each thruster was fired from the beginning of each aerobraking pass.   
  A change in the thruster on times indicates a thruster has been fired.      
  R.H. Tolson                                                                 
  03-Nov-2007                                                                 
  "                                                                           
                                                                              
END_OBJECT                    = TABLE                                         
END                                                                           
                                                                              
2001-358T08:37:51.433   0.100   0.100   0.000   0.000                         
2001-358T08:38:18.433   0.200   0.200   0.000   0.000                         
2001-358T08:38:33.433   0.300   0.300   0.000   0.000                         
2001-358T08:38:44.433   0.400   0.400   0.000   0.000                         
2001-358T08:38:53.433   0.500   0.500   0.000   0.000                         
2001-358T08:39:00.433   0.600   0.600   0.000   0.000                         
2001-358T08:39:05.433   0.700   0.700   0.000   0.000                         
2001-358T08:39:10.433   0.800   0.800   0.000   0.000                         
2001-358T08:39:14.433   0.900   0.900   0.000   0.000                         
2001-358T08:39:19.433   1.000   1.000   0.000   0.000                         
2001-358T08:39:23.433   1.100   1.100   0.000   0.000                         
2001-358T08:39:26.433   1.200   1.200   0.000   0.000                         
2001-358T08:39:30.433   1.300   1.300   0.000   0.000                         
2001-358T08:39:32.433   1.400   1.400   0.000   0.000                         
2001-358T08:39:35.433   1.500   1.500   0.000   0.000                         
2001-358T08:39:37.433   1.600   1.600   0.000   0.000                         
2001-358T08:39:39.433   1.700   1.700   0.000   0.000                         
2001-358T08:39:41.433   1.800   1.800   0.000   0.000                         
2001-358T08:39:43.433   1.900   1.900   0.000   0.000                         
2001-358T08:39:45.433   2.000   2.000   0.000   0.000                         
2001-358T08:39:47.433   2.100   2.100   0.000   0.000                         
2001-358T08:39:49.433   2.200   2.200   0.000   0.000                         
2001-358T08:39:52.433   2.300   2.300   0.000   0.000                         
2001-358T08:39:55.433   2.400   2.400   0.000   0.000                         
2001-358T08:39:57.433   2.500   2.500   0.000   0.000                         
2001-358T08:39:59.433   2.600   2.600   0.000   0.000                         
2001-358T08:40:03.433   2.700   2.700   0.000   0.000                         
2001-358T08:40:04.433   2.800   2.800   0.000   0.000                         
2001-358T08:40:07.433   2.900   2.900   0.000   0.000                         
2001-358T08:40:08.433   3.000   3.000   0.000   0.000                         
2001-358T08:40:10.433   3.100   3.100   0.000   0.000                         
2001-358T08:40:12.433   3.200   3.200   0.000   0.000                         
2001-358T08:40:15.433   3.300   3.300   0.000   0.000                         
2001-358T08:40:16.433   3.400   3.400   0.000   0.000                         
2001-358T08:40:18.433   3.500   3.500   0.000   0.000                         
2001-358T08:40:19.433   3.600   3.600   0.000   0.000                         
2001-358T08:40:21.433   3.700   3.700   0.000   0.000                         
2001-358T08:40:22.433   3.800   3.800   0.000   0.000                         
2001-358T08:40:25.433   3.900   3.900   0.000   0.000                         
2001-358T08:40:27.433   4.000   4.000   0.000   0.000                         
2001-358T08:40:28.433   4.100   4.100   0.000   0.000                         
2001-358T08:40:31.433   4.200   4.200   0.000   0.000                         
2001-358T08:40:33.433   4.300   4.300   0.000   0.000                         
2001-358T08:40:37.433   4.400   4.400   0.000   0.000                         
2001-358T08:40:40.433   4.500   4.500   0.000   0.000                         
