PDS_VERSION_ID                = PDS3                                                       
                                                                                           
RECORD_TYPE                   = FIXED_LENGTH                                               
RECORD_BYTES                  = 93                                                         
FILE_RECORDS                  = 780                                                        
LABEL_RECORDS                 = 37                                                         
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,7(1X,F9.6))"                
^TABLE                        = 39                                                         
PRODUCT_ID                    = "RATES_AND_QUATERNIONS_P151"                               
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                                        
INSTRUMENT_NAME               = "ACCELEROMETER"                                            
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                             
TARGET_NAME                   = MARS                                                       
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:43.94                                     
START_TIME                    = 2001-12-22T23:07:59.00Z                                    
STOP_TIME                     = 2001-12-22T23:20:20.00Z                                    
                                                                                           
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                                   
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                                   
                                                                                           
OBJECT                        = TABLE                                                      
 ROWS                         = 742                                                        
 ROW_BYTES                    = 93                                                         
 INTERCHANGE_FORMAT           = ASCII                                                      
 COLUMNS                      = 8                                                          
 ^STRUCTURE                   = "RATEQUAT.FMT"                                             
 DESCRIPTION                  = "                                                          
  The data in this file are the angular rates and quaternions from the Mars                
  Odyssey for orbit 151 of aerobraking at Mars.  The data comes from                       
  p151_slew.drf.                                                                           
                                                                                           
  R.H. Tolson                                                                              
  03-Nov-2007                                                                              
  "                                                                                        
                                                                                           
END_OBJECT                    = TABLE                                                      
END                                                                                        
                                                                                           
2001-356T23:07:59.000  0.001062 -0.000116 -0.000067 -0.219741  0.152751 -0.464978  0.843905
2001-356T23:07:60.000  0.001062 -0.000115 -0.000072 -0.219324  0.152448 -0.465076  0.844015
2001-356T23:08:01.000  0.001066 -0.000129 -0.000068 -0.218912  0.152146 -0.465172  0.844124
2001-356T23:08:02.000  0.001040 -0.000133 -0.000061 -0.218499  0.151843 -0.465268  0.844232
2001-356T23:08:03.000  0.001041 -0.000128 -0.000058 -0.218085  0.151541 -0.465364  0.844340
2001-356T23:08:04.000  0.001043 -0.000113 -0.000078 -0.217671  0.151239 -0.465460  0.844448
2001-356T23:08:05.000  0.001061 -0.000119 -0.000080 -0.217258  0.150936 -0.465557  0.844556
2001-356T23:08:06.000  0.001052 -0.000116 -0.000071 -0.216842  0.150631 -0.465652  0.844664
2001-356T23:08:07.000  0.001051 -0.000118 -0.000074 -0.216431  0.150329 -0.465748  0.844771
2001-356T23:08:08.000  0.001058 -0.000112 -0.000070 -0.216017  0.150025 -0.465842  0.844879
2001-356T23:08:09.000  0.001065 -0.000116 -0.000074 -0.215605  0.149721 -0.465938  0.844985
2001-356T23:08:10.000  0.001054 -0.000120 -0.000076 -0.215193  0.149416 -0.466033  0.845092
2001-356T23:08:11.000  0.001064 -0.000119 -0.000077 -0.214779  0.149110 -0.466128  0.845199
2001-356T23:08:12.000  0.001064 -0.000115 -0.000084 -0.214367  0.148805 -0.466222  0.845305
2001-356T23:08:13.000  0.001048 -0.000127 -0.000083 -0.213956  0.148498 -0.466317  0.845411
2001-356T23:08:14.000  0.001056 -0.000122 -0.000081 -0.213545  0.148194 -0.466411  0.845516
2001-356T23:08:15.000  0.001067 -0.000114 -0.000078 -0.213131  0.147887 -0.466505  0.845623
2001-356T23:08:16.000  0.001054 -0.000107 -0.000079 -0.212719  0.147579 -0.466600  0.845728
2001-356T23:08:17.000  0.001041 -0.000122 -0.000078 -0.212308  0.147271 -0.466695  0.845833
2001-356T23:08:18.000  0.001051 -0.000126 -0.000067 -0.211896  0.146963 -0.466787  0.845938
2001-356T23:08:19.000  0.001047 -0.000133 -0.000057 -0.211485  0.146656 -0.466881  0.846042
2001-356T23:08:20.000  0.001049 -0.000124 -0.000061 -0.211074  0.146348 -0.466974  0.846147
2001-356T23:08:21.000  0.001062 -0.000138 -0.000077 -0.210663  0.146039 -0.467067  0.846252
2001-356T23:08:22.000  0.001074 -0.000137 -0.000067 -0.210252  0.145729 -0.467159  0.846357
2001-356T23:08:23.000  0.001060 -0.000144 -0.000063 -0.209866  0.145437 -0.467246  0.846455
2001-356T23:08:24.000  0.001054 -0.000132 -0.000065 -0.209432  0.145109 -0.467344  0.846564
2001-356T23:08:25.000  0.001047 -0.000134 -0.000062 -0.209023  0.144800 -0.467436  0.846668
2001-356T23:08:26.000  0.001050 -0.000125 -0.000067 -0.208614  0.144490 -0.467526  0.846772
2001-356T23:08:27.000  0.001045 -0.000143 -0.000072 -0.208203  0.144178 -0.467619  0.846875
2001-356T23:08:28.000  0.001050 -0.000128 -0.000060 -0.207792  0.143866 -0.467711  0.846978
2001-356T23:08:29.000  0.001065 -0.000117 -0.000073 -0.207382  0.143555 -0.467802  0.847081
2001-356T23:08:30.000  0.001058 -0.000131 -0.000072 -0.206973  0.143243 -0.467893  0.847184
2001-356T23:08:31.000  0.001058 -0.000136 -0.000067 -0.206563  0.142931 -0.467985  0.847285
2001-356T23:08:32.000  0.001054 -0.000150 -0.000073 -0.206154  0.142617 -0.468075  0.847388
2001-356T23:08:33.000  0.001042 -0.000153 -0.000066 -0.205746  0.142305 -0.468165  0.847490
2001-356T23:08:34.000  0.001046 -0.000132 -0.000079 -0.205336  0.141993 -0.468256  0.847592
2001-356T23:08:35.000  0.001053 -0.000131 -0.000078 -0.204927  0.141679 -0.468346  0.847693
2001-356T23:08:36.000  0.001039 -0.000142 -0.000075 -0.204518  0.141365 -0.468436  0.847795
2001-356T23:08:37.000  0.001043 -0.000142 -0.000073 -0.204110  0.141050 -0.468526  0.847896
2001-356T23:08:38.000  0.001044 -0.000145 -0.000072 -0.203702  0.140735 -0.468616  0.847997
2001-356T23:08:39.000  0.001043 -0.000150 -0.000070 -0.203293  0.140420 -0.468706  0.848097
2001-356T23:08:40.000  0.001032 -0.000157 -0.000070 -0.202886  0.140104 -0.468796  0.848197
2001-356T23:08:41.000  0.001028 -0.000158 -0.000071 -0.202479  0.139790 -0.468884  0.848298
2001-356T23:08:42.000  0.001051 -0.000152 -0.000077 -0.202070  0.139472 -0.468975  0.848397
2001-356T23:08:43.000  0.001075 -0.000137 -0.000068 -0.201661  0.139156 -0.469063  0.848498
2001-356T23:08:44.000  0.001064 -0.000137 -0.000064 -0.201254  0.138839 -0.469151  0.848597
2001-356T23:08:45.000  0.001068 -0.000156 -0.000072 -0.200847  0.138521 -0.469240  0.848697
2001-356T23:08:46.000  0.001051 -0.000154 -0.000080 -0.200442  0.138204 -0.469327  0.848796
2001-356T23:08:47.000  0.001051 -0.000156 -0.000074 -0.200034  0.137884 -0.469415  0.848896
2001-356T23:08:48.000  0.001045 -0.000160 -0.000079 -0.199624  0.137565 -0.469504  0.848995
2001-356T23:08:49.000  0.001042 -0.000150 -0.000079 -0.199220  0.137247 -0.469592  0.849092
2001-356T23:08:50.000  0.001047 -0.000140 -0.000069 -0.198813  0.136927 -0.469680  0.849191
2001-356T23:08:51.000  0.001054 -0.000146 -0.000069 -0.198407  0.136607 -0.469767  0.849289
2001-356T23:08:52.000  0.001052 -0.000153 -0.000071 -0.198002  0.136287 -0.469855  0.849386
2001-356T23:08:53.000  0.001051 -0.000159 -0.000076 -0.197597  0.135966 -0.469943  0.849484
2001-356T23:08:54.000  0.001060 -0.000167 -0.000062 -0.197191  0.135644 -0.470029  0.849582
2001-356T23:08:55.000  0.001054 -0.000147 -0.000049 -0.196786  0.135324 -0.470116  0.849679
2001-356T23:08:56.000  0.001051 -0.000159 -0.000076 -0.196380  0.135001 -0.470204  0.849776
2001-356T23:08:57.000  0.001041 -0.000162 -0.000076 -0.195976  0.134679 -0.470290  0.849872
2001-356T23:08:58.000  0.001030 -0.000168 -0.000075 -0.195573  0.134357 -0.470377  0.849968
2001-356T23:08:59.000  0.001041 -0.000164 -0.000067 -0.195167  0.134033 -0.470463  0.850065
2001-356T23:08:60.000  0.001051 -0.000165 -0.000077 -0.194763  0.133709 -0.470549  0.850161
2001-356T23:09:01.000  0.001070 -0.000174 -0.000078 -0.194358  0.133385 -0.470635  0.850256
2001-356T23:09:02.000  0.001047 -0.000167 -0.000075 -0.193956  0.133064 -0.470720  0.850352
2001-356T23:09:03.000  0.001052 -0.000176 -0.000072 -0.193550  0.132738 -0.470805  0.850448
2001-356T23:09:04.000  0.001052 -0.000177 -0.000077 -0.193146  0.132412 -0.470892  0.850543
2001-356T23:09:05.000  0.001053 -0.000182 -0.000073 -0.192742  0.132087 -0.470976  0.850638
2001-356T23:09:06.000  0.001045 -0.000176 -0.000077 -0.192338  0.131762 -0.471062  0.850732
2001-356T23:09:07.000  0.001042 -0.000178 -0.000067 -0.191935  0.131437 -0.471147  0.850827
2001-356T23:09:08.000  0.001051 -0.000168 -0.000073 -0.191531  0.131111 -0.471232  0.850921
2001-356T23:09:09.000  0.001052 -0.000161 -0.000058 -0.191127  0.130785 -0.471316  0.851015
2001-356T23:09:10.000  0.001058 -0.000172 -0.000057 -0.190723  0.130457 -0.471400  0.851110
2001-356T23:09:11.000  0.001051 -0.000168 -0.000079 -0.190321  0.130130 -0.471485  0.851203
2001-356T23:09:12.000  0.001049 -0.000169 -0.000073 -0.189918  0.129802 -0.471569  0.851296
2001-356T23:09:13.000  0.001039 -0.000156 -0.000067 -0.189517  0.129475 -0.471653  0.851389
2001-356T23:09:14.000  0.001046 -0.000173 -0.000069 -0.189115  0.129146 -0.471736  0.851482
2001-356T23:09:15.000  0.001049 -0.000169 -0.000075 -0.188711  0.128817 -0.471821  0.851575
2001-356T23:09:16.000  0.001055 -0.000161 -0.000076 -0.188308  0.128487 -0.471905  0.851667
2001-356T23:09:17.000  0.001049 -0.000166 -0.000073 -0.187905  0.128157 -0.471989  0.851759
2001-356T23:09:18.000  0.001059 -0.000177 -0.000069 -0.187502  0.127826 -0.472072  0.851852
2001-356T23:09:19.000  0.001070 -0.000176 -0.000066 -0.187099  0.127495 -0.472155  0.851944
2001-356T23:09:20.000  0.001060 -0.000194 -0.000069 -0.186696  0.127163 -0.472238  0.852036
2001-356T23:09:21.000  0.001038 -0.000187 -0.000085 -0.186292  0.126832 -0.472321  0.852128
2001-356T23:09:22.000  0.001049 -0.000181 -0.000078 -0.185890  0.126499 -0.472404  0.852219
2001-356T23:09:23.000  0.001060 -0.000177 -0.000080 -0.185487  0.126166 -0.472486  0.852311
2001-356T23:09:24.000  0.001063 -0.000172 -0.000086 -0.185085  0.125833 -0.472567  0.852402
2001-356T23:09:25.000  0.001062 -0.000181 -0.000066 -0.184681  0.125499 -0.472649  0.852494
2001-356T23:09:26.000  0.001054 -0.000187 -0.000071 -0.184279  0.125165 -0.472730  0.852585
2001-356T23:09:27.000  0.001060 -0.000193 -0.000088 -0.183899  0.124849 -0.472806  0.852671
2001-356T23:09:28.000  0.001045 -0.000180 -0.000076 -0.183473  0.124495 -0.472891  0.852768
2001-356T23:09:29.000  0.001058 -0.000194 -0.000074 -0.183072  0.124160 -0.472971  0.852858
2001-356T23:09:30.000  0.001048 -0.000192 -0.000080 -0.182668  0.123824 -0.473051  0.852949
