PDS_VERSION_ID                = PDS3                                                       
                                                                                           
RECORD_TYPE                   = FIXED_LENGTH                                               
RECORD_BYTES                  = 93                                                         
FILE_RECORDS                  = 760                                                        
LABEL_RECORDS                 = 37                                                         
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,7(1X,F9.6))"                
^TABLE                        = 39                                                         
PRODUCT_ID                    = "RATES_AND_QUATERNIONS_P133"                               
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                                        
INSTRUMENT_NAME               = "ACCELEROMETER"                                            
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                             
TARGET_NAME                   = MARS                                                       
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:39.19                                     
START_TIME                    = 2001-12-19T21:46:30.00Z                                    
STOP_TIME                     = 2001-12-19T21:58:31.00Z                                    
                                                                                           
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                                   
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                                   
                                                                                           
OBJECT                        = TABLE                                                      
 ROWS                         = 722                                                        
 ROW_BYTES                    = 93                                                         
 INTERCHANGE_FORMAT           = ASCII                                                      
 COLUMNS                      = 8                                                          
 ^STRUCTURE                   = "RATEQUAT.FMT"                                             
 DESCRIPTION                  = "                                                          
  The data in this file are the angular rates and quaternions from the Mars                
  Odyssey for orbit 133 of aerobraking at Mars.  The data comes from                       
  p133_slew.drf.                                                                           
                                                                                           
  R.H. Tolson                                                                              
  03-Nov-2007                                                                              
  "                                                                                        
                                                                                           
END_OBJECT                    = TABLE                                                      
END                                                                                        
                                                                                           
2001-353T21:46:30.000  0.000986 -0.000041 -0.000250 -0.188227  0.129637 -0.492057  0.840027
2001-353T21:46:31.000  0.000985 -0.000042 -0.000253 -0.187839  0.129345 -0.492223  0.840061
2001-353T21:46:32.000  0.000995 -0.000050 -0.000260 -0.187453  0.129052 -0.492389  0.840095
2001-353T21:46:33.000  0.001007 -0.000053 -0.000262 -0.187066  0.128760 -0.492555  0.840129
2001-353T21:46:34.000  0.000995 -0.000051 -0.000265 -0.186680  0.128468 -0.492722  0.840162
2001-353T21:46:35.000  0.000988 -0.000063 -0.000259 -0.186295  0.128177 -0.492888  0.840194
2001-353T21:46:36.000  0.000991 -0.000068 -0.000251 -0.185907  0.127884 -0.493054  0.840227
2001-353T21:46:37.000  0.000990 -0.000060 -0.000258 -0.185520  0.127591 -0.493221  0.840260
2001-353T21:46:38.000  0.000990 -0.000056 -0.000268 -0.185134  0.127299 -0.493388  0.840291
2001-353T21:46:39.000  0.000988 -0.000047 -0.000260 -0.184750  0.127008 -0.493554  0.840322
2001-353T21:46:40.000  0.000989 -0.000049 -0.000250 -0.184364  0.126715 -0.493720  0.840353
2001-353T21:46:41.000  0.000997 -0.000055 -0.000255 -0.183977  0.126420 -0.493887  0.840384
2001-353T21:46:42.000  0.000995 -0.000059 -0.000258 -0.183592  0.126126 -0.494055  0.840414
2001-353T21:46:43.000  0.000991 -0.000061 -0.000259 -0.183206  0.125833 -0.494222  0.840444
2001-353T21:46:44.000  0.000989 -0.000051 -0.000268 -0.182821  0.125541 -0.494388  0.840474
2001-353T21:46:45.000  0.000990 -0.000056 -0.000262 -0.182436  0.125248 -0.494555  0.840503
2001-353T21:46:46.000  0.000996 -0.000067 -0.000256 -0.182049  0.124953 -0.494722  0.840533
2001-353T21:46:47.000  0.000984 -0.000067 -0.000270 -0.181663  0.124658 -0.494890  0.840561
2001-353T21:46:48.000  0.000994 -0.000060 -0.000256 -0.181295  0.124377 -0.495049  0.840588
2001-353T21:46:49.000  0.000994 -0.000055 -0.000269 -0.180891  0.124069 -0.495225  0.840617
2001-353T21:46:50.000  0.000997 -0.000053 -0.000262 -0.180507  0.123776 -0.495393  0.840644
2001-353T21:46:51.000  0.000997 -0.000051 -0.000272 -0.180122  0.123481 -0.495561  0.840671
2001-353T21:46:52.000  0.000992 -0.000046 -0.000277 -0.179736  0.123186 -0.495729  0.840698
2001-353T21:46:53.000  0.000995 -0.000059 -0.000273 -0.179351  0.122890 -0.495898  0.840724
2001-353T21:46:54.000  0.000990 -0.000072 -0.000265 -0.178966  0.122595 -0.496065  0.840750
2001-353T21:46:55.000  0.000987 -0.000061 -0.000257 -0.178582  0.122300 -0.496233  0.840776
2001-353T21:46:56.000  0.000995 -0.000060 -0.000251 -0.178198  0.122005 -0.496400  0.840801
2001-353T21:46:57.000  0.000992 -0.000057 -0.000250 -0.177812  0.121708 -0.496568  0.840827
2001-353T21:46:58.000  0.000980 -0.000056 -0.000261 -0.177427  0.121413 -0.496736  0.840852
2001-353T21:46:59.000  0.000988 -0.000069 -0.000261 -0.177043  0.121115 -0.496904  0.840876
2001-353T21:46:60.000  0.000988 -0.000068 -0.000273 -0.176659  0.120820 -0.497072  0.840901
2001-353T21:47:01.000  0.000990 -0.000055 -0.000282 -0.176275  0.120525 -0.497239  0.840925
2001-353T21:47:02.000  0.001006 -0.000068 -0.000273 -0.175890  0.120227 -0.497407  0.840948
2001-353T21:47:03.000  0.000998 -0.000071 -0.000271 -0.175504  0.119930 -0.497576  0.840971
2001-353T21:47:04.000  0.000986 -0.000065 -0.000265 -0.175120  0.119633 -0.497744  0.840995
2001-353T21:47:05.000  0.000992 -0.000064 -0.000264 -0.174734  0.119335 -0.497911  0.841018
2001-353T21:47:06.000  0.000994 -0.000062 -0.000267 -0.174350  0.119038 -0.498078  0.841041
2001-353T21:47:07.000  0.000991 -0.000065 -0.000260 -0.173966  0.118740 -0.498246  0.841063
2001-353T21:47:08.000  0.001001 -0.000050 -0.000266 -0.173580  0.118441 -0.498416  0.841084
2001-353T21:47:09.000  0.001003 -0.000053 -0.000278 -0.173195  0.118143 -0.498586  0.841105
2001-353T21:47:10.000  0.001004 -0.000065 -0.000276 -0.172810  0.117844 -0.498754  0.841127
2001-353T21:47:11.000  0.001003 -0.000055 -0.000281 -0.172427  0.117547 -0.498922  0.841147
2001-353T21:47:12.000  0.000993 -0.000054 -0.000275 -0.172042  0.117248 -0.499089  0.841168
2001-353T21:47:13.000  0.000992 -0.000050 -0.000275 -0.171657  0.116949 -0.499258  0.841189
2001-353T21:47:14.000  0.000996 -0.000047 -0.000283 -0.171273  0.116651 -0.499426  0.841209
2001-353T21:47:15.000  0.000993 -0.000058 -0.000283 -0.170887  0.116351 -0.499595  0.841228
2001-353T21:47:16.000  0.000991 -0.000064 -0.000291 -0.170503  0.116052 -0.499764  0.841247
2001-353T21:47:17.000  0.000986 -0.000070 -0.000274 -0.170120  0.115752 -0.499932  0.841266
2001-353T21:47:18.000  0.000986 -0.000065 -0.000268 -0.169735  0.115451 -0.500100  0.841285
2001-353T21:47:19.000  0.000994 -0.000058 -0.000288 -0.169349  0.115150 -0.500269  0.841304
2001-353T21:47:20.000  0.000991 -0.000073 -0.000278 -0.168980  0.114862 -0.500429  0.841322
2001-353T21:47:21.000  0.000996 -0.000062 -0.000279 -0.168579  0.114548 -0.500605  0.841341
2001-353T21:47:22.000  0.000997 -0.000063 -0.000283 -0.168195  0.114247 -0.500773  0.841359
2001-353T21:47:23.000  0.000992 -0.000067 -0.000282 -0.167810  0.113946 -0.500940  0.841377
2001-353T21:47:24.000  0.001000 -0.000063 -0.000281 -0.167423  0.113643 -0.501109  0.841394
2001-353T21:47:25.000  0.001011 -0.000068 -0.000278 -0.167036  0.113341 -0.501277  0.841412
2001-353T21:47:26.000  0.001001 -0.000059 -0.000276 -0.166651  0.113039 -0.501445  0.841429
2001-353T21:47:27.000  0.000990 -0.000068 -0.000271 -0.166266  0.112738 -0.501612  0.841446
2001-353T21:47:28.000  0.000996 -0.000084 -0.000279 -0.165880  0.112435 -0.501780  0.841463
2001-353T21:47:29.000  0.001000 -0.000076 -0.000279 -0.165493  0.112131 -0.501947  0.841479
2001-353T21:47:30.000  0.000997 -0.000075 -0.000279 -0.165107  0.111828 -0.502115  0.841496
2001-353T21:47:31.000  0.001004 -0.000070 -0.000284 -0.164719  0.111524 -0.502283  0.841512
2001-353T21:47:32.000  0.001003 -0.000058 -0.000273 -0.164333  0.111221 -0.502450  0.841528
2001-353T21:47:33.000  0.001000 -0.000066 -0.000270 -0.163947  0.110917 -0.502616  0.841544
2001-353T21:47:34.000  0.000993 -0.000078 -0.000276 -0.163559  0.110611 -0.502783  0.841560
2001-353T21:47:35.000  0.000991 -0.000072 -0.000276 -0.163171  0.110306 -0.502950  0.841576
2001-353T21:47:36.000  0.000996 -0.000076 -0.000277 -0.162783  0.110000 -0.503117  0.841591
2001-353T21:47:37.000  0.000993 -0.000084 -0.000270 -0.162395  0.109694 -0.503283  0.841606
