PDS_VERSION_ID          = PDS3                                                
                                                                              
RECORD_TYPE             = FIXED_LENGTH                                        
RECORD_BYTES            = 80                                                  
FILE_RECORDS            = 556                                                 
LABEL_RECORDS           = 42                                                  
RECORD_FORMAT           = "F7.1,1X,F5.1,1X,F6.1,1X,F4.1,1X,F5.1,1X,F6.2,1X,   
                           F7.3,1X,F6.3,1X)"                                  
^TABLE                  = 43                                                  
PRODUCT_ID              = "ORBIT_PROFILE_L2P014"                              
INSTRUMENT_HOST_NAME    = "2001 MARS ODYSSEY"                                 
INSTRUMENT_NAME         = ACCELEROMETER                                       
DATA_SET_ID             = "ODY-M-ACCEL-5-PROFILE-V2.0"                        
TARGET_NAME               = MARS                                              
PRODUCT_CREATION_TIME         = 2007-10-28T10:58:07.05                        
START_TIME                    = 2001-11-03T02:07:12.00Z                       
STOP_TIME                     = 2001-11-03T02:15:45.00Z                       
                                                                              
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                      
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                      
                                                                              
OBJECT                  = TABLE                                               
 ROWS                   = 514                                                 
 ROW_BYTES              = 80                                                  
 INTERCHANGE_FORMAT     = ASCII                                               
 COLUMNS                = 8                                                   
 ^STRUCTURE             = "PROFILE.FMT"                                       
 DESCRIPTION            = "                                                   
  This table contains Level 2 density data at 1 second resolution for         
  orbit 014 during aerobraking. The data included are time from               
  periapsis (sec), latitude (deg), longitude (deg), LST (hr),                 
  SZA (deg), altitude (km), density (kg/km**3) and density sigma.             
  Density sigma is based on noise plus 1 percent bias. The data               
  covers 60 seconds before and after an altitude of 170 km.                   
                                                                              
  Robert H. Tolson                                                            
  28-Oct-2007                                                                 
  "                                                                           
                                                                              
END_OBJECT              = TABLE                                               
END                                                                           
                                                                              
 -256.1  86.3  246.4 22.1 118.3 208.55   0.022  0.215                         
 -255.1  86.3  245.4 22.0 118.3 207.87  -0.130  0.216                         
 -254.1  86.2  244.3 21.9 118.3 207.18  -0.022  0.215                         
 -253.1  86.2  243.3 21.9 118.3 206.50   0.090  0.216                         
 -252.1  86.2  242.3 21.8 118.3 205.83   0.077  0.215                         
 -251.1  86.2  241.3 21.7 118.3 205.15  -0.047  0.215                         
 -250.1  86.1  240.3 21.7 118.2 204.48   0.231  0.217                         
 -249.1  86.1  239.4 21.6 118.2 203.81   0.176  0.216                         
 -248.1  86.1  238.4 21.5 118.2 203.14  -0.145  0.216                         
 -247.1  86.0  237.5 21.5 118.2 202.48  -0.016  0.215                         
 -246.1  86.0  236.6 21.4 118.2 201.82  -0.019  0.215                         
 -245.1  86.0  235.7 21.3 118.2 201.16   0.101  0.216                         
 -244.1  85.9  234.8 21.3 118.2 200.50  -0.222  0.217                         
 -243.1  85.9  233.9 21.2 118.2 199.84  -0.040  0.215                         
 -242.1  85.8  233.1 21.2 118.1 199.19   0.095  0.216                         
 -241.1  85.8  232.2 21.1 118.1 198.54  -0.003  0.215                         
 -240.1  85.8  231.4 21.1 118.1 197.89   0.025  0.215                         
 -239.1  85.7  230.6 21.0 118.1 197.25  -0.072  0.215                         
 -238.1  85.7  229.8 21.0 118.1 196.61   0.092  0.216                         
 -237.1  85.6  229.1 20.9 118.1 195.97   0.104  0.216                         
 -236.1  85.6  228.3 20.9 118.1 195.33   0.161  0.216                         
 -235.1  85.5  227.6 20.8 118.0 194.69   0.018  0.215                         
 -234.1  85.5  226.8 20.8 118.0 194.06  -0.041  0.215                         
 -233.1  85.5  226.1 20.7 118.0 193.43   0.186  0.217                         
 -232.1  85.4  225.4 20.7 118.0 192.80  -0.160  0.216                         
 -231.1  85.4  224.7 20.6 118.0 192.18  -0.041  0.215                         
 -230.1  85.3  224.0 20.6 118.0 191.55   0.114  0.216                         
 -229.1  85.3  223.4 20.5 118.0 190.93   0.065  0.215                         
 -228.1  85.2  222.7 20.5 117.9 190.31  -0.090  0.216                         
 -227.1  85.2  222.1 20.4 117.9 189.70  -0.084  0.216                         
 -226.1  85.1  221.5 20.4 117.9 189.09  -0.149  0.216                         
 -225.1  85.1  220.9 20.4 117.9 188.48   0.083  0.216                         
 -224.1  85.0  220.3 20.3 117.9 187.87   0.077  0.215                         
 -223.1  85.0  219.7 20.3 117.9 187.26  -0.072  0.215                         
 -222.1  84.9  219.1 20.2 117.9 186.66   0.112  0.216                         
 -221.1  84.9  218.6 20.2 117.8 186.06  -0.035  0.215                         
 -220.1  84.8  218.0 20.2 117.8 185.46  -0.029  0.215                         
 -219.1  84.7  217.5 20.1 117.8 184.86  -0.013  0.215                         
 -218.1  84.7  216.9 20.1 117.8 184.27   0.179  0.216                         
 -217.1  84.6  216.4 20.1 117.8 183.68  -0.210  0.217                         
 -216.1  84.6  215.9 20.0 117.8 183.09   0.016  0.215                         
