PDS_VERSION_ID          = PDS3                                                
                                                                              
RECORD_TYPE             = FIXED_LENGTH                                        
RECORD_BYTES            = 80                                                  
FILE_RECORDS            = 635                                                 
LABEL_RECORDS           = 42                                                  
RECORD_FORMAT           = "F7.1,1X,F5.1,1X,F6.1,1X,F4.1,1X,F5.1,1X,F6.2,1X,   
                           F7.3,1X,F6.3,1X)"                                  
^TABLE                  = 43                                                  
PRODUCT_ID              = "ORBIT_PROFILE_L2P060"                              
INSTRUMENT_HOST_NAME    = "2001 MARS ODYSSEY"                                 
INSTRUMENT_NAME         = ACCELEROMETER                                       
DATA_SET_ID             = "ODY-M-ACCEL-5-PROFILE-V2.0"                        
TARGET_NAME               = MARS                                              
PRODUCT_CREATION_TIME         = 2007-10-28T10:58:23.55                        
START_TIME                    = 2001-11-29T02:13:15.00Z                       
STOP_TIME                     = 2001-11-29T02:23:07.00Z                       
                                                                              
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                      
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                      
                                                                              
OBJECT                  = TABLE                                               
 ROWS                   = 593                                                 
 ROW_BYTES              = 80                                                  
 INTERCHANGE_FORMAT     = ASCII                                               
 COLUMNS                = 8                                                   
 ^STRUCTURE             = "PROFILE.FMT"                                       
 DESCRIPTION            = "                                                   
  This table contains Level 2 density data at 1 second resolution for         
  orbit 060 during aerobraking. The data included are time from               
  periapsis (sec), latitude (deg), longitude (deg), LST (hr),                 
  SZA (deg), altitude (km), density (kg/km**3) and density sigma.             
  Density sigma is based on noise plus 1 percent bias. The data               
  covers 60 seconds before and after an altitude of 170 km.                   
                                                                              
  Robert H. Tolson                                                            
  28-Oct-2007                                                                 
  "                                                                           
                                                                              
END_OBJECT              = TABLE                                               
END                                                                           
                                                                              
 -295.8  80.5  210.3  2.8 121.7 208.42  -0.019  0.527                         
 -294.8  80.6  210.1  2.8 121.7 207.74   0.019  0.527                         
 -293.8  80.6  209.9  2.7 121.7 207.05   0.039  0.527                         
 -292.8  80.7  209.8  2.7 121.6 206.37   0.150  0.528                         
 -291.8  80.7  209.6  2.7 121.6 205.69  -0.207  0.529                         
 -290.8  80.8  209.4  2.7 121.6 205.01   0.053  0.527                         
 -289.8  80.9  209.2  2.7 121.5 204.34   0.156  0.528                         
 -288.8  80.9  209.1  2.7 121.5 203.67   0.216  0.529                         
 -287.8  81.0  208.9  2.7 121.5 202.99  -0.226  0.529                         
 -286.8  81.1  208.7  2.7 121.5 202.33  -0.193  0.529                         
 -285.8  81.1  208.5  2.6 121.4 201.66   0.079  0.527                         
 -284.8  81.2  208.3  2.6 121.4 200.99   0.015  0.527                         
 -283.8  81.3  208.1  2.6 121.4 200.33  -0.053  0.527                         
 -282.8  81.3  207.9  2.6 121.4 199.67   0.012  0.527                         
 -281.8  81.4  207.7  2.6 121.3 199.01  -0.048  0.527                         
 -280.8  81.5  207.5  2.6 121.3 198.35  -0.125  0.528                         
 -279.8  81.5  207.3  2.6 121.3 197.70   0.015  0.527                         
 -278.8  81.6  207.1  2.6 121.2 197.05  -0.088  0.527                         
 -277.8  81.6  206.9  2.5 121.2 196.40   0.069  0.527                         
 -276.8  81.7  206.7  2.5 121.2 195.75  -0.068  0.527                         
 -275.8  81.8  206.4  2.5 121.2 195.10  -0.033  0.527                         
 -274.8  81.8  206.2  2.5 121.1 194.46   0.060  0.527                         
 -273.8  81.9  206.0  2.5 121.1 193.82  -0.029  0.527                         
 -272.8  82.0  205.8  2.5 121.1 193.18  -0.245  0.529                         
 -271.8  82.0  205.5  2.5 121.0 192.54  -0.021  0.527                         
 -270.8  82.1  205.3  2.4 121.0 191.91   0.027  0.527                         
 -269.8  82.1  205.0  2.4 121.0 191.27   0.112  0.528                         
 -268.8  82.2  204.8  2.4 121.0 190.64  -0.054  0.527                         
 -267.8  82.3  204.5  2.4 120.9 190.01  -0.053  0.527                         
 -266.8  82.3  204.3  2.4 120.9 189.39   0.018  0.527                         
 -265.8  82.4  204.0  2.4 120.9 188.76  -0.030  0.527                         
 -264.8  82.5  203.8  2.3 120.8 188.14  -0.145  0.528                         
 -263.8  82.5  203.5  2.3 120.8 187.52   0.094  0.528                         
 -262.8  82.6  203.2  2.3 120.8 186.90   0.012  0.527                         
 -261.8  82.6  203.0  2.3 120.8 186.29   0.017  0.527                         
 -260.8  82.7  202.7  2.3 120.7 185.67   0.186  0.528                         
 -259.8  82.8  202.4  2.2 120.7 185.06  -0.057  0.527                         
 -258.8  82.8  202.1  2.2 120.7 184.45   0.040  0.527                         
 -257.8  82.9  201.8  2.2 120.6 183.84  -0.178  0.528                         
 -256.8  83.0  201.5  2.2 120.6 183.24  -0.029  0.527                         
 -255.8  83.0  201.2  2.2 120.6 182.63  -0.211  0.529                         
 -254.8  83.1  200.9  2.1 120.6 182.03   0.135  0.528                         
 -253.8  83.1  200.6  2.1 120.5 181.43  -0.094  0.528                         
 -252.8  83.2  200.2  2.1 120.5 180.84   0.073  0.527                         
 -251.8  83.3  199.9  2.1 120.5 180.24  -0.066  0.527                         
 -250.8  83.3  199.6  2.1 120.4 179.65  -0.103  0.528                         
 -249.8  83.4  199.2  2.0 120.4 179.06   0.188  0.528                         
 -248.8  83.4  198.9  2.0 120.4 178.47   0.112  0.528                         
 -247.8  83.5  198.5  2.0 120.4 177.89  -0.115  0.528                         
 -246.8  83.6  198.2  2.0 120.3 177.30  -0.056  0.527                         
 -245.8  83.6  197.8  1.9 120.3 176.72  -0.025  0.527                         
 -244.8  83.7  197.5  1.9 120.3 176.14  -0.073  0.527                         
 -243.8  83.7  197.1  1.9 120.2 175.57   0.189  0.529                         
 -242.8  83.8  196.7  1.9 120.2 174.99   0.243  0.529                         
 -241.8  83.8  196.3  1.8 120.2 174.42  -0.001  0.527                         
 -240.8  83.9  195.9  1.8 120.1 173.85  -0.052  0.527                         
 -239.8  84.0  195.5  1.8 120.1 173.28  -0.017  0.527                         
 -238.8  84.0  195.1  1.8 120.1 172.71   0.018  0.527                         
 -237.8  84.1  194.6  1.7 120.1 172.15   0.295  0.530                         
 -236.8  84.1  194.2  1.7 120.0 171.59   0.071  0.527                         
 -235.8  84.2  193.8  1.7 120.0 171.03   0.081  0.527                         
 -234.8  84.2  193.3  1.6 120.0 170.47   0.033  0.527                         
 -233.8  84.3  192.9  1.6 119.9 169.92   0.076  0.527                         
 -232.8  84.3  192.4  1.6 119.9 169.36  -0.167  0.528                         
 -231.8  84.4  191.9  1.6 119.9 168.81  -0.094  0.528                         
 -230.8  84.5  191.4  1.5 119.8 168.26  -0.087  0.527                         
 -229.8  84.5  190.9  1.5 119.8 167.72   0.014  0.527                         
 -228.8  84.6  190.4  1.5 119.8 167.17   0.010  0.527                         
 -227.8  84.6  189.9  1.4 119.7 166.63  -0.111  0.528                         
 -226.8  84.7  189.4  1.4 119.7 166.09   0.102  0.528                         
 -225.8  84.7  188.9  1.4 119.7 165.55   0.032  0.527                         
 -224.8  84.8  188.3  1.3 119.7 165.02   0.042  0.527                         
 -223.8  84.8  187.8  1.3 119.6 164.49  -0.059  0.527                         
 -222.8  84.9  187.2  1.2 119.6 163.95   0.019  0.527                         
 -221.8  84.9  186.6  1.2 119.6 163.43   0.057  0.527                         
 -220.8  85.0  186.0  1.2 119.5 162.90   0.044  0.527                         
 -219.8  85.0  185.4  1.1 119.5 162.38  -0.058  0.527                         
 -218.8  85.1  184.8  1.1 119.5 161.85   0.131  0.528                         
