PDS_VERSION_ID          = PDS3                                                
                                                                              
RECORD_TYPE             = FIXED_LENGTH                                        
RECORD_BYTES            = 80                                                  
FILE_RECORDS            = 584                                                 
LABEL_RECORDS           = 42                                                  
RECORD_FORMAT           = "F7.1,1X,F5.1,1X,F6.1,1X,F4.1,1X,F5.1,1X,F6.2,1X,   
                           F7.3,1X,F6.3,1X)"                                  
^TABLE                  = 43                                                  
PRODUCT_ID              = "ORBIT_PROFILE_L2P021"                              
INSTRUMENT_HOST_NAME    = "2001 MARS ODYSSEY"                                 
INSTRUMENT_NAME         = ACCELEROMETER                                       
DATA_SET_ID             = "ODY-M-ACCEL-5-PROFILE-V2.0"                        
TARGET_NAME               = MARS                                              
PRODUCT_CREATION_TIME         = 2007-10-28T10:58:09.47                        
START_TIME                    = 2001-11-08T04:39:37.00Z                       
STOP_TIME                     = 2001-11-08T04:48:38.00Z                       
                                                                              
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                      
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                      
                                                                              
OBJECT                  = TABLE                                               
 ROWS                   = 542                                                 
 ROW_BYTES              = 80                                                  
 INTERCHANGE_FORMAT     = ASCII                                               
 COLUMNS                = 8                                                   
 ^STRUCTURE             = "PROFILE.FMT"                                       
 DESCRIPTION            = "                                                   
  This table contains Level 2 density data at 1 second resolution for         
  orbit 021 during aerobraking. The data included are time from               
  periapsis (sec), latitude (deg), longitude (deg), LST (hr),                 
  SZA (deg), altitude (km), density (kg/km**3) and density sigma.             
  Density sigma is based on noise plus 1 percent bias. The data               
  covers 60 seconds before and after an altitude of 170 km.                   
                                                                              
  Robert H. Tolson                                                            
  28-Oct-2007                                                                 
  "                                                                           
                                                                              
END_OBJECT              = TABLE                                               
END                                                                           
                                                                              
 -270.9  86.4  289.1  0.1 118.8 210.83   0.277  0.529                         
 -269.9  86.4  288.0  0.0 118.8 210.11   0.015  0.527                         
 -268.9  86.4  286.9 24.0 118.8 209.40  -0.014  0.527                         
 -267.9  86.5  285.8 23.9 118.8 208.69  -0.305  0.530                         
 -266.9  86.5  284.6 23.8 118.7 207.99   0.279  0.529                         
 -265.9  86.5  283.5 23.7 118.7 207.29  -0.137  0.528                         
 -264.9  86.5  282.3 23.7 118.7 206.58   0.102  0.528                         
 -263.9  86.5  281.1 23.6 118.7 205.89   0.074  0.527                         
 -262.9  86.5  279.9 23.5 118.7 205.19  -0.153  0.528                         
 -261.9  86.5  278.8 23.4 118.7 204.49  -0.052  0.527                         
 -260.9  86.5  277.6 23.3 118.6 203.80  -0.301  0.530                         
 -259.9  86.5  276.4 23.3 118.6 203.11   0.211  0.529                         
 -258.9  86.5  275.2 23.2 118.6 202.43  -0.309  0.530                         
 -257.9  86.5  274.0 23.1 118.6 201.74   0.264  0.529                         
 -256.9  86.5  272.8 23.0 118.6 201.06  -0.123  0.528                         
 -255.9  86.5  271.6 22.9 118.6 200.38  -0.003  0.527                         
 -254.9  86.5  270.4 22.9 118.5 199.70  -0.059  0.527                         
 -253.9  86.5  269.3 22.8 118.5 199.03  -0.082  0.528                         
 -252.9  86.5  268.1 22.7 118.5 198.36   0.077  0.527                         
 -251.9  86.5  266.9 22.6 118.5 197.69   0.027  0.527                         
 -250.9  86.5  265.7 22.6 118.5 197.02  -0.022  0.527                         
 -249.9  86.5  264.6 22.5 118.5 196.35  -0.249  0.529                         
 -248.9  86.4  263.4 22.4 118.4 195.69   0.085  0.528                         
 -247.9  86.4  262.3 22.3 118.4 195.03  -0.092  0.528                         
 -246.9  86.4  261.1 22.2 118.4 194.37   0.010  0.527                         
 -245.9  86.4  260.0 22.2 118.4 193.72  -0.085  0.528                         
 -244.9  86.4  258.9 22.1 118.4 193.06   0.122  0.528                         
 -243.9  86.4  257.8 22.0 118.4 192.41  -0.237  0.529                         
