PDS_VERSION_ID          = PDS3                                                
                                                                              
RECORD_TYPE             = FIXED_LENGTH                                        
RECORD_BYTES            = 80                                                  
FILE_RECORDS            = 648                                                 
LABEL_RECORDS           = 42                                                  
RECORD_FORMAT           = "F7.1,1X,F5.1,1X,F6.1,1X,F4.1,1X,F5.1,1X,F6.2,1X,   
                           F7.3,1X,F6.3,1X)"                                  
^TABLE                  = 43                                                  
PRODUCT_ID              = "ORBIT_PROFILE_L2P069"                              
INSTRUMENT_HOST_NAME    = "2001 MARS ODYSSEY"                                 
INSTRUMENT_NAME         = ACCELEROMETER                                       
DATA_SET_ID             = "ODY-M-ACCEL-5-PROFILE-V2.0"                        
TARGET_NAME               = MARS                                              
PRODUCT_CREATION_TIME         = 2007-10-28T10:58:26.89                        
START_TIME                    = 2001-12-02T15:56:06.00Z                       
STOP_TIME                     = 2001-12-02T16:06:11.00Z                       
                                                                              
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                      
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                      
                                                                              
OBJECT                  = TABLE                                               
 ROWS                   = 606                                                 
 ROW_BYTES              = 80                                                  
 INTERCHANGE_FORMAT     = ASCII                                               
 COLUMNS                = 8                                                   
 ^STRUCTURE             = "PROFILE.FMT"                                       
 DESCRIPTION            = "                                                   
  This table contains Level 2 density data at 1 second resolution for         
  orbit 069 during aerobraking. The data included are time from               
  periapsis (sec), latitude (deg), longitude (deg), LST (hr),                 
  SZA (deg), altitude (km), density (kg/km**3) and density sigma.             
  Density sigma is based on noise plus 1 percent bias. The data               
  covers 60 seconds before and after an altitude of 170 km.                   
                                                                              
  Robert H. Tolson                                                            
  28-Oct-2007                                                                 
  "                                                                           
                                                                              
END_OBJECT              = TABLE                                               
END                                                                           
                                                                              
 -302.4  78.7   40.9  2.9 122.5 207.54  -0.180  0.322                         
 -301.4  78.8   40.8  2.8 122.5 206.87   0.103  0.322                         
 -300.4  78.9   40.7  2.8 122.5 206.20  -0.051  0.321                         
 -299.4  78.9   40.6  2.8 122.5 205.53   0.029  0.321                         
 -298.4  79.0   40.5  2.8 122.4 204.86  -0.053  0.321                         
 -297.4  79.1   40.3  2.8 122.4 204.19   0.052  0.321                         
 -296.4  79.1   40.2  2.8 122.4 203.53   0.063  0.321                         
 -295.4  79.2   40.1  2.8 122.3 202.87   0.094  0.321                         
 -294.4  79.3   39.9  2.8 122.3 202.21  -0.183  0.322                         
 -293.4  79.3   39.8  2.8 122.3 201.55   0.078  0.321                         
 -292.4  79.4   39.7  2.8 122.3 200.89   0.098  0.321                         
 -291.4  79.4   39.5  2.8 122.2 200.24  -0.268  0.323                         
 -290.4  79.5   39.4  2.8 122.2 199.59   0.162  0.322                         
 -289.4  79.6   39.3  2.7 122.2 198.94  -0.009  0.321                         
 -288.4  79.6   39.1  2.7 122.1 198.29   0.342  0.324                         
 -287.4  79.7   39.0  2.7 122.1 197.65  -0.225  0.323                         
 -286.4  79.8   38.8  2.7 122.1 197.00   0.226  0.323                         
 -285.4  79.8   38.7  2.7 122.1 196.36   0.064  0.321                         
 -284.4  79.9   38.5  2.7 122.0 195.72  -0.180  0.322                         
 -283.4  80.0   38.4  2.7 122.0 195.08  -0.109  0.322                         
 -282.4  80.0   38.2  2.7 122.0 194.45  -0.025  0.321                         
 -281.4  80.1   38.1  2.7 121.9 193.82   0.001  0.320                         
 -280.4  80.2   37.9  2.7 121.9 193.18   0.128  0.322                         
 -279.4  80.2   37.8  2.7 121.9 192.55  -0.076  0.321                         
 -278.4  80.3   37.6  2.6 121.8 191.93   0.016  0.321                         
