PDS_VERSION_ID          = PDS3                                                
                                                                              
RECORD_TYPE             = FIXED_LENGTH                                        
RECORD_BYTES            = 80                                                  
FILE_RECORDS            = 630                                                 
LABEL_RECORDS           = 42                                                  
RECORD_FORMAT           = "F7.1,1X,F5.1,1X,F6.1,1X,F4.1,1X,F5.1,1X,F6.2,1X,   
                           F7.3,1X,F6.3,1X)"                                  
^TABLE                  = 43                                                  
PRODUCT_ID              = "ORBIT_PROFILE_L2P059"                              
INSTRUMENT_HOST_NAME    = "2001 MARS ODYSSEY"                                 
INSTRUMENT_NAME         = ACCELEROMETER                                       
DATA_SET_ID             = "ODY-M-ACCEL-5-PROFILE-V2.0"                        
TARGET_NAME               = MARS                                              
PRODUCT_CREATION_TIME         = 2007-10-28T10:58:23.19                        
START_TIME                    = 2001-11-28T16:06:27.00Z                       
STOP_TIME                     = 2001-11-28T16:16:14.00Z                       
                                                                              
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                      
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                      
                                                                              
OBJECT                  = TABLE                                               
 ROWS                   = 588                                                 
 ROW_BYTES              = 80                                                  
 INTERCHANGE_FORMAT     = ASCII                                               
 COLUMNS                = 8                                                   
 ^STRUCTURE             = "PROFILE.FMT"                                       
 DESCRIPTION            = "                                                   
  This table contains Level 2 density data at 1 second resolution for         
  orbit 059 during aerobraking. The data included are time from               
  periapsis (sec), latitude (deg), longitude (deg), LST (hr),                 
  SZA (deg), altitude (km), density (kg/km**3) and density sigma.             
  Density sigma is based on noise plus 1 percent bias. The data               
  covers 60 seconds before and after an altitude of 170 km.                   
                                                                              
  Robert H. Tolson                                                            
  28-Oct-2007                                                                 
  "                                                                           
                                                                              
END_OBJECT              = TABLE                                               
END                                                                           
                                                                              
 -293.3  80.8   -2.8  2.7 121.6 207.94  -0.191  0.517                         
 -292.3  80.9   -3.0  2.7 121.6 207.26   0.202  0.517                         
 -291.3  80.9   -3.2  2.7 121.5 206.58  -0.139  0.517                         
 -290.3  81.0   -3.4  2.7 121.5 205.91  -0.106  0.516                         
 -289.3  81.1   -3.6  2.7 121.5 205.23  -0.045  0.516                         
 -288.3  81.1   -3.8  2.7 121.4 204.56   0.091  0.516                         
 -287.3  81.2   -4.0  2.6 121.4 203.89  -0.105  0.516                         
 -286.3  81.3   -4.2  2.6 121.4 203.22   0.056  0.516                         
 -285.3  81.3   -4.4  2.6 121.4 202.55   0.000  0.515                         
 -284.3  81.4   -4.6  2.6 121.3 201.89   0.134  0.516                         
 -283.3  81.5   -4.8  2.6 121.3 201.23  -0.150  0.517                         
 -282.3  81.5   -5.0  2.6 121.3 200.57   0.006  0.515                         
 -281.3  81.6   -5.2  2.6 121.3 199.91   0.061  0.516                         
 -280.3  81.6   -5.4  2.5 121.2 199.25   0.014  0.515                         
 -279.3  81.7   -5.6  2.5 121.2 198.60   0.290  0.518                         
 -278.3  81.8   -5.8  2.5 121.2 197.95  -0.077  0.516                         
 -277.3  81.8   -6.1  2.5 121.1 197.30   0.285  0.518                         
 -276.3  81.9   -6.3  2.5 121.1 196.65  -0.103  0.516                         
 -275.3  82.0   -6.5  2.5 121.1 196.01  -0.052  0.516                         
 -274.3  82.0   -6.8  2.5 121.1 195.36   0.029  0.515                         
 -273.3  82.1   -7.0  2.4 121.0 194.72   0.334  0.518                         
 -272.3  82.1   -7.2  2.4 121.0 194.08  -0.020  0.515                         
 -271.3  82.2   -7.5  2.4 121.0 193.45   0.192  0.517                         
 -270.3  82.3   -7.7  2.4 120.9 192.81  -0.247  0.518                         
 -269.3  82.3   -8.0  2.4 120.9 192.18   0.041  0.516                         
 -268.3  82.4   -8.3  2.4 120.9 191.55   0.055  0.516                         
 -267.3  82.5   -8.5  2.3 120.9 190.92  -0.025  0.515                         
 -266.3  82.5   -8.8  2.3 120.8 190.30  -0.047  0.516                         
 -265.3  82.6   -9.1  2.3 120.8 189.67   0.027  0.515                         
 -264.3  82.6   -9.3  2.3 120.8 189.05  -0.158  0.517                         
 -263.3  82.7   -9.6  2.3 120.7 188.43  -0.013  0.515                         
 -262.3  82.8   -9.9  2.3 120.7 187.82   0.137  0.517                         
 -261.3  82.8  -10.2  2.2 120.7 187.20  -0.194  0.517                         
 -260.3  82.9  -10.5  2.2 120.7 186.59   0.067  0.516                         
 -259.3  82.9  -10.8  2.2 120.6 185.98   0.082  0.516                         
 -258.3  83.0  -11.1  2.2 120.6 185.37   0.095  0.516                         
 -257.3  83.1  -11.4  2.2 120.6 184.76  -0.141  0.517                         
 -256.3  83.1  -11.7  2.1 120.5 184.16   0.276  0.518                         
 -255.3  83.2  -12.1  2.1 120.5 183.56   0.035  0.515                         
 -254.3  83.2  -12.4  2.1 120.5 182.96  -0.022  0.515                         
 -253.3  83.3  -12.7  2.1 120.5 182.36   0.098  0.516                         
 -252.3  83.4  -13.1  2.0 120.4 181.76  -0.080  0.516                         
 -251.3  83.4  -13.4  2.0 120.4 181.17   0.047  0.516                         
 -250.3  83.5  -13.8  2.0 120.4 180.58  -0.087  0.516                         
 -249.3  83.5  -14.1  2.0 120.3 179.99   0.059  0.516                         
 -248.3  83.6  -14.5  2.0 120.3 179.40  -0.147  0.517                         
 -247.3  83.7  -14.9  1.9 120.3 178.82   0.072  0.516                         
 -246.3  83.7  -15.2  1.9 120.3 178.23   0.147  0.517                         
 -245.3  83.8  -15.6  1.9 120.2 177.65   0.035  0.515                         
 -244.3  83.8  -16.0  1.9 120.2 177.08   0.138  0.517                         
 -243.3  83.9  -16.4  1.8 120.2 176.50  -0.053  0.516                         
 -242.3  83.9  -16.8  1.8 120.1 175.93   0.055  0.516                         
 -241.3  84.0  -17.2  1.8 120.1 175.35   0.355  0.519                         
 -240.3  84.1  -17.7  1.7 120.1 174.79  -0.277  0.518                         
 -239.3  84.1  -18.1  1.7 120.0 174.22   0.222  0.517                         
 -238.3  84.2  -18.5  1.7 120.0 173.65  -0.291  0.518                         
 -237.3  84.2  -19.0  1.7 120.0 173.09   0.280  0.518                         
 -236.3  84.3  -19.4  1.6 120.0 172.53  -0.276  0.518                         
 -235.3  84.3  -19.9  1.6 119.9 171.97   0.054  0.516                         
 -234.3  84.4  -20.4  1.6 119.9 171.42  -0.036  0.515                         
 -233.3  84.4  -20.9  1.5 119.9 170.86   0.163  0.517                         
 -232.3  84.5  -21.4  1.5 119.8 170.31  -0.110  0.516                         
 -231.3  84.6  -21.9  1.5 119.8 169.76   0.012  0.515                         
 -230.3  84.6  -22.4  1.4 119.8 169.21   0.062  0.516                         
 -229.3  84.7  -22.9  1.4 119.7 168.67  -0.065  0.516                         
 -228.3  84.7  -23.4  1.4 119.7 168.12   0.062  0.516                         
 -227.3  84.8  -24.0  1.3 119.7 167.58  -0.191  0.517                         
 -226.3  84.8  -24.6  1.3 119.7 167.04   0.340  0.519                         
 -225.3  84.9  -25.1  1.2 119.6 166.51  -0.235  0.517                         
 -224.3  84.9  -25.7  1.2 119.6 165.97   0.257  0.518                         
 -223.3  85.0  -26.3  1.2 119.6 165.44  -0.070  0.516                         
 -222.3  85.0  -26.9  1.1 119.5 164.91   0.407  0.519                         
 -221.3  85.1  -27.5  1.1 119.5 164.39  -0.223  0.517                         
 -220.3  85.1  -28.1  1.0 119.5 163.86  -0.018  0.515                         
 -219.3  85.2  -28.8  1.0 119.4 163.34  -0.044  0.516                         
 -218.3  85.2  -29.4  1.0 119.4 162.82   0.156  0.517                         
