PDS_VERSION_ID          = PDS3                                                
                                                                              
RECORD_TYPE             = FIXED_LENGTH                                        
RECORD_BYTES            = 80                                                  
FILE_RECORDS            = 558                                                 
LABEL_RECORDS           = 42                                                  
RECORD_FORMAT           = "F7.1,1X,F5.1,1X,F6.1,1X,F4.1,1X,F5.1,1X,F6.2,1X,   
                           F7.3,1X,F6.3,1X)"                                  
^TABLE                  = 43                                                  
PRODUCT_ID              = "ORBIT_PROFILE_L2P013"                              
INSTRUMENT_HOST_NAME    = "2001 MARS ODYSSEY"                                 
INSTRUMENT_NAME         = ACCELEROMETER                                       
DATA_SET_ID             = "ODY-M-ACCEL-5-PROFILE-V2.0"                        
TARGET_NAME               = MARS                                              
PRODUCT_CREATION_TIME         = 2007-10-28T10:58:06.66                        
START_TIME                    = 2001-11-02T07:58:02.00Z                       
STOP_TIME                     = 2001-11-02T08:06:37.00Z                       
                                                                              
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                      
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                      
                                                                              
OBJECT                  = TABLE                                               
 ROWS                   = 516                                                 
 ROW_BYTES              = 80                                                  
 INTERCHANGE_FORMAT     = ASCII                                               
 COLUMNS                = 8                                                   
 ^STRUCTURE             = "PROFILE.FMT"                                       
 DESCRIPTION            = "                                                   
  This table contains Level 2 density data at 1 second resolution for         
  orbit 013 during aerobraking. The data included are time from               
  periapsis (sec), latitude (deg), longitude (deg), LST (hr),                 
  SZA (deg), altitude (km), density (kg/km**3) and density sigma.             
  Density sigma is based on noise plus 1 percent bias. The data               
  covers 60 seconds before and after an altitude of 170 km.                   
                                                                              
  Robert H. Tolson                                                            
  28-Oct-2007                                                                 
  "                                                                           
                                                                              
END_OBJECT              = TABLE                                               
END                                                                           
                                                                              
 -257.5  86.3  151.3 22.1 118.3 208.98  -0.053  0.221                         
 -256.5  86.3  150.3 22.0 118.3 208.29   0.169  0.222                         
 -255.5  86.2  149.2 21.9 118.3 207.61   0.032  0.221                         
 -254.5  86.2  148.2 21.9 118.3 206.92   0.055  0.221                         
 -253.5  86.2  147.2 21.8 118.3 206.24   0.104  0.221                         
 -252.5  86.1  146.3 21.7 118.3 205.56   0.045  0.221                         
 -251.5  86.1  145.3 21.7 118.3 204.88   0.138  0.222                         
 -250.5  86.1  144.3 21.6 118.2 204.20  -0.032  0.221                         
 -249.5  86.0  143.4 21.5 118.2 203.53   0.081  0.221                         
 -248.5  86.0  142.5 21.5 118.2 202.86  -0.106  0.221                         
 -247.5  86.0  141.6 21.4 118.2 202.19   0.088  0.221                         
 -246.5  85.9  140.7 21.4 118.2 201.53  -0.018  0.220                         
 -245.5  85.9  139.8 21.3 118.2 200.86  -0.251  0.223                         
 -244.5  85.9  139.0 21.2 118.2 200.20   0.017  0.220                         
 -243.5  85.8  138.1 21.2 118.1 199.54   0.072  0.221                         
 -242.5  85.8  137.3 21.1 118.1 198.89   0.070  0.221                         
 -241.5  85.7  136.5 21.1 118.1 198.24  -0.214  0.222                         
 -240.5  85.7  135.7 21.0 118.1 197.58   0.098  0.221                         
 -239.5  85.7  134.9 21.0 118.1 196.94   0.116  0.221                         
 -238.5  85.6  134.1 20.9 118.1 196.29   0.013  0.220                         
 -237.5  85.6  133.4 20.9 118.1 195.65   0.025  0.221                         
 -236.5  85.5  132.6 20.8 118.1 195.01  -0.051  0.221                         
 -235.5  85.5  131.9 20.8 118.0 194.37  -0.030  0.221                         
 -234.5  85.4  131.2 20.7 118.0 193.73   0.020  0.220                         
