PDS_VERSION_ID          = PDS3                                                
                                                                              
RECORD_TYPE             = FIXED_LENGTH                                        
RECORD_BYTES            = 80                                                  
FILE_RECORDS            = 676                                                 
LABEL_RECORDS           = 42                                                  
RECORD_FORMAT           = "F7.1,1X,F5.1,1X,F6.1,1X,F4.1,1X,F5.1,1X,F6.2,1X,   
                           F7.3,1X,F6.3,1X)"                                  
^TABLE                  = 43                                                  
PRODUCT_ID              = "ORBIT_PROFILE_L2P087"                              
INSTRUMENT_HOST_NAME    = "2001 MARS ODYSSEY"                                 
INSTRUMENT_NAME         = ACCELEROMETER                                       
DATA_SET_ID             = "ODY-M-ACCEL-5-PROFILE-V2.0"                        
TARGET_NAME               = MARS                                              
PRODUCT_CREATION_TIME         = 2007-10-28T10:58:33.53                        
START_TIME                    = 2001-12-08T20:51:42.00Z                       
STOP_TIME                     = 2001-12-08T21:02:15.00Z                       
                                                                              
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                      
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                      
                                                                              
OBJECT                  = TABLE                                               
 ROWS                   = 634                                                 
 ROW_BYTES              = 80                                                  
 INTERCHANGE_FORMAT     = ASCII                                               
 COLUMNS                = 8                                                   
 ^STRUCTURE             = "PROFILE.FMT"                                       
 DESCRIPTION            = "                                                   
  This table contains Level 2 density data at 1 second resolution for         
  orbit 087 during aerobraking. The data included are time from               
  periapsis (sec), latitude (deg), longitude (deg), LST (hr),                 
  SZA (deg), altitude (km), density (kg/km**3) and density sigma.             
  Density sigma is based on noise plus 1 percent bias. The data               
  covers 60 seconds before and after an altitude of 170 km.                   
                                                                              
  Robert H. Tolson                                                            
  28-Oct-2007                                                                 
  "                                                                           
                                                                              
END_OBJECT              = TABLE                                               
END                                                                           
                                                                              
 -316.5  74.8   29.0  2.9 124.5 206.05   0.112  0.652                         
 -315.5  74.9   28.9  2.9 124.4 205.39   0.062  0.652                         
 -314.5  75.0   28.8  2.9 124.4 204.73  -0.244  0.654                         
 -313.5  75.0   28.8  2.9 124.4 204.08  -0.155  0.653                         
 -312.5  75.1   28.7  2.9 124.3 203.42  -0.051  0.652                         
 -311.5  75.2   28.6  2.9 124.3 202.77  -0.116  0.652                         
 -310.5  75.2   28.5  2.9 124.3 202.12   0.204  0.653                         
 -309.5  75.3   28.5  2.9 124.2 201.47   0.166  0.653                         
 -308.5  75.4   28.4  2.9 124.2 200.83   0.020  0.651                         
 -307.5  75.4   28.3  2.9 124.2 200.18  -0.211  0.653                         
 -306.5  75.5   28.3  2.9 124.2 199.54   0.148  0.653                         
 -305.5  75.6   28.2  2.9 124.1 198.90  -0.223  0.653                         
 -304.5  75.6   28.1  2.9 124.1 198.26   0.095  0.652                         
 -303.5  75.7   28.0  2.9 124.1 197.63  -0.275  0.654                         
 -302.5  75.8   28.0  2.9 124.0 196.99   0.057  0.652                         
 -301.5  75.8   27.9  2.9 124.0 196.36  -0.136  0.653                         
 -300.5  75.9   27.8  2.9 124.0 195.73   0.049  0.652                         
 -299.5  76.0   27.7  2.9 123.9 195.10   0.009  0.651                         
 -298.5  76.0   27.6  2.9 123.9 194.47   0.051  0.652                         
 -297.5  76.1   27.6  2.9 123.9 193.85   0.029  0.651                         
 -296.5  76.2   27.5  2.8 123.8 193.22  -0.056  0.652                         
 -295.5  76.2   27.4  2.8 123.8 192.60  -0.072  0.652                         
 -294.5  76.3   27.3  2.8 123.8 191.98   0.193  0.653                         
 -293.5  76.4   27.2  2.8 123.8 191.37  -0.137  0.653                         
 -292.5  76.4   27.1  2.8 123.7 190.75  -0.266  0.654                         
 -291.5  76.5   27.1  2.8 123.7 190.14   0.036  0.652                         
 -290.5  76.6   27.0  2.8 123.7 189.53  -0.106  0.652                         
 -289.5  76.6   26.9  2.8 123.6 188.92   0.103  0.652                         
 -288.5  76.7   26.8  2.8 123.6 188.31  -0.071  0.652                         
 -287.5  76.8   26.7  2.8 123.6 187.70   0.147  0.653                         
 -286.5  76.8   26.6  2.8 123.5 187.10  -0.224  0.653                         
 -285.5  76.9   26.5  2.8 123.5 186.50   0.085  0.652                         
 -284.5  77.0   26.4  2.8 123.5 185.90  -0.092  0.652                         
 -283.5  77.0   26.3  2.8 123.4 185.30   0.122  0.652                         
 -282.5  77.1   26.3  2.8 123.4 184.70   0.122  0.652                         
 -281.5  77.2   26.2  2.8 123.4 184.11   0.103  0.652                         
 -280.5  77.2   26.1  2.8 123.3 183.52  -0.035  0.652                         
 -279.5  77.3   26.0  2.8 123.3 182.93  -0.062  0.652                         
 -278.5  77.4   25.9  2.7 123.3 182.34  -0.022  0.651                         
 -277.5  77.4   25.8  2.7 123.3 181.75   0.145  0.653                         
 -276.5  77.5   25.7  2.7 123.2 181.17  -0.042  0.652                         
 -275.5  77.6   25.6  2.7 123.2 180.58   0.048  0.652                         
 -274.5  77.6   25.5  2.7 123.2 180.00  -0.028  0.651                         
 -273.5  77.7   25.4  2.7 123.1 179.43  -0.046  0.652                         
 -272.5  77.8   25.3  2.7 123.1 178.85  -0.081  0.652                         
