PDS_VERSION_ID          = PDS3                                                
                                                                              
RECORD_TYPE             = FIXED_LENGTH                                        
RECORD_BYTES            = 80                                                  
FILE_RECORDS            = 647                                                 
LABEL_RECORDS           = 42                                                  
RECORD_FORMAT           = "F7.1,1X,F5.1,1X,F6.1,1X,F4.1,1X,F5.1,1X,F6.2,1X,   
                           F7.3,1X,F6.3,1X)"                                  
^TABLE                  = 43                                                  
PRODUCT_ID              = "ORBIT_PROFILE_L2P072"                              
INSTRUMENT_HOST_NAME    = "2001 MARS ODYSSEY"                                 
INSTRUMENT_NAME         = ACCELEROMETER                                       
DATA_SET_ID             = "ODY-M-ACCEL-5-PROFILE-V2.0"                        
TARGET_NAME               = MARS                                              
PRODUCT_CREATION_TIME         = 2007-10-28T10:58:28.02                        
START_TIME                    = 2001-12-03T18:31:23.00Z                       
STOP_TIME                     = 2001-12-03T18:41:27.00Z                       
                                                                              
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                      
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                      
                                                                              
OBJECT                  = TABLE                                               
 ROWS                   = 605                                                 
 ROW_BYTES              = 80                                                  
 INTERCHANGE_FORMAT     = ASCII                                               
 COLUMNS                = 8                                                   
 ^STRUCTURE             = "PROFILE.FMT"                                       
 DESCRIPTION            = "                                                   
  This table contains Level 2 density data at 1 second resolution for         
  orbit 072 during aerobraking. The data included are time from               
  periapsis (sec), latitude (deg), longitude (deg), LST (hr),                 
  SZA (deg), altitude (km), density (kg/km**3) and density sigma.             
  Density sigma is based on noise plus 1 percent bias. The data               
  covers 60 seconds before and after an altitude of 170 km.                   
                                                                              
  Robert H. Tolson                                                            
  28-Oct-2007                                                                 
  "                                                                           
                                                                              
END_OBJECT              = TABLE                                               
END                                                                           
                                                                              
 -302.3  78.3   13.0  2.9 122.8 207.17   0.047  0.315                         
 -301.3  78.4   12.9  2.9 122.7 206.50  -0.029  0.315                         
 -300.3  78.4   12.8  2.8 122.7 205.84   0.013  0.315                         
 -299.3  78.5   12.7  2.8 122.7 205.17  -0.062  0.315                         
 -298.3  78.6   12.6  2.8 122.6 204.51   0.017  0.315                         
 -297.3  78.6   12.5  2.8 122.6 203.85  -0.133  0.316                         
 -296.3  78.7   12.3  2.8 122.6 203.20  -0.014  0.315                         
 -295.3  78.8   12.2  2.8 122.6 202.54   0.127  0.316                         
 -294.3  78.8   12.1  2.8 122.5 201.89  -0.242  0.317                         
 -293.3  78.9   12.0  2.8 122.5 201.24   0.019  0.315                         
 -292.3  79.0   11.9  2.8 122.5 200.59   0.165  0.316                         
 -291.3  79.0   11.7  2.8 122.4 199.94   0.013  0.315                         
 -290.3  79.1   11.6  2.8 122.4 199.30   0.097  0.316                         
 -289.3  79.1   11.5  2.8 122.4 198.66   0.097  0.316                         
 -288.3  79.2   11.3  2.8 122.3 198.01   0.025  0.315                         
 -287.3  79.3   11.2  2.7 122.3 197.38  -0.002  0.315                         
 -286.3  79.3   11.1  2.7 122.3 196.74  -0.053  0.315                         
 -285.3  79.4   10.9  2.7 122.3 196.10  -0.140  0.316                         
 -284.3  79.5   10.8  2.7 122.2 195.47  -0.113  0.316                         
 -283.3  79.5   10.7  2.7 122.2 194.84  -0.021  0.315                         
 -282.3  79.6   10.5  2.7 122.2 194.21   0.237  0.317                         
 -281.3  79.7   10.4  2.7 122.1 193.59  -0.134  0.316                         
 -280.3  79.7   10.2  2.7 122.1 192.96   0.057  0.315                         
 -279.3  79.8   10.1  2.7 122.1 192.34  -0.002  0.315                         
 -278.3  79.9   10.0  2.7 122.0 191.72   0.339  0.318                         
 -277.3  79.9    9.8  2.7 122.0 191.10  -0.252  0.317                         
 -276.3  80.0    9.7  2.6 122.0 190.49  -0.039  0.315                         
 -275.3  80.1    9.5  2.6 122.0 189.87   0.007  0.315                         
 -274.3  80.1    9.3  2.6 121.9 189.26   0.034  0.315                         
 -273.3  80.2    9.2  2.6 121.9 188.65  -0.163  0.316                         
 -272.3  80.3    9.0  2.6 121.9 188.04  -0.045  0.315                         
