PDS_VERSION_ID          = PDS3                                                
                                                                              
RECORD_TYPE             = FIXED_LENGTH                                        
RECORD_BYTES            = 80                                                  
FILE_RECORDS            = 608                                                 
LABEL_RECORDS           = 42                                                  
RECORD_FORMAT           = "F7.1,1X,F5.1,1X,F6.1,1X,F4.1,1X,F5.1,1X,F6.2,1X,   
                           F7.3,1X,F6.3,1X)"                                  
^TABLE                  = 43                                                  
PRODUCT_ID              = "ORBIT_PROFILE_L2P045"                              
INSTRUMENT_HOST_NAME    = "2001 MARS ODYSSEY"                                 
INSTRUMENT_NAME         = ACCELEROMETER                                       
DATA_SET_ID             = "ODY-M-ACCEL-5-PROFILE-V2.0"                        
TARGET_NAME               = MARS                                              
PRODUCT_CREATION_TIME         = 2007-10-28T10:58:18.11                        
START_TIME                    = 2001-11-22T05:24:22.00Z                       
STOP_TIME                     = 2001-11-22T05:33:47.00Z                       
                                                                              
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                      
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                      
                                                                              
OBJECT                  = TABLE                                               
 ROWS                   = 566                                                 
 ROW_BYTES              = 80                                                  
 INTERCHANGE_FORMAT     = ASCII                                               
 COLUMNS                = 8                                                   
 ^STRUCTURE             = "PROFILE.FMT"                                       
 DESCRIPTION            = "                                                   
  This table contains Level 2 density data at 1 second resolution for         
  orbit 045 during aerobraking. The data included are time from               
  periapsis (sec), latitude (deg), longitude (deg), LST (hr),                 
  SZA (deg), altitude (km), density (kg/km**3) and density sigma.             
  Density sigma is based on noise plus 1 percent bias. The data               
  covers 60 seconds before and after an altitude of 170 km.                   
                                                                              
  Robert H. Tolson                                                            
  28-Oct-2007                                                                 
  "                                                                           
                                                                              
END_OBJECT              = TABLE                                               
END                                                                           
                                                                              
 -282.6  83.5   87.9  2.3 120.3 208.73   0.094  0.652                         
 -281.6  83.6   87.6  2.2 120.3 208.04  -0.071  0.652                         
 -280.6  83.7   87.2  2.2 120.3 207.35  -0.073  0.652                         
 -279.6  83.7   86.8  2.2 120.3 206.67  -0.005  0.651                         
 -278.6  83.8   86.4  2.2 120.3 205.99  -0.015  0.651                         
 -277.6  83.8   86.0  2.1 120.2 205.31   0.162  0.653                         
 -276.6  83.9   85.6  2.1 120.2 204.64  -0.185  0.653                         
 -275.6  83.9   85.2  2.1 120.2 203.96   0.121  0.652                         
 -274.6  84.0   84.8  2.1 120.2 203.29   0.054  0.652                         
 -273.6  84.1   84.4  2.0 120.1 202.62   0.043  0.652                         
 -272.6  84.1   84.0  2.0 120.1 201.95  -0.240  0.653                         
 -271.6  84.2   83.6  2.0 120.1 201.29   0.019  0.651                         
 -270.6  84.2   83.1  2.0 120.1 200.62  -0.120  0.652                         
 -269.6  84.3   82.7  1.9 120.0 199.96  -0.015  0.651                         
 -268.6  84.3   82.2  1.9 120.0 199.31  -0.140  0.652                         
 -267.6  84.4   81.7  1.9 120.0 198.65   0.005  0.651                         
 -266.6  84.4   81.3  1.8 120.0 198.00  -0.038  0.651                         
 -265.6  84.5   80.8  1.8 119.9 197.34   0.250  0.654                         
 -264.6  84.6   80.3  1.8 119.9 196.69   0.072  0.652                         
 -263.6  84.6   79.8  1.7 119.9 196.05  -0.049  0.652                         
 -262.6  84.7   79.2  1.7 119.9 195.40   0.213  0.653                         
 -261.6  84.7   78.7  1.7 119.8 194.76  -0.132  0.652                         
 -260.6  84.8   78.2  1.6 119.8 194.12   0.022  0.651                         
 -259.6  84.8   77.6  1.6 119.8 193.48  -0.004  0.651                         
 -258.6  84.9   77.1  1.6 119.8 192.84   0.007  0.651                         
 -257.6  84.9   76.5  1.5 119.7 192.21  -0.187  0.653                         
 -256.6  85.0   75.9  1.5 119.7 191.58   0.055  0.652                         
 -255.6  85.0   75.3  1.4 119.7 190.95   0.136  0.652                         
 -254.6  85.1   74.7  1.4 119.7 190.32   0.272  0.654                         
 -253.6  85.1   74.1  1.4 119.6 189.70  -0.114  0.652                         
 -252.6  85.2   73.5  1.3 119.6 189.08   0.004  0.651                         
 -251.6  85.2   72.8  1.3 119.6 188.46   0.087  0.652                         
 -250.6  85.3   72.2  1.2 119.5 187.84  -0.062  0.652                         
 -249.6  85.3   71.5  1.2 119.5 187.22  -0.036  0.651                         
 -248.6  85.3   70.8  1.1 119.5 186.61   0.093  0.652                         
 -247.6  85.4   70.1  1.1 119.5 186.00  -0.203  0.653                         
 -246.6  85.4   69.4  1.0 119.4 185.39   0.144  0.653                         
 -245.6  85.5   68.7  1.0 119.4 184.78  -0.099  0.652                         
 -244.6  85.5   68.0  1.0 119.4 184.18  -0.028  0.651                         
 -243.6  85.6   67.2  0.9 119.4 183.58   0.193  0.653                         
 -242.6  85.6   66.4  0.9 119.3 182.98   0.006  0.651                         
 -241.6  85.6   65.7  0.8 119.3 182.38  -0.011  0.651                         
 -240.6  85.7   64.9  0.7 119.3 181.78  -0.214  0.653                         
 -239.6  85.7   64.0  0.7 119.3 181.19   0.207  0.653                         
 -238.6  85.8   63.2  0.6 119.2 180.60  -0.022  0.651                         
 -237.6  85.8   62.4  0.6 119.2 180.01   0.018  0.651                         
 -236.6  85.8   61.5  0.5 119.2 179.42  -0.165  0.653                         
 -235.6  85.9   60.7  0.5 119.2 178.84   0.219  0.653                         
 -234.6  85.9   59.8  0.4 119.1 178.26  -0.064  0.652                         
 -233.6  85.9   58.9  0.4 119.1 177.68  -0.005  0.651                         
 -232.6  86.0   58.0  0.3 119.1 177.10  -0.137  0.652                         
 -231.6  86.0   57.0  0.2 119.0 176.53   0.004  0.651                         
 -230.6  86.0   56.1  0.2 119.0 175.96  -0.126  0.652                         
 -229.6  86.1   55.1  0.1 119.0 175.39   0.129  0.652                         
 -228.6  86.1   54.2  0.0 119.0 174.82  -0.199  0.653                         
 -227.6  86.1   53.2 24.0 118.9 174.25  -0.024  0.651                         
 -226.6  86.1   52.2 23.9 118.9 173.69   0.000  0.651                         
 -225.6  86.2   51.2 23.8 118.9 173.13   0.093  0.652                         
 -224.6  86.2   50.1 23.8 118.9 172.57   0.020  0.651                         
 -223.6  86.2   49.1 23.7 118.8 172.01  -0.110  0.652                         
 -222.6  86.2   48.1 23.6 118.8 171.46   0.182  0.653                         
 -221.6  86.2   47.0 23.6 118.8 170.91  -0.084  0.652                         
 -220.6  86.3   45.9 23.5 118.7 170.36   0.152  0.653                         
 -219.6  86.3   44.8 23.4 118.7 169.81   0.001  0.651                         
 -218.6  86.3   43.7 23.3 118.7 169.27  -0.072  0.652                         
 -217.6  86.3   42.6 23.3 118.7 168.72  -0.158  0.653                         
 -216.6  86.3   41.5 23.2 118.6 168.18   0.059  0.652                         
 -215.6  86.3   40.4 23.1 118.6 167.65  -0.042  0.651                         
 -214.6  86.3   39.3 23.0 118.6 167.11  -0.073  0.652                         
 -213.6  86.4   38.1 23.0 118.6 166.58   0.009  0.651                         
 -212.6  86.4   37.0 22.9 118.5 166.05   0.092  0.652                         
 -211.6  86.4   35.9 22.8 118.5 165.52  -0.242  0.653                         
 -210.6  86.4   34.7 22.7 118.5 164.99   0.088  0.652                         
 -209.6  86.4   33.6 22.7 118.4 164.47  -0.056  0.652                         
 -208.6  86.4   32.4 22.6 118.4 163.95   0.035  0.651                         
 -207.6  86.4   31.3 22.5 118.4 163.43  -0.128  0.652                         
 -206.6  86.4   30.1 22.4 118.4 162.91   0.064  0.652                         
 -205.6  86.4   29.0 22.4 118.3 162.40  -0.059  0.652                         
