PDS_VERSION_ID          = PDS3                                                
                                                                              
RECORD_TYPE             = FIXED_LENGTH                                        
RECORD_BYTES            = 80                                                  
FILE_RECORDS            = 693                                                 
LABEL_RECORDS           = 42                                                  
RECORD_FORMAT           = "F7.1,1X,F5.1,1X,F6.1,1X,F4.1,1X,F5.1,1X,F6.2,1X,   
                           F7.3,1X,F6.3,1X)"                                  
^TABLE                  = 43                                                  
PRODUCT_ID              = "ORBIT_PROFILE_L2P096"                              
INSTRUMENT_HOST_NAME    = "2001 MARS ODYSSEY"                                 
INSTRUMENT_NAME         = ACCELEROMETER                                       
DATA_SET_ID             = "ODY-M-ACCEL-5-PROFILE-V2.0"                        
TARGET_NAME               = MARS                                              
PRODUCT_CREATION_TIME         = 2007-10-28T10:58:36.84                        
START_TIME                    = 2001-12-11T12:55:26.00Z                       
STOP_TIME                     = 2001-12-11T13:06:16.00Z                       
                                                                              
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                      
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                      
                                                                              
OBJECT                  = TABLE                                               
 ROWS                   = 651                                                 
 ROW_BYTES              = 80                                                  
 INTERCHANGE_FORMAT     = ASCII                                               
 COLUMNS                = 8                                                   
 ^STRUCTURE             = "PROFILE.FMT"                                       
 DESCRIPTION            = "                                                   
  This table contains Level 2 density data at 1 second resolution for         
  orbit 096 during aerobraking. The data included are time from               
  periapsis (sec), latitude (deg), longitude (deg), LST (hr),                 
  SZA (deg), altitude (km), density (kg/km**3) and density sigma.             
  Density sigma is based on noise plus 1 percent bias. The data               
  covers 60 seconds before and after an altitude of 170 km.                   
                                                                              
  Robert H. Tolson                                                            
  28-Oct-2007                                                                 
  "                                                                           
                                                                              
END_OBJECT              = TABLE                                               
END                                                                           
                                                                              
 -325.1  72.8  174.4  3.0 125.5 205.61   0.107  0.714                         
 -324.1  72.8  174.3  3.0 125.4 204.96   0.146  0.714                         
 -323.1  72.9  174.3  3.0 125.4 204.32  -0.154  0.714                         
 -322.1  73.0  174.2  2.9 125.4 203.68   0.049  0.713                         
 -321.1  73.0  174.2  2.9 125.4 203.04  -0.115  0.714                         
 -320.1  73.1  174.1  2.9 125.3 202.40  -0.036  0.713                         
 -319.1  73.2  174.0  2.9 125.3 201.76  -0.039  0.713                         
 -318.1  73.2  174.0  2.9 125.3 201.13  -0.218  0.715                         
 -317.1  73.3  173.9  2.9 125.2 200.49  -0.060  0.713                         
 -316.1  73.4  173.9  2.9 125.2 199.86  -0.130  0.714                         
 -315.1  73.4  173.8  2.9 125.2 199.23  -0.062  0.713                         
 -314.1  73.5  173.8  2.9 125.1 198.60  -0.002  0.713                         
 -313.1  73.6  173.7  2.9 125.1 197.98  -0.034  0.713                         
 -312.1  73.6  173.6  2.9 125.1 197.35   0.006  0.713                         
 -311.1  73.7  173.6  2.9 125.1 196.73   0.001  0.713                         
 -310.1  73.8  173.5  2.9 125.0 196.11  -0.010  0.713                         
 -309.1  73.8  173.5  2.9 125.0 195.49   0.133  0.714                         
 -308.1  73.9  173.4  2.9 125.0 194.87  -0.085  0.714                         
 -307.1  74.0  173.3  2.9 124.9 194.26   0.020  0.713                         
 -306.1  74.0  173.3  2.9 124.9 193.65  -0.144  0.714                         
 -305.1  74.1  173.2  2.9 124.9 193.04   0.150  0.714                         
 -304.1  74.2  173.2  2.9 124.8 192.43   0.129  0.714                         
 -303.1  74.2  173.1  2.9 124.8 191.82   0.067  0.713                         
 -302.1  74.3  173.0  2.9 124.8 191.21  -0.121  0.714                         
 -301.1  74.4  173.0  2.9 124.7 190.61   0.042  0.713                         
 -300.1  74.4  172.9  2.9 124.7 190.01  -0.140  0.714                         
 -299.1  74.5  172.8  2.9 124.7 189.40  -0.065  0.713                         
 -298.1  74.6  172.8  2.9 124.7 188.81  -0.044  0.713                         
 -297.1  74.6  172.7  2.9 124.6 188.21   0.003  0.713                         
 -296.1  74.7  172.6  2.8 124.6 187.61   0.052  0.713                         
 -295.1  74.8  172.6  2.8 124.6 187.02   0.093  0.714                         
 -294.1  74.8  172.5  2.8 124.5 186.43   0.074  0.713                         
 -293.1  74.9  172.4  2.8 124.5 185.84  -0.309  0.716                         
 -292.1  75.0  172.4  2.8 124.5 185.25  -0.148  0.714                         
 -291.1  75.0  172.3  2.8 124.4 184.67   0.057  0.713                         
 -290.1  75.1  172.2  2.8 124.4 184.08  -0.063  0.713                         
 -289.1  75.2  172.1  2.8 124.4 183.50   0.186  0.715                         
 -288.1  75.2  172.1  2.8 124.3 182.92  -0.025  0.713                         
 -287.1  75.3  172.0  2.8 124.3 182.34  -0.018  0.713                         
 -286.1  75.4  171.9  2.8 124.3 181.77   0.128  0.714                         
 -285.1  75.4  171.9  2.8 124.2 181.19  -0.185  0.715                         
 -284.1  75.5  171.8  2.8 124.2 180.62   0.210  0.715                         
 -283.1  75.6  171.7  2.8 124.2 180.05   0.123  0.714                         
 -282.1  75.6  171.6  2.8 124.1 179.48  -0.084  0.714                         
 -281.1  75.7  171.6  2.8 124.1 178.91  -0.014  0.713                         
 -280.1  75.8  171.5  2.8 124.1 178.35   0.101  0.714                         
 -279.1  75.8  171.4  2.8 124.0 177.78   0.102  0.714                         
 -278.1  75.9  171.3  2.8 124.0 177.22   0.063  0.713                         
 -277.1  76.0  171.2  2.8 124.0 176.66  -0.171  0.714                         
 -276.1  76.0  171.2  2.8 123.9 176.10   0.145  0.714                         
 -275.1  76.1  171.1  2.8 123.9 175.55   0.026  0.713                         
 -274.1  76.2  171.0  2.7 123.9 174.99   0.095  0.714                         
 -273.1  76.2  170.9  2.7 123.9 174.44   0.029  0.713                         
 -272.1  76.3  170.8  2.7 123.8 173.89   0.073  0.713                         
 -271.1  76.4  170.8  2.7 123.8 173.34  -0.250  0.715                         
 -270.1  76.4  170.7  2.7 123.8 172.79  -0.101  0.714                         
 -269.1  76.5  170.6  2.7 123.7 172.25   0.093  0.714                         
 -268.1  76.6  170.5  2.7 123.7 171.71   0.090  0.714                         
 -267.1  76.6  170.4  2.7 123.7 171.17  -0.171  0.714                         
 -266.1  76.7  170.3  2.7 123.6 170.63   0.063  0.713                         
 -265.1  76.8  170.2  2.7 123.6 170.09  -0.338  0.716                         
 -264.1  76.8  170.2  2.7 123.6 169.55   0.264  0.715                         
 -263.1  76.9  170.1  2.7 123.5 169.02  -0.098  0.714                         
 -262.1  77.0  170.0  2.7 123.5 168.49   0.108  0.714                         
 -261.1  77.0  169.9  2.7 123.5 167.96  -0.216  0.715                         
 -260.1  77.1  169.8  2.7 123.4 167.43   0.115  0.714                         
 -259.1  77.2  169.7  2.7 123.4 166.90   0.046  0.713                         
 -258.1  77.2  169.6  2.7 123.4 166.38   0.057  0.713                         
 -257.1  77.3  169.5  2.7 123.3 165.86   0.002  0.713                         
 -256.1  77.4  169.4  2.6 123.3 165.34  -0.084  0.714                         
