PDS_VERSION_ID                = PDS3                                                       
                                                                                           
RECORD_TYPE                   = FIXED_LENGTH                                               
RECORD_BYTES                  = 93                                                         
FILE_RECORDS                  = 697                                                        
LABEL_RECORDS                 = 37                                                         
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,7(1X,F9.6))"                
^TABLE                        = 39                                                         
PRODUCT_ID                    = "RATES_AND_QUATERNIONS_P099"                               
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                                        
INSTRUMENT_NAME               = "ACCELEROMETER"                                            
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                             
TARGET_NAME                   = MARS                                                       
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:29.94                                     
START_TIME                    = 2001-12-12T08:46:39.00Z                                    
STOP_TIME                     = 2001-12-12T08:57:37.00Z                                    
                                                                                           
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                                   
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                                   
                                                                                           
OBJECT                        = TABLE                                                      
 ROWS                         = 659                                                        
 ROW_BYTES                    = 93                                                         
 INTERCHANGE_FORMAT           = ASCII                                                      
 COLUMNS                      = 8                                                          
 ^STRUCTURE                   = "RATEQUAT.FMT"                                             
 DESCRIPTION                  = "                                                          
  The data in this file are the angular rates and quaternions from the Mars                
  Odyssey for orbit 099 of aerobraking at Mars.  The data comes from                       
  p099_slew.drf.                                                                           
                                                                                           
  R.H. Tolson                                                                              
  03-Nov-2007                                                                              
  "                                                                                        
                                                                                           
END_OBJECT                    = TABLE                                                      
END                                                                                        
                                                                                           
2001-346T08:46:39.000  0.001088  0.000063 -0.000033  0.090815 -0.092705  0.494224 -0.859593
2001-346T08:46:40.000  0.001084  0.000040 -0.000034  0.090337 -0.092456  0.494292 -0.859632
2001-346T08:46:41.000  0.001089  0.000059 -0.000035  0.089857 -0.092208  0.494360 -0.859670
2001-346T08:46:42.000  0.001079  0.000068 -0.000036  0.089379 -0.091959  0.494429 -0.859706
2001-346T08:46:43.000  0.001084  0.000055 -0.000035  0.088901 -0.091711  0.494498 -0.859743
2001-346T08:46:44.000  0.001084  0.000053 -0.000042  0.088424 -0.091463  0.494567 -0.859778
2001-346T08:46:45.000  0.001088  0.000062 -0.000034  0.087944 -0.091215  0.494636 -0.859815
2001-346T08:46:46.000  0.001098  0.000063 -0.000042  0.087465 -0.090966  0.494704 -0.859851
2001-346T08:46:47.000  0.001093  0.000055 -0.000048  0.086987 -0.090718  0.494772 -0.859886
2001-346T08:46:48.000  0.001084  0.000052 -0.000039  0.086509 -0.090470  0.494840 -0.859921
2001-346T08:46:49.000  0.001092  0.000051 -0.000047  0.086032 -0.090223  0.494908 -0.859956
2001-346T08:46:50.000  0.001076  0.000055 -0.000048  0.085551 -0.089974  0.494978 -0.859990
2001-346T08:46:51.000  0.001079  0.000057 -0.000043  0.085072 -0.089726  0.495045 -0.860025
2001-346T08:46:52.000  0.001087  0.000055 -0.000032  0.084592 -0.089478  0.495113 -0.860059
2001-346T08:46:53.000  0.001089  0.000059 -0.000047  0.084114 -0.089231  0.495182 -0.860092
2001-346T08:46:54.000  0.001090  0.000048 -0.000042  0.083637 -0.088984  0.495249 -0.860125
2001-346T08:46:55.000  0.001089  0.000059 -0.000056  0.083156 -0.088735  0.495318 -0.860158
2001-346T08:46:56.000  0.001087  0.000059 -0.000040  0.082679 -0.088488  0.495386 -0.860190
2001-346T08:46:57.000  0.001093  0.000047 -0.000043  0.082199 -0.088240  0.495455 -0.860222
2001-346T08:46:58.000  0.001089  0.000047 -0.000046  0.081721 -0.087993  0.495524 -0.860253
2001-346T08:46:59.000  0.001071  0.000038 -0.000050  0.081244 -0.087746  0.495591 -0.860284
2001-346T08:47:00.000  0.001086  0.000050 -0.000051  0.080764 -0.087498  0.495659 -0.860316
2001-346T08:47:01.000  0.001102  0.000056 -0.000043  0.080284 -0.087250  0.495727 -0.860346
2001-346T08:47:02.000  0.001095  0.000053 -0.000047  0.079806 -0.087003  0.495795 -0.860377
2001-346T08:47:03.000  0.001092  0.000061 -0.000039  0.079327 -0.086756  0.495862 -0.860407
2001-346T08:47:04.000  0.001092  0.000055 -0.000053  0.078847 -0.086509  0.495931 -0.860437
2001-346T08:47:05.000  0.001086  0.000062 -0.000048  0.078371 -0.086263  0.495999 -0.860466
2001-346T08:47:06.000  0.001088  0.000047 -0.000036  0.077890 -0.086015  0.496068 -0.860495
2001-346T08:47:07.000  0.001086  0.000044 -0.000051  0.077410 -0.085768  0.496137 -0.860523
2001-346T08:47:08.000  0.001091  0.000057 -0.000040  0.076931 -0.085521  0.496204 -0.860552
2001-346T08:47:09.000  0.001092  0.000063 -0.000036  0.076451 -0.085274  0.496270 -0.860581
2001-346T08:47:10.000  0.001083  0.000073 -0.000041  0.075973 -0.085029  0.496336 -0.860609
2001-346T08:47:11.000  0.001086  0.000050 -0.000045  0.075491 -0.084781  0.496403 -0.860638
2001-346T08:47:12.000  0.001089  0.000071 -0.000040  0.075012 -0.084535  0.496470 -0.860665
2001-346T08:47:13.000  0.001072  0.000058 -0.000048  0.074532 -0.084289  0.496538 -0.860692
2001-346T08:47:14.000  0.001084  0.000042 -0.000035  0.074051 -0.084042  0.496605 -0.860719
2001-346T08:47:15.000  0.001084  0.000046 -0.000036  0.073573 -0.083795  0.496671 -0.860746
2001-346T08:47:16.000  0.001076  0.000057 -0.000042  0.073095 -0.083550  0.496738 -0.860771
2001-346T08:47:17.000  0.001088  0.000058 -0.000051  0.072614 -0.083303  0.496806 -0.860797
2001-346T08:47:18.000  0.001092  0.000052 -0.000046  0.072133 -0.083057  0.496872 -0.860823
2001-346T08:47:19.000  0.001095  0.000063 -0.000037  0.071653 -0.082811  0.496939 -0.860848
2001-346T08:47:20.000  0.001095  0.000060 -0.000051  0.071172 -0.082564  0.497006 -0.860873
2001-346T08:47:21.000  0.001089  0.000060 -0.000038  0.070695 -0.082320  0.497072 -0.860898
2001-346T08:47:22.000  0.001082  0.000065 -0.000038  0.070213 -0.082073  0.497138 -0.860923
2001-346T08:47:23.000  0.001085  0.000062 -0.000049  0.069731 -0.081826  0.497205 -0.860947
2001-346T08:47:24.000  0.001101  0.000063 -0.000055  0.069251 -0.081580  0.497271 -0.860970
2001-346T08:47:25.000  0.001082  0.000064 -0.000050  0.068771 -0.081336  0.497338 -0.860994
2001-346T08:47:26.000  0.001090  0.000054 -0.000059  0.068292 -0.081091  0.497404 -0.861017
2001-346T08:47:27.000  0.001087  0.000053 -0.000057  0.067810 -0.080844  0.497471 -0.861039
2001-346T08:47:28.000  0.001085  0.000051 -0.000045  0.067331 -0.080599  0.497536 -0.861062
2001-346T08:47:29.000  0.001085  0.000050 -0.000041  0.066849 -0.080352  0.497601 -0.861085
2001-346T08:47:30.000  0.001076  0.000061 -0.000047  0.066368 -0.080107  0.497666 -0.861108
2001-346T08:47:31.000  0.001084  0.000064 -0.000043  0.065888 -0.079862  0.497732 -0.861130
2001-346T08:47:32.000  0.001086  0.000061 -0.000041  0.065409 -0.079617  0.497796 -0.861151
2001-346T08:47:33.000  0.001079  0.000047 -0.000052  0.064926 -0.079371  0.497862 -0.861173
2001-346T08:47:34.000  0.001088  0.000062 -0.000045  0.064445 -0.079126  0.497928 -0.861193
2001-346T08:47:35.000  0.001104  0.000053 -0.000056  0.063964 -0.078881  0.497993 -0.861214
2001-346T08:47:36.000  0.001089  0.000067 -0.000058  0.063484 -0.078636  0.498058 -0.861234
2001-346T08:47:37.000  0.001099  0.000054 -0.000059  0.063020 -0.078399  0.498121 -0.861253
2001-346T08:47:38.000  0.001092  0.000058 -0.000039  0.062523 -0.078146  0.498188 -0.861274
2001-346T08:47:39.000  0.001101  0.000074 -0.000053  0.062039 -0.077900  0.498252 -0.861294
2001-346T08:47:40.000  0.001083  0.000077 -0.000050  0.061558 -0.077655  0.498317 -0.861313
2001-346T08:47:41.000  0.001067  0.000056 -0.000052  0.061078 -0.077410  0.498381 -0.861333
2001-346T08:47:42.000  0.001077  0.000064 -0.000046  0.060599 -0.077166  0.498445 -0.861351
2001-346T08:47:43.000  0.001088  0.000070 -0.000051  0.060116 -0.076919  0.498510 -0.861369
2001-346T08:47:44.000  0.001091  0.000064 -0.000048  0.059635 -0.076674  0.498574 -0.861388
2001-346T08:47:45.000  0.001082  0.000069 -0.000041  0.059151 -0.076428  0.498638 -0.861406
2001-346T08:47:46.000  0.001095  0.000058 -0.000048  0.058669 -0.076183  0.498702 -0.861423
2001-346T08:47:47.000  0.001098  0.000060 -0.000044  0.058188 -0.075938  0.498765 -0.861441
2001-346T08:47:48.000  0.001082  0.000060 -0.000051  0.057706 -0.075692  0.498828 -0.861459
2001-346T08:47:49.000  0.001092  0.000057 -0.000047  0.057221 -0.075446  0.498892 -0.861476
2001-346T08:47:50.000  0.001104  0.000072 -0.000041  0.056739 -0.075203  0.498954 -0.861493
2001-346T08:47:51.000  0.001101  0.000066 -0.000052  0.056254 -0.074957  0.499018 -0.861509
2001-346T08:47:52.000  0.001086  0.000063 -0.000054  0.055771 -0.074712  0.499080 -0.861526
2001-346T08:47:53.000  0.001072  0.000068 -0.000054  0.055289 -0.074467  0.499142 -0.861542
2001-346T08:47:54.000  0.001095  0.000082 -0.000048  0.054804 -0.074221  0.499205 -0.861558
2001-346T08:47:55.000  0.001101  0.000068 -0.000041  0.054317 -0.073974  0.499267 -0.861574
2001-346T08:47:56.000  0.001092  0.000061 -0.000037  0.053834 -0.073728  0.499327 -0.861591
2001-346T08:47:57.000  0.001086  0.000072 -0.000050  0.053349 -0.073482  0.499388 -0.861606
2001-346T08:47:58.000  0.001099  0.000076 -0.000045  0.052864 -0.073237  0.499449 -0.861622
2001-346T08:47:59.000  0.001093  0.000076 -0.000046  0.052376 -0.072988  0.499510 -0.861637
2001-346T08:48:00.000  0.001083  0.000064 -0.000050  0.051891 -0.072742  0.499570 -0.861653
2001-346T08:48:01.000  0.001087  0.000051 -0.000047  0.051403 -0.072494  0.499631 -0.861668
2001-346T08:48:02.000  0.001096  0.000066 -0.000053  0.050916 -0.072246  0.499691 -0.861683
2001-346T08:48:03.000  0.001093  0.000069 -0.000040  0.050430 -0.072000  0.499750 -0.861698
2001-346T08:48:04.000  0.001093  0.000050 -0.000030  0.049944 -0.071754  0.499809 -0.861712
2001-346T08:48:05.000  0.001097  0.000070 -0.000032  0.049455 -0.071505  0.499869 -0.861727
2001-346T08:48:06.000  0.001106  0.000081 -0.000036  0.048967 -0.071259  0.499928 -0.861741
2001-346T08:48:07.000  0.001097  0.000061 -0.000038  0.048479 -0.071011  0.499986 -0.861755
2001-346T08:48:08.000  0.001087  0.000060 -0.000044  0.047990 -0.070763  0.500044 -0.861769
2001-346T08:48:09.000  0.001102  0.000069 -0.000036  0.047521 -0.070525  0.500099 -0.861782
2001-346T08:48:10.000  0.001104  0.000066 -0.000047  0.047014 -0.070269  0.500158 -0.861797
2001-346T08:48:11.000  0.001097  0.000067 -0.000040  0.046524 -0.070020  0.500215 -0.861811
2001-346T08:48:12.000  0.001101  0.000063 -0.000035  0.046034 -0.069772  0.500272 -0.861824
2001-346T08:48:13.000  0.001118  0.000062 -0.000037  0.045545 -0.069523  0.500328 -0.861837
2001-346T08:48:14.000  0.001106  0.000057 -0.000044  0.045057 -0.069276  0.500385 -0.861850
2001-346T08:48:15.000  0.001094  0.000069 -0.000042  0.044565 -0.069027  0.500441 -0.861863
2001-346T08:48:16.000  0.001103  0.000059 -0.000050  0.044075 -0.068778  0.500497 -0.861876
2001-346T08:48:17.000  0.001102  0.000070 -0.000041  0.043582 -0.068529  0.500552 -0.861889
2001-346T08:48:18.000  0.001113  0.000069 -0.000045  0.043091 -0.068280  0.500607 -0.861901
2001-346T08:48:19.000  0.001101  0.000069 -0.000039  0.042602 -0.068032  0.500661 -0.861914
2001-346T08:48:20.000  0.001123  0.000077 -0.000039  0.042111 -0.067783  0.500715 -0.861926
2001-346T08:48:21.000  0.001117  0.000066 -0.000037  0.041617 -0.067533  0.500769 -0.861938
2001-346T08:48:22.000  0.001099  0.000060 -0.000030  0.041126 -0.067283  0.500823 -0.861950
2001-346T08:48:23.000  0.001101  0.000059 -0.000047  0.040634 -0.067034  0.500877 -0.861962
2001-346T08:48:24.000  0.001103  0.000065 -0.000038  0.040143 -0.066784  0.500928 -0.861974
2001-346T08:48:25.000  0.001104  0.000066 -0.000031  0.039651 -0.066536  0.500980 -0.861986
2001-346T08:48:26.000  0.001105  0.000066 -0.000031  0.039158 -0.066285  0.501031 -0.861998
2001-346T08:48:27.000  0.001107  0.000064 -0.000033  0.038664 -0.066035  0.501082 -0.862010
2001-346T08:48:28.000  0.001100  0.000076 -0.000026  0.038171 -0.065785  0.501133 -0.862021
2001-346T08:48:29.000  0.001107  0.000078 -0.000041  0.037679 -0.065536  0.501184 -0.862032
2001-346T08:48:30.000  0.001105  0.000067 -0.000035  0.037186 -0.065286  0.501233 -0.862044
2001-346T08:48:31.000  0.001098  0.000065 -0.000035  0.036690 -0.065034  0.501282 -0.862056
2001-346T08:48:32.000  0.001116  0.000071 -0.000024  0.036195 -0.064784  0.501331 -0.862068
2001-346T08:48:33.000  0.001113  0.000059 -0.000027  0.035698 -0.064532  0.501379 -0.862079
2001-346T08:48:34.000  0.001111  0.000064 -0.000027  0.035202 -0.064279  0.501426 -0.862091
2001-346T08:48:35.000  0.001125  0.000066 -0.000014  0.034705 -0.064027  0.501473 -0.862103
2001-346T08:48:36.000  0.001128  0.000064 -0.000018  0.034208 -0.063775  0.501519 -0.862115
2001-346T08:48:37.000  0.001119  0.000075 -0.000022  0.033707 -0.063521  0.501564 -0.862127
2001-346T08:48:38.000  0.001122  0.000071 -0.000009  0.033208 -0.063267  0.501607 -0.862140
2001-346T08:48:39.000  0.001131  0.000069 -0.000000  0.032706 -0.063011  0.501650 -0.862153
2001-346T08:48:40.000  0.001138  0.000078 -0.000011  0.032205 -0.062756  0.501692 -0.862166
2001-346T08:48:41.000  0.001135  0.000067 -0.000014  0.031721 -0.062509  0.501732 -0.862178
2001-346T08:48:42.000  0.001132  0.000068 -0.000018  0.031202 -0.062245  0.501774 -0.862192
2001-346T08:48:43.000  0.001131  0.000084 -0.000028  0.030697 -0.061989  0.501814 -0.862205
2001-346T08:48:44.000  0.001126  0.000077 -0.000000  0.030197 -0.061733  0.501851 -0.862220
2001-346T08:48:45.000  0.001127  0.000071  0.000001  0.029693 -0.061478  0.501888 -0.862234
2001-346T08:48:46.000  0.001129  0.000068  0.000001  0.029192 -0.061223  0.501924 -0.862248
