PDS_VERSION_ID                = PDS3                                                       
                                                                                           
RECORD_TYPE                   = FIXED_LENGTH                                               
RECORD_BYTES                  = 93                                                         
FILE_RECORDS                  = 693                                                        
LABEL_RECORDS                 = 37                                                         
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,7(1X,F9.6))"                
^TABLE                        = 39                                                         
PRODUCT_ID                    = "RATES_AND_QUATERNIONS_P097"                               
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                                        
INSTRUMENT_NAME               = "ACCELEROMETER"                                            
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                             
TARGET_NAME                   = MARS                                                       
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:29.41                                     
START_TIME                    = 2001-12-11T19:36:30.00Z                                    
STOP_TIME                     = 2001-12-11T19:47:24.00Z                                    
                                                                                           
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                                   
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                                   
                                                                                           
OBJECT                        = TABLE                                                      
 ROWS                         = 655                                                        
 ROW_BYTES                    = 93                                                         
 INTERCHANGE_FORMAT           = ASCII                                                      
 COLUMNS                      = 8                                                          
 ^STRUCTURE                   = "RATEQUAT.FMT"                                             
 DESCRIPTION                  = "                                                          
  The data in this file are the angular rates and quaternions from the Mars                
  Odyssey for orbit 097 of aerobraking at Mars.  The data comes from                       
  p097_slew.drf.                                                                           
                                                                                           
  R.H. Tolson                                                                              
  03-Nov-2007                                                                              
  "                                                                                        
                                                                                           
END_OBJECT                    = TABLE                                                      
END                                                                                        
                                                                                           
2001-345T19:36:30.000  0.001087  0.000138  0.000089  0.109231 -0.106490  0.487817 -0.859513
2001-345T19:36:31.000  0.001097  0.000137  0.000094  0.108729 -0.106289  0.487848 -0.859584
2001-345T19:36:32.000  0.001089  0.000143  0.000077  0.108231 -0.106089  0.487880 -0.859654
2001-345T19:36:33.000  0.001074  0.000144  0.000073  0.107726 -0.105888  0.487911 -0.859724
2001-345T19:36:34.000  0.001074  0.000148  0.000076  0.107227 -0.105687  0.487941 -0.859794
2001-345T19:36:35.000  0.001067  0.000145  0.000078  0.106723 -0.105485  0.487971 -0.859865
2001-345T19:36:36.000  0.001080  0.000126  0.000065  0.106222 -0.105286  0.488002 -0.859934
2001-345T19:36:37.000  0.001083  0.000125  0.000061  0.105720 -0.105085  0.488033 -0.860003
2001-345T19:36:38.000  0.001082  0.000128  0.000066  0.105218 -0.104885  0.488063 -0.860071
2001-345T19:36:39.000  0.001080  0.000141  0.000069  0.104715 -0.104686  0.488094 -0.860140
2001-345T19:36:40.000  0.001081  0.000140  0.000087  0.104213 -0.104488  0.488123 -0.860208
2001-345T19:36:41.000  0.001074  0.000143  0.000075  0.103711 -0.104290  0.488153 -0.860276
2001-345T19:36:42.000  0.001045  0.000141  0.000091  0.103211 -0.104093  0.488182 -0.860343
2001-345T19:36:43.000  0.001063  0.000136  0.000095  0.102704 -0.103894  0.488211 -0.860411
2001-345T19:36:44.000  0.001077  0.000134  0.000075  0.102201 -0.103697  0.488241 -0.860478
2001-345T19:36:45.000  0.001100  0.000154  0.000081  0.101698 -0.103500  0.488270 -0.860545
2001-345T19:36:46.000  0.001085  0.000135  0.000073  0.101195 -0.103304  0.488299 -0.860611
2001-345T19:36:47.000  0.001084  0.000142  0.000063  0.100690 -0.103108  0.488328 -0.860678
2001-345T19:36:48.000  0.001072  0.000151  0.000073  0.100185 -0.102913  0.488355 -0.860744
2001-345T19:36:49.000  0.001073  0.000138  0.000087  0.099681 -0.102716  0.488383 -0.860811
2001-345T19:36:50.000  0.001082  0.000164  0.000074  0.099177 -0.102523  0.488412 -0.860875
2001-345T19:36:51.000  0.001082  0.000164  0.000070  0.098671 -0.102328  0.488440 -0.860941
2001-345T19:36:52.000  0.001079  0.000158  0.000082  0.098169 -0.102135  0.488467 -0.861006
2001-345T19:36:53.000  0.001066  0.000166  0.000092  0.097660 -0.101940  0.488494 -0.861072
2001-345T19:36:54.000  0.001070  0.000161  0.000089  0.097156 -0.101747  0.488521 -0.861136
2001-345T19:36:55.000  0.001081  0.000162  0.000098  0.096649 -0.101553  0.488549 -0.861200
2001-345T19:36:56.000  0.001086  0.000160  0.000094  0.096145 -0.101361  0.488576 -0.861264
2001-345T19:36:57.000  0.001079  0.000148  0.000086  0.095639 -0.101169  0.488603 -0.861328
2001-345T19:36:58.000  0.001075  0.000155  0.000102  0.095132 -0.100977  0.488628 -0.861392
2001-345T19:36:59.000  0.001081  0.000158  0.000075  0.094624 -0.100785  0.488654 -0.861455
2001-345T19:37:00.000  0.001074  0.000146  0.000085  0.094119 -0.100594  0.488680 -0.861519
2001-345T19:37:01.000  0.001081  0.000161  0.000079  0.093614 -0.100404  0.488705 -0.861581
2001-345T19:37:02.000  0.001070  0.000159  0.000095  0.093110 -0.100215  0.488731 -0.861643
2001-345T19:37:03.000  0.001069  0.000153  0.000093  0.092597 -0.100023  0.488757 -0.861706
2001-345T19:37:04.000  0.001075  0.000148  0.000079  0.092091 -0.099832  0.488783 -0.861768
2001-345T19:37:05.000  0.001073  0.000162  0.000080  0.091583 -0.099644  0.488808 -0.861830
2001-345T19:37:06.000  0.001076  0.000178  0.000085  0.091077 -0.099457  0.488832 -0.861891
2001-345T19:37:07.000  0.001062  0.000161  0.000090  0.090567 -0.099267  0.488856 -0.861953
2001-345T19:37:08.000  0.001070  0.000171  0.000079  0.090058 -0.099079  0.488881 -0.862014
2001-345T19:37:09.000  0.001086  0.000167  0.000088  0.089549 -0.098891  0.488905 -0.862075
2001-345T19:37:10.000  0.001082  0.000164  0.000075  0.089041 -0.098703  0.488930 -0.862135
2001-345T19:37:11.000  0.001067  0.000158  0.000081  0.088532 -0.098516  0.488954 -0.862195
2001-345T19:37:12.000  0.001077  0.000161  0.000082  0.088024 -0.098331  0.488977 -0.862255
2001-345T19:37:13.000  0.001076  0.000164  0.000077  0.087513 -0.098144  0.489001 -0.862315
2001-345T19:37:14.000  0.001064  0.000167  0.000091  0.087004 -0.097959  0.489024 -0.862375
2001-345T19:37:15.000  0.001080  0.000174  0.000086  0.086492 -0.097774  0.489048 -0.862434
2001-345T19:37:16.000  0.001083  0.000180  0.000079  0.085984 -0.097590  0.489070 -0.862492
2001-345T19:37:17.000  0.001070  0.000180  0.000084  0.085477 -0.097407  0.489093 -0.862551
2001-345T19:37:18.000  0.001063  0.000179  0.000085  0.084962 -0.097222  0.489116 -0.862609
2001-345T19:37:19.000  0.001083  0.000172  0.000084  0.084449 -0.097038  0.489138 -0.862668
2001-345T19:37:20.000  0.001072  0.000175  0.000103  0.083939 -0.096855  0.489159 -0.862726
2001-345T19:37:21.000  0.001073  0.000181  0.000089  0.083429 -0.096672  0.489181 -0.862784
2001-345T19:37:22.000  0.001064  0.000180  0.000087  0.082922 -0.096491  0.489202 -0.862841
2001-345T19:37:23.000  0.001073  0.000185  0.000107  0.082404 -0.096307  0.489223 -0.862899
2001-345T19:37:24.000  0.001073  0.000173  0.000091  0.081894 -0.096125  0.489245 -0.862956
2001-345T19:37:25.000  0.001067  0.000175  0.000088  0.081381 -0.095943  0.489265 -0.863013
2001-345T19:37:26.000  0.001086  0.000171  0.000092  0.080869 -0.095763  0.489286 -0.863069
2001-345T19:37:27.000  0.001082  0.000188  0.000084  0.080355 -0.095582  0.489306 -0.863126
2001-345T19:37:28.000  0.001068  0.000179  0.000090  0.079842 -0.095402  0.489327 -0.863182
2001-345T19:37:29.000  0.001067  0.000203  0.000081  0.079327 -0.095221  0.489347 -0.863238
2001-345T19:37:30.000  0.001074  0.000200  0.000080  0.078814 -0.095042  0.489368 -0.863293
2001-345T19:37:31.000  0.001080  0.000172  0.000086  0.078300 -0.094861  0.489388 -0.863348
2001-345T19:37:32.000  0.001069  0.000178  0.000085  0.077788 -0.094683  0.489409 -0.863402
2001-345T19:37:33.000  0.001078  0.000187  0.000090  0.077272 -0.094505  0.489428 -0.863457
2001-345T19:37:34.000  0.001083  0.000190  0.000096  0.076756 -0.094325  0.489447 -0.863512
2001-345T19:37:35.000  0.001066  0.000188  0.000091  0.076240 -0.094146  0.489466 -0.863566
2001-345T19:37:36.000  0.001083  0.000191  0.000094  0.075726 -0.093969  0.489485 -0.863620
2001-345T19:37:37.000  0.001080  0.000202  0.000101  0.075211 -0.093792  0.489504 -0.863674
2001-345T19:37:38.000  0.001072  0.000207  0.000099  0.074693 -0.093615  0.489523 -0.863727
2001-345T19:37:39.000  0.001075  0.000195  0.000097  0.074174 -0.093437  0.489542 -0.863780
2001-345T19:37:40.000  0.001082  0.000199  0.000084  0.073657 -0.093261  0.489562 -0.863832
2001-345T19:37:41.000  0.001084  0.000197  0.000094  0.073139 -0.093084  0.489581 -0.863885
2001-345T19:37:42.000  0.001077  0.000198  0.000099  0.072622 -0.092908  0.489600 -0.863936
2001-345T19:37:43.000  0.001080  0.000205  0.000096  0.072100 -0.092731  0.489617 -0.863989
2001-345T19:37:44.000  0.001095  0.000202  0.000083  0.071581 -0.092555  0.489637 -0.864040
2001-345T19:37:45.000  0.001077  0.000197  0.000085  0.071060 -0.092380  0.489655 -0.864092
2001-345T19:37:46.000  0.001070  0.000207  0.000102  0.070542 -0.092205  0.489673 -0.864143
