PDS_VERSION_ID                = PDS3                                                       
                                                                                           
RECORD_TYPE                   = FIXED_LENGTH                                               
RECORD_BYTES                  = 93                                                         
FILE_RECORDS                  = 816                                                        
LABEL_RECORDS                 = 37                                                         
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,7(1X,F9.6))"                
^TABLE                        = 39                                                         
PRODUCT_ID                    = "RATES_AND_QUATERNIONS_P166"                               
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                                        
INSTRUMENT_NAME               = "ACCELEROMETER"                                            
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                             
TARGET_NAME                   = MARS                                                       
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:48.02                                     
START_TIME                    = 2001-12-25T05:56:58.00Z                                    
STOP_TIME                     = 2001-12-25T06:09:55.00Z                                    
                                                                                           
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                                   
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                                   
                                                                                           
OBJECT                        = TABLE                                                      
 ROWS                         = 778                                                        
 ROW_BYTES                    = 93                                                         
 INTERCHANGE_FORMAT           = ASCII                                                      
 COLUMNS                      = 8                                                          
 ^STRUCTURE                   = "RATEQUAT.FMT"                                             
 DESCRIPTION                  = "                                                          
  The data in this file are the angular rates and quaternions from the Mars                
  Odyssey for orbit 166 of aerobraking at Mars.  The data comes from                       
  p166_slew.drf.                                                                           
                                                                                           
  R.H. Tolson                                                                              
  03-Nov-2007                                                                              
  "                                                                                        
                                                                                           
END_OBJECT                    = TABLE                                                      
END                                                                                        
                                                                                           
2001-359T05:56:58.000  0.001023 -0.000156 -0.000267 -0.238196  0.155883 -0.465396  0.838075
2001-359T05:56:59.000  0.001005 -0.000138 -0.000253 -0.237824  0.155553 -0.465565  0.838148
2001-359T05:57:00.000  0.001010 -0.000149 -0.000262 -0.237452  0.155221 -0.465734  0.838221
2001-359T05:57:01.000  0.001006 -0.000152 -0.000276 -0.237085  0.154894 -0.465902  0.838292
2001-359T05:57:02.000  0.001015 -0.000168 -0.000254 -0.236714  0.154562 -0.466070  0.838365
2001-359T05:57:03.000  0.001018 -0.000159 -0.000270 -0.236344  0.154230 -0.466239  0.838436
2001-359T05:57:04.000  0.001018 -0.000154 -0.000269 -0.235977  0.153900 -0.466408  0.838506
2001-359T05:57:05.000  0.001016 -0.000149 -0.000279 -0.235611  0.153569 -0.466577  0.838576
2001-359T05:57:06.000  0.001011 -0.000164 -0.000272 -0.235242  0.153235 -0.466747  0.838646
2001-359T05:57:07.000  0.001010 -0.000156 -0.000261 -0.234876  0.152906 -0.466915  0.838715
2001-359T05:57:08.000  0.001006 -0.000164 -0.000260 -0.234510  0.152571 -0.467084  0.838785
2001-359T05:57:09.000  0.001001 -0.000167 -0.000267 -0.234145  0.152238 -0.467254  0.838853
2001-359T05:57:10.000  0.001006 -0.000165 -0.000276 -0.233778  0.151903 -0.467424  0.838921
2001-359T05:57:11.000  0.001015 -0.000162 -0.000267 -0.233413  0.151570 -0.467594  0.838988
2001-359T05:57:12.000  0.001013 -0.000152 -0.000259 -0.233047  0.151234 -0.467764  0.839056
2001-359T05:57:13.000  0.001003 -0.000175 -0.000282 -0.232684  0.150898 -0.467934  0.839122
2001-359T05:57:14.000  0.000998 -0.000162 -0.000262 -0.232323  0.150565 -0.468103  0.839187
