PDS_VERSION_ID                = PDS3                                                       
                                                                                           
RECORD_TYPE                   = FIXED_LENGTH                                               
RECORD_BYTES                  = 93                                                         
FILE_RECORDS                  = 714                                                        
LABEL_RECORDS                 = 37                                                         
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,7(1X,F9.6))"                
^TABLE                        = 39                                                         
PRODUCT_ID                    = "RATES_AND_QUATERNIONS_P110"                               
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                                        
INSTRUMENT_NAME               = "ACCELEROMETER"                                            
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                             
TARGET_NAME                   = MARS                                                       
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:32.95                                     
START_TIME                    = 2001-12-15T03:06:47.00Z                                    
STOP_TIME                     = 2001-12-15T03:18:02.00Z                                    
                                                                                           
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                                   
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                                   
                                                                                           
OBJECT                        = TABLE                                                      
 ROWS                         = 676                                                        
 ROW_BYTES                    = 93                                                         
 INTERCHANGE_FORMAT           = ASCII                                                      
 COLUMNS                      = 8                                                          
 ^STRUCTURE                   = "RATEQUAT.FMT"                                             
 DESCRIPTION                  = "                                                          
  The data in this file are the angular rates and quaternions from the Mars                
  Odyssey for orbit 110 of aerobraking at Mars.  The data comes from                       
  p110_slew.drf.                                                                           
                                                                                           
  R.H. Tolson                                                                              
  03-Nov-2007                                                                              
  "                                                                                        
                                                                                           
END_OBJECT                    = TABLE                                                      
END                                                                                        
                                                                                           
2001-349T03:06:47.000  0.001127  0.000055 -0.000075  0.125110 -0.110607  0.489027 -0.856134
2001-349T03:06:48.000  0.001136  0.000050 -0.000079  0.124617 -0.110346  0.489123 -0.856185
2001-349T03:06:49.000  0.001128  0.000040 -0.000078  0.124145 -0.110096  0.489215 -0.856234
2001-349T03:06:50.000  0.001132  0.000046 -0.000070  0.123633 -0.109824  0.489313 -0.856286
2001-349T03:06:51.000  0.001131  0.000048 -0.000072  0.123141 -0.109563  0.489409 -0.856336
2001-349T03:06:52.000  0.001131  0.000042 -0.000075  0.122647 -0.109302  0.489504 -0.856386
2001-349T03:06:53.000  0.001139  0.000045 -0.000073  0.122155 -0.109041  0.489600 -0.856435
2001-349T03:06:54.000  0.001140  0.000049 -0.000067  0.121662 -0.108780  0.489695 -0.856483
2001-349T03:06:55.000  0.001134  0.000049 -0.000067  0.121170 -0.108519  0.489790 -0.856532
2001-349T03:06:56.000  0.001128  0.000055 -0.000073  0.120677 -0.108258  0.489886 -0.856580
2001-349T03:06:57.000  0.001130  0.000053 -0.000078  0.120184 -0.107997  0.489981 -0.856628
2001-349T03:06:58.000  0.001119  0.000049 -0.000075  0.119691 -0.107735  0.490076 -0.856675
2001-349T03:06:59.000  0.001124  0.000051 -0.000077  0.119199 -0.107475  0.490173 -0.856721
2001-349T03:07:00.000  0.001136  0.000048 -0.000073  0.118707 -0.107213  0.490269 -0.856767
2001-349T03:07:01.000  0.001133  0.000042 -0.000066  0.118216 -0.106954  0.490364 -0.856813
2001-349T03:07:02.000  0.001125  0.000040 -0.000069  0.117721 -0.106692  0.490461 -0.856859
2001-349T03:07:03.000  0.001129  0.000055 -0.000080  0.117228 -0.106432  0.490557 -0.856904
2001-349T03:07:04.000  0.001130  0.000050 -0.000076  0.116736 -0.106171  0.490651 -0.856949
2001-349T03:07:05.000  0.001127  0.000047 -0.000068  0.116243 -0.105911  0.490746 -0.856994
2001-349T03:07:06.000  0.001136  0.000063 -0.000068  0.115750 -0.105651  0.490841 -0.857038
2001-349T03:07:07.000  0.001134  0.000059 -0.000066  0.115257 -0.105390  0.490936 -0.857083
2001-349T03:07:08.000  0.001124  0.000049 -0.000063  0.114764 -0.105129  0.491031 -0.857126
2001-349T03:07:09.000  0.001130  0.000054 -0.000080  0.114271 -0.104868  0.491126 -0.857170
2001-349T03:07:10.000  0.001134  0.000055 -0.000093  0.113777 -0.104607  0.491223 -0.857212
2001-349T03:07:11.000  0.001138  0.000052 -0.000083  0.113284 -0.104347  0.491318 -0.857254
2001-349T03:07:12.000  0.001129  0.000052 -0.000081  0.112791 -0.104086  0.491413 -0.857296
2001-349T03:07:13.000  0.001127  0.000049 -0.000083  0.112298 -0.103826  0.491509 -0.857338
2001-349T03:07:14.000  0.001129  0.000055 -0.000081  0.111805 -0.103565  0.491605 -0.857379
2001-349T03:07:15.000  0.001126  0.000058 -0.000079  0.111313 -0.103305  0.491700 -0.857420
2001-349T03:07:16.000  0.001122  0.000044 -0.000073  0.110820 -0.103044  0.491795 -0.857460
2001-349T03:07:17.000  0.001124  0.000038 -0.000079  0.110328 -0.102785  0.491890 -0.857501
2001-349T03:07:18.000  0.001137  0.000048 -0.000083  0.109834 -0.102524  0.491985 -0.857541
2001-349T03:07:19.000  0.001142  0.000055 -0.000082  0.109338 -0.102262  0.492081 -0.857580
2001-349T03:07:20.000  0.001142  0.000040 -0.000078  0.108845 -0.102002  0.492175 -0.857620
2001-349T03:07:21.000  0.001125  0.000062 -0.000097  0.108369 -0.101751  0.492268 -0.857657
2001-349T03:07:22.000  0.001137  0.000067 -0.000089  0.107858 -0.101481  0.492367 -0.857696
2001-349T03:07:23.000  0.001134  0.000053 -0.000097  0.107365 -0.101221  0.492463 -0.857734
2001-349T03:07:24.000  0.001134  0.000044 -0.000099  0.106871 -0.100960  0.492559 -0.857771
2001-349T03:07:25.000  0.001141  0.000045 -0.000081  0.106377 -0.100700  0.492655 -0.857808
2001-349T03:07:26.000  0.001132  0.000048 -0.000079  0.105887 -0.100442  0.492751 -0.857844
2001-349T03:07:27.000  0.001125  0.000048 -0.000089  0.105390 -0.100181  0.492847 -0.857880
2001-349T03:07:28.000  0.001128  0.000058 -0.000085  0.104896 -0.099922  0.492942 -0.857916
2001-349T03:07:29.000  0.001131  0.000059 -0.000077  0.104402 -0.099661  0.493038 -0.857952
2001-349T03:07:30.000  0.001133  0.000049 -0.000083  0.103908 -0.099401  0.493133 -0.857987
2001-349T03:07:31.000  0.001133  0.000047 -0.000083  0.103415 -0.099141  0.493229 -0.858022
2001-349T03:07:32.000  0.001128  0.000050 -0.000080  0.102921 -0.098881  0.493324 -0.858056
2001-349T03:07:33.000  0.001128  0.000048 -0.000083  0.102429 -0.098623  0.493419 -0.858091
2001-349T03:07:34.000  0.001121  0.000048 -0.000084  0.101934 -0.098362  0.493514 -0.858125
2001-349T03:07:35.000  0.001114  0.000038 -0.000087  0.101438 -0.098101  0.493610 -0.858158
2001-349T03:07:36.000  0.001137  0.000035 -0.000085  0.100944 -0.097840  0.493706 -0.858191
