PDS_VERSION_ID                = PDS3                                          
                                                                              
RECORD_TYPE                   = FIXED_LENGTH                                  
RECORD_BYTES                  = 80                                            
FILE_RECORDS                  = 119                                           
LABEL_RECORDS                 = 39                                            
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,8(1X,F7.3))"   
^TABLE                        = 40                                            
PRODUCT_ID                    = "THRUSTER_ON_TIMES_P108"                      
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                           
INSTRUMENT_NAME               = "ACCELEROMETER"                               
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                
TARGET_NAME                   = MARS                                          
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:32.47                        
START_TIME                    = 2001-12-14T15:49:08.48Z                       
STOP_TIME                     = 2001-12-14T15:55:05.48Z                       
                                                                              
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                      
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                      
                                                                              
OBJECT                        = TABLE                                         
 ROWS                         = 80                                            
 ROW_BYTES                    = 80                                            
 INTERCHANGE_FORMAT           = ASCII                                         
 COLUMNS                      = 5                                             
 ^STRUCTURE                   = "THRUSTER.FMT"                                
 DESCRIPTION                  = "                                             
  This file contains the thruster on times, in columns 2 through 5, which     
  correspond to the times in column one from Mars Odyssey for orbit 108       
  of aerobraking at Mars.  The thruster on times are a summation of the       
  time each thruster was fired from the beginning of each aerobraking pass.   
  A change in the thruster on times indicates a thruster has been fired.      
  R.H. Tolson                                                                 
  03-Nov-2007                                                                 
  "                                                                           
                                                                              
END_OBJECT                    = TABLE                                         
END                                                                           
                                                                              
2001-348T15:49:08.481   0.100   0.100   0.000   0.000                         
2001-348T15:49:13.481   0.200   0.200   0.000   0.000                         
2001-348T15:49:19.481   0.300   0.300   0.000   0.000                         
2001-348T15:49:24.481   0.400   0.400   0.000   0.000                         
2001-348T15:49:30.481   0.500   0.500   0.000   0.000                         
2001-348T15:49:34.480   0.600   0.600   0.000   0.000                         
2001-348T15:49:39.480   0.700   0.700   0.000   0.000                         
2001-348T15:49:44.480   0.800   0.800   0.000   0.000                         
2001-348T15:49:48.480   0.900   0.900   0.000   0.000                         
2001-348T15:49:51.480   1.000   1.000   0.000   0.000                         
2001-348T15:49:54.480   1.100   1.100   0.000   0.000                         
2001-348T15:49:57.480   1.200   1.200   0.000   0.000                         
2001-348T15:50:01.480   1.300   1.300   0.000   0.000                         
2001-348T15:50:03.480   1.400   1.400   0.000   0.000                         
2001-348T15:50:06.480   1.500   1.500   0.000   0.000                         
2001-348T15:50:08.480   1.600   1.600   0.000   0.000                         
2001-348T15:50:12.480   1.700   1.700   0.000   0.000                         
2001-348T15:50:14.480   1.800   1.800   0.000   0.000                         
2001-348T15:50:16.480   1.900   1.900   0.000   0.000                         
2001-348T15:50:18.480   2.000   2.000   0.000   0.000                         
2001-348T15:50:21.480   2.100   2.100   0.000   0.000                         
2001-348T15:50:23.480   2.200   2.200   0.000   0.000                         
2001-348T15:50:25.480   2.300   2.300   0.000   0.000                         
2001-348T15:50:27.480   2.400   2.400   0.000   0.000                         
2001-348T15:50:29.480   2.500   2.500   0.000   0.000                         
2001-348T15:50:33.480   2.600   2.600   0.000   0.000                         
2001-348T15:50:35.480   2.700   2.700   0.000   0.000                         
2001-348T15:50:37.480   2.800   2.800   0.000   0.000                         
2001-348T15:50:39.480   2.900   2.900   0.000   0.000                         
2001-348T15:50:41.480   3.000   3.000   0.000   0.000                         
2001-348T15:50:44.480   3.100   3.100   0.000   0.000                         
2001-348T15:50:46.480   3.200   3.200   0.000   0.000                         
2001-348T15:50:48.480   3.300   3.300   0.000   0.000                         
2001-348T15:50:50.480   3.400   3.400   0.000   0.000                         
2001-348T15:50:52.480   3.500   3.500   0.000   0.000                         
2001-348T15:50:55.480   3.600   3.600   0.000   0.000                         
2001-348T15:50:57.480   3.700   3.700   0.000   0.000                         
2001-348T15:50:58.480   3.800   3.800   0.000   0.000                         
2001-348T15:51:00.480   3.900   3.900   0.000   0.000                         
2001-348T15:51:02.480   4.000   4.000   0.000   0.000                         
2001-348T15:51:05.480   4.100   4.100   0.000   0.000                         
2001-348T15:51:06.480   4.200   4.200   0.000   0.000                         
2001-348T15:51:08.480   4.300   4.300   0.000   0.000                         
2001-348T15:51:10.480   4.400   4.400   0.000   0.000                         
2001-348T15:51:12.480   4.500   4.500   0.000   0.000                         
2001-348T15:51:14.480   4.600   4.600   0.000   0.000                         
2001-348T15:51:17.480   4.700   4.700   0.000   0.000                         
2001-348T15:51:19.480   4.800   4.800   0.000   0.000                         
2001-348T15:51:21.480   4.900   4.900   0.000   0.000                         
2001-348T15:51:24.480   5.000   5.000   0.000   0.000                         
2001-348T15:51:27.480   5.100   5.100   0.000   0.000                         
2001-348T15:51:29.480   5.200   5.200   0.000   0.000                         
2001-348T15:51:31.480   5.300   5.300   0.000   0.000                         
2001-348T15:51:33.480   5.400   5.400   0.000   0.000                         
2001-348T15:51:35.480   5.500   5.500   0.000   0.000                         
2001-348T15:51:39.480   5.600   5.600   0.000   0.000                         
2001-348T15:51:41.480   5.700   5.700   0.000   0.000                         
2001-348T15:51:44.480   5.800   5.800   0.000   0.000                         
2001-348T15:51:46.480   5.900   5.900   0.000   0.000                         
2001-348T15:51:49.480   6.000   6.000   0.000   0.000                         
2001-348T15:51:52.480   6.100   6.100   0.000   0.000                         
2001-348T15:51:54.480   6.200   6.200   0.000   0.000                         
2001-348T15:51:56.480   6.300   6.300   0.000   0.000                         
2001-348T15:52:00.480   6.400   6.400   0.000   0.000                         
2001-348T15:52:03.480   6.500   6.500   0.000   0.000                         
2001-348T15:52:06.480   6.600   6.600   0.000   0.000                         
2001-348T15:52:09.480   6.700   6.700   0.000   0.000                         
2001-348T15:52:13.480   6.800   6.800   0.000   0.000                         
2001-348T15:52:16.480   6.900   6.900   0.000   0.000                         
2001-348T15:52:19.480   7.000   7.000   0.000   0.000                         
2001-348T15:52:22.480   7.100   7.100   0.000   0.000                         
2001-348T15:52:25.480   7.200   7.200   0.000   0.000                         
2001-348T15:52:27.480   7.300   7.300   0.000   0.000                         
2001-348T15:52:30.480   7.400   7.400   0.000   0.000                         
2001-348T15:52:36.480   7.500   7.500   0.000   0.000                         
2001-348T15:52:40.480   7.600   7.600   0.000   0.000                         
2001-348T15:52:46.480   7.700   7.700   0.000   0.000                         
2001-348T15:52:52.480   7.800   7.800   0.000   0.000                         
2001-348T15:53:07.480   7.900   7.900   0.000   0.000                         
2001-348T15:55:05.480   8.000   8.000   0.000   0.000                         
