PDS_VERSION_ID                = PDS3                                                       
                                                                                           
RECORD_TYPE                   = FIXED_LENGTH                                               
RECORD_BYTES                  = 93                                                         
FILE_RECORDS                  = 712                                                        
LABEL_RECORDS                 = 37                                                         
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,7(1X,F9.6))"                
^TABLE                        = 39                                                         
PRODUCT_ID                    = "RATES_AND_QUATERNIONS_P108"                               
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                                        
INSTRUMENT_NAME               = "ACCELEROMETER"                                            
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                             
TARGET_NAME                   = MARS                                                       
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:32.41                                     
START_TIME                    = 2001-12-14T15:45:14.00Z                                    
STOP_TIME                     = 2001-12-14T15:56:27.00Z                                    
                                                                                           
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                                   
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                                   
                                                                                           
OBJECT                        = TABLE                                                      
 ROWS                         = 674                                                        
 ROW_BYTES                    = 93                                                         
 INTERCHANGE_FORMAT           = ASCII                                                      
 COLUMNS                      = 8                                                          
 ^STRUCTURE                   = "RATEQUAT.FMT"                                             
 DESCRIPTION                  = "                                                          
  The data in this file are the angular rates and quaternions from the Mars                
  Odyssey for orbit 108 of aerobraking at Mars.  The data comes from                       
  p108_slew.drf.                                                                           
                                                                                           
  R.H. Tolson                                                                              
  03-Nov-2007                                                                              
  "                                                                                        
                                                                                           
END_OBJECT                    = TABLE                                                      
END                                                                                        
                                                                                           
2001-348T15:45:14.000  0.001120  0.000019 -0.000093 -0.121107  0.107470 -0.491203  0.855864
2001-348T15:45:15.000  0.001125  0.000024 -0.000114 -0.120619  0.107199 -0.491310  0.855905
2001-348T15:45:16.000  0.001127  0.000028 -0.000110 -0.120133  0.106929 -0.491417  0.855946
2001-348T15:45:17.000  0.001124  0.000046 -0.000101 -0.119645  0.106658 -0.491523  0.855987
2001-348T15:45:18.000  0.001144  0.000037 -0.000100 -0.119155  0.106385 -0.491629  0.856029
2001-348T15:45:19.000  0.001129  0.000026 -0.000098 -0.118669  0.106114 -0.491735  0.856069
2001-348T15:45:20.000  0.001125  0.000035 -0.000106 -0.118180  0.105842 -0.491842  0.856109
2001-348T15:45:21.000  0.001141  0.000034 -0.000106 -0.117696  0.105573 -0.491947  0.856148
2001-348T15:45:22.000  0.001134  0.000022 -0.000107 -0.117206  0.105300 -0.492054  0.856188
2001-348T15:45:23.000  0.001155  0.000037 -0.000106 -0.116718  0.105028 -0.492160  0.856227
2001-348T15:45:24.000  0.001143  0.000028 -0.000100 -0.116230  0.104757 -0.492266  0.856266
2001-348T15:45:25.000  0.001132  0.000044 -0.000109 -0.115745  0.104487 -0.492371  0.856304
2001-348T15:45:26.000  0.001136  0.000042 -0.000111 -0.115257  0.104216 -0.492476  0.856342
2001-348T15:45:27.000  0.001128  0.000036 -0.000105 -0.114770  0.103944 -0.492583  0.856379
2001-348T15:45:28.000  0.001128  0.000042 -0.000118 -0.114281  0.103672 -0.492691  0.856416
2001-348T15:45:29.000  0.001134  0.000046 -0.000116 -0.113795  0.103401 -0.492797  0.856452
2001-348T15:45:30.000  0.001123  0.000036 -0.000110 -0.113310  0.103130 -0.492904  0.856488
2001-348T15:45:31.000  0.001131  0.000034 -0.000103 -0.112823  0.102859 -0.493009  0.856524
2001-348T15:45:32.000  0.001126  0.000045 -0.000110 -0.112332  0.102585 -0.493117  0.856559
2001-348T15:45:33.000  0.001135  0.000025 -0.000099 -0.111846  0.102314 -0.493224  0.856593
2001-348T15:45:34.000  0.001130  0.000041 -0.000117 -0.111357  0.102043 -0.493332  0.856627
2001-348T15:45:35.000  0.001135  0.000040 -0.000124 -0.110871  0.101772 -0.493439  0.856661
