PDS_VERSION_ID                = PDS3                                                       
                                                                                           
RECORD_TYPE                   = FIXED_LENGTH                                               
RECORD_BYTES                  = 93                                                         
FILE_RECORDS                  = 687                                                        
LABEL_RECORDS                 = 37                                                         
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,7(1X,F9.6))"                
^TABLE                        = 39                                                         
PRODUCT_ID                    = "RATES_AND_QUATERNIONS_P094"                               
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                                        
INSTRUMENT_NAME               = "ACCELEROMETER"                                            
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                             
TARGET_NAME                   = MARS                                                       
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:28.66                                     
START_TIME                    = 2001-12-10T23:17:12.00Z                                    
STOP_TIME                     = 2001-12-10T23:27:60.00Z                                    
                                                                                           
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                                   
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                                   
                                                                                           
OBJECT                        = TABLE                                                      
 ROWS                         = 649                                                        
 ROW_BYTES                    = 93                                                         
 INTERCHANGE_FORMAT           = ASCII                                                      
 COLUMNS                      = 8                                                          
 ^STRUCTURE                   = "RATEQUAT.FMT"                                             
 DESCRIPTION                  = "                                                          
  The data in this file are the angular rates and quaternions from the Mars                
  Odyssey for orbit 094 of aerobraking at Mars.  The data comes from                       
  p094_slew.drf.                                                                           
                                                                                           
  R.H. Tolson                                                                              
  03-Nov-2007                                                                              
  "                                                                                        
                                                                                           
END_OBJECT                    = TABLE                                                      
END                                                                                        
                                                                                           
2001-344T23:17:12.000  0.001055  0.000216  0.000111  0.059705 -0.087779  0.490368 -0.865025
2001-344T23:17:13.000  0.001067  0.000219  0.000107  0.059191 -0.087618  0.490373 -0.865075
2001-344T23:17:14.000  0.001056  0.000218  0.000137  0.058676 -0.087457  0.490375 -0.865125
2001-344T23:17:15.000  0.001055  0.000208  0.000117  0.058165 -0.087297  0.490380 -0.865173
2001-344T23:17:16.000  0.001045  0.000213  0.000120  0.057649 -0.087137  0.490382 -0.865222
2001-344T23:17:17.000  0.001054  0.000224  0.000112  0.057139 -0.086980  0.490385 -0.865270
2001-344T23:17:18.000  0.001045  0.000203  0.000100  0.056623 -0.086820  0.490388 -0.865318
2001-344T23:17:19.000  0.001039  0.000225  0.000108  0.056111 -0.086663  0.490391 -0.865366
2001-344T23:17:20.000  0.001041  0.000232  0.000124  0.055597 -0.086504  0.490394 -0.865413
2001-344T23:17:21.000  0.001059  0.000230  0.000123  0.055087 -0.086347  0.490396 -0.865460
2001-344T23:17:22.000  0.001047  0.000224  0.000102  0.054572 -0.086189  0.490400 -0.865506
2001-344T23:17:23.000  0.001028  0.000226  0.000119  0.054062 -0.086034  0.490403 -0.865552
2001-344T23:17:24.000  0.001048  0.000228  0.000100  0.053544 -0.085877  0.490405 -0.865599
2001-344T23:17:25.000  0.001043  0.000234  0.000117  0.053031 -0.085721  0.490406 -0.865645
2001-344T23:17:26.000  0.001047  0.000229  0.000108  0.052516 -0.085565  0.490407 -0.865691
2001-344T23:17:27.000  0.001044  0.000239  0.000104  0.052005 -0.085411  0.490410 -0.865736
2001-344T23:17:28.000  0.001053  0.000235  0.000116  0.051488 -0.085256  0.490411 -0.865781
2001-344T23:17:29.000  0.001054  0.000227  0.000114  0.050975 -0.085102  0.490412 -0.865826
2001-344T23:17:30.000  0.001030  0.000230  0.000120  0.050460 -0.084949  0.490412 -0.865872
2001-344T23:17:31.000  0.001043  0.000230  0.000120  0.049946 -0.084797  0.490412 -0.865916
2001-344T23:17:32.000  0.001041  0.000227  0.000120  0.049430 -0.084645  0.490411 -0.865961
2001-344T23:17:33.000  0.001047  0.000225  0.000116  0.048918 -0.084494  0.490411 -0.866005
2001-344T23:17:34.000  0.001046  0.000241  0.000118  0.048400 -0.084341  0.490411 -0.866049
2001-344T23:17:35.000  0.001058  0.000228  0.000126  0.047886 -0.084190  0.490410 -0.866093
2001-344T23:17:36.000  0.001043  0.000251  0.000118  0.047369 -0.084039  0.490409 -0.866136
2001-344T23:17:37.000  0.001038  0.000235  0.000104  0.046859 -0.083890  0.490408 -0.866179
2001-344T23:17:38.000  0.001044  0.000235  0.000123  0.046340 -0.083740  0.490407 -0.866223
2001-344T23:17:39.000  0.001040  0.000237  0.000122  0.045829 -0.083593  0.490405 -0.866265
2001-344T23:17:40.000  0.001033  0.000253  0.000122  0.045311 -0.083444  0.490405 -0.866306
2001-344T23:17:41.000  0.001044  0.000247  0.000124  0.044795 -0.083295  0.490403 -0.866349
2001-344T23:17:42.000  0.001052  0.000254  0.000120  0.044277 -0.083148  0.490403 -0.866390
2001-344T23:17:43.000  0.001040  0.000239  0.000114  0.043765 -0.083001  0.490400 -0.866431
2001-344T23:17:44.000  0.001039  0.000244  0.000119  0.043249 -0.082855  0.490399 -0.866472
2001-344T23:17:45.000  0.001036  0.000244  0.000119  0.042731 -0.082708  0.490398 -0.866512
2001-344T23:17:46.000  0.001042  0.000236  0.000122  0.042213 -0.082562  0.490395 -0.866553
2001-344T23:17:47.000  0.001042  0.000268  0.000112  0.041700 -0.082418  0.490392 -0.866593
2001-344T23:17:48.000  0.001033  0.000251  0.000116  0.041181 -0.082273  0.490389 -0.866634
2001-344T23:17:49.000  0.001043  0.000236  0.000118  0.040665 -0.082128  0.490386 -0.866673
2001-344T23:17:50.000  0.001041  0.000260  0.000117  0.040147 -0.081984  0.490383 -0.866713
2001-344T23:17:51.000  0.001043  0.000262  0.000120  0.039632 -0.081842  0.490379 -0.866752
2001-344T23:17:52.000  0.001046  0.000243  0.000103  0.039113 -0.081697  0.490377 -0.866790
2001-344T23:17:53.000  0.001037  0.000253  0.000120  0.038599 -0.081556  0.490374 -0.866829
2001-344T23:17:54.000  0.001021  0.000262  0.000112  0.038080 -0.081414  0.490371 -0.866867
2001-344T23:17:55.000  0.001053  0.000255  0.000111  0.037567 -0.081272  0.490368 -0.866904
2001-344T23:17:56.000  0.001037  0.000241  0.000109  0.037047 -0.081129  0.490364 -0.866942
2001-344T23:17:57.000  0.001033  0.000244  0.000110  0.036531 -0.080989  0.490360 -0.866979
2001-344T23:17:58.000  0.001048  0.000259  0.000125  0.036009 -0.080848  0.490356 -0.867017
2001-344T23:17:59.000  0.001031  0.000251  0.000142  0.035493 -0.080709  0.490351 -0.867053
2001-344T23:17:60.000  0.001052  0.000248  0.000114  0.034976 -0.080568  0.490349 -0.867089
2001-344T23:18:01.000  0.001019  0.000260  0.000112  0.034458 -0.080430  0.490345 -0.867125
2001-344T23:18:02.000  0.001040  0.000257  0.000117  0.033942 -0.080291  0.490341 -0.867160
2001-344T23:18:03.000  0.001024  0.000252  0.000120  0.033422 -0.080152  0.490337 -0.867195
2001-344T23:18:04.000  0.001030  0.000256  0.000125  0.032902 -0.080014  0.490333 -0.867231
2001-344T23:18:05.000  0.001030  0.000277  0.000125  0.032386 -0.079877  0.490328 -0.867265
2001-344T23:18:06.000  0.001039  0.000273  0.000115  0.031865 -0.079738  0.490324 -0.867300
2001-344T23:18:07.000  0.001025  0.000263  0.000118  0.031349 -0.079602  0.490319 -0.867334
2001-344T23:18:08.000  0.001033  0.000253  0.000111  0.030828 -0.079465  0.490315 -0.867367
2001-344T23:18:09.000  0.001031  0.000246  0.000108  0.030311 -0.079328  0.490312 -0.867400
2001-344T23:18:10.000  0.001021  0.000286  0.000103  0.029792 -0.079194  0.490307 -0.867433
2001-344T23:18:11.000  0.001018  0.000261  0.000118  0.029280 -0.079060  0.490303 -0.867465
2001-344T23:18:12.000  0.001025  0.000254  0.000132  0.028758 -0.078924  0.490299 -0.867497
2001-344T23:18:13.000  0.001028  0.000285  0.000113  0.028239 -0.078791  0.490295 -0.867528
2001-344T23:18:14.000  0.001030  0.000270  0.000107  0.027718 -0.078656  0.490291 -0.867559
2001-344T23:18:15.000  0.001031  0.000278  0.000095  0.027203 -0.078523  0.490287 -0.867590
2001-344T23:18:16.000  0.001023  0.000270  0.000115  0.026683 -0.078390  0.490283 -0.867621
2001-344T23:18:17.000  0.001036  0.000295  0.000107  0.026166 -0.078259  0.490280 -0.867650
2001-344T23:18:18.000  0.001038  0.000273  0.000100  0.025645 -0.078125  0.490277 -0.867679
2001-344T23:18:19.000  0.001018  0.000272  0.000110  0.025127 -0.077995  0.490274 -0.867708
2001-344T23:18:20.000  0.001019  0.000276  0.000116  0.024607 -0.077863  0.490271 -0.867736
2001-344T23:18:21.000  0.001039  0.000290  0.000097  0.024092 -0.077733  0.490268 -0.867764
2001-344T23:18:22.000  0.001026  0.000272  0.000099  0.023570 -0.077602  0.490265 -0.867792
2001-344T23:18:23.000  0.001028  0.000268  0.000104  0.023053 -0.077473  0.490261 -0.867819
