PDS_VERSION_ID          = PDS3                                                
                                                                              
RECORD_TYPE             = FIXED_LENGTH                                        
RECORD_BYTES            = 80                                                  
FILE_RECORDS            = 752                                                 
LABEL_RECORDS           = 42                                                  
RECORD_FORMAT           = "F7.1,1X,F5.1,1X,F6.1,1X,F4.1,1X,F5.1,1X,F6.2,1X,   
                           F7.3,1X,F6.3,1X)"                                  
^TABLE                  = 43                                                  
PRODUCT_ID              = "ORBIT_PROFILE_L2P127"                              
INSTRUMENT_HOST_NAME    = "2001 MARS ODYSSEY"                                 
INSTRUMENT_NAME         = ACCELEROMETER                                       
DATA_SET_ID             = "ODY-M-ACCEL-5-PROFILE-V2.0"                        
TARGET_NAME               = MARS                                              
PRODUCT_CREATION_TIME         = 2007-10-28T10:58:48.53                        
START_TIME                    = 2001-12-18T18:28:56.00Z                       
STOP_TIME                     = 2001-12-18T18:40:45.00Z                       
                                                                              
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                      
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                      
                                                                              
OBJECT                  = TABLE                                               
 ROWS                   = 710                                                 
 ROW_BYTES              = 80                                                  
 INTERCHANGE_FORMAT     = ASCII                                               
 COLUMNS                = 8                                                   
 ^STRUCTURE             = "PROFILE.FMT"                                       
 DESCRIPTION            = "                                                   
  This table contains Level 2 density data at 1 second resolution for         
  orbit 127 during aerobraking. The data included are time from               
  periapsis (sec), latitude (deg), longitude (deg), LST (hr),                 
  SZA (deg), altitude (km), density (kg/km**3) and density sigma.             
  Density sigma is based on noise plus 1 percent bias. The data               
  covers 60 seconds before and after an altitude of 170 km.                   
                                                                              
  Robert H. Tolson                                                            
  28-Oct-2007                                                                 
  "                                                                           
                                                                              
END_OBJECT              = TABLE                                               
END                                                                           
                                                                              
 -354.7  65.3  161.6  3.0 129.2 200.29   0.098  0.544                         
 -353.7  65.4  161.6  3.0 129.2 199.72   0.182  0.545                         
 -352.7  65.4  161.6  3.0 129.2 199.16   0.095  0.544                         
 -351.7  65.5  161.5  3.0 129.1 198.59   0.052  0.544                         
 -350.7  65.6  161.5  3.0 129.1 198.02  -0.026  0.544                         
 -349.7  65.6  161.5  2.9 129.1 197.46  -0.100  0.544                         
 -348.7  65.7  161.4  2.9 129.0 196.90  -0.030  0.544                         
 -347.7  65.8  161.4  2.9 129.0 196.34  -0.009  0.544                         
 -346.7  65.8  161.4  2.9 129.0 195.78   0.155  0.545                         
 -345.7  65.9  161.3  2.9 129.0 195.22   0.167  0.545                         
 -344.7  66.0  161.3  2.9 128.9 194.66   0.040  0.544                         
 -343.7  66.0  161.3  2.9 128.9 194.11  -0.059  0.544                         
 -342.7  66.1  161.3  2.9 128.9 193.55  -0.058  0.544                         
 -341.7  66.2  161.2  2.9 128.8 193.00   0.113  0.545                         
 -340.7  66.2  161.2  2.9 128.8 192.45  -0.039  0.544                         
 -339.7  66.3  161.2  2.9 128.8 191.90   0.006  0.543                         
 -338.7  66.4  161.1  2.9 128.8 191.35   0.012  0.544                         
 -337.7  66.4  161.1  2.9 128.7 190.81  -0.101  0.544                         
 -336.7  66.5  161.1  2.9 128.7 190.26  -0.027  0.544                         
 -335.7  66.6  161.0  2.9 128.7 189.72  -0.069  0.544                         
 -334.7  66.6  161.0  2.9 128.6 189.18  -0.102  0.544                         
 -333.7  66.7  161.0  2.9 128.6 188.64   0.004  0.543                         
 -332.7  66.8  161.0  2.9 128.6 188.10   0.051  0.544                         
 -331.7  66.8  160.9  2.9 128.6 187.56  -0.077  0.544                         
