PDS_VERSION_ID          = PDS3                                                
                                                                              
RECORD_TYPE             = FIXED_LENGTH                                        
RECORD_BYTES            = 80                                                  
FILE_RECORDS            = 736                                                 
LABEL_RECORDS           = 42                                                  
RECORD_FORMAT           = "F7.1,1X,F5.1,1X,F6.1,1X,F4.1,1X,F5.1,1X,F6.2,1X,   
                           F7.3,1X,F6.3,1X)"                                  
^TABLE                  = 43                                                  
PRODUCT_ID              = "ORBIT_PROFILE_L2P119"                              
INSTRUMENT_HOST_NAME    = "2001 MARS ODYSSEY"                                 
INSTRUMENT_NAME         = ACCELEROMETER                                       
DATA_SET_ID             = "ODY-M-ACCEL-5-PROFILE-V2.0"                        
TARGET_NAME               = MARS                                              
PRODUCT_CREATION_TIME         = 2007-10-28T10:58:45.47                        
START_TIME                    = 2001-12-17T03:18:37.00Z                       
STOP_TIME                     = 2001-12-17T03:30:10.00Z                       
                                                                              
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                      
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                      
                                                                              
OBJECT                  = TABLE                                               
 ROWS                   = 694                                                 
 ROW_BYTES              = 80                                                  
 INTERCHANGE_FORMAT     = ASCII                                               
 COLUMNS                = 8                                                   
 ^STRUCTURE             = "PROFILE.FMT"                                       
 DESCRIPTION            = "                                                   
  This table contains Level 2 density data at 1 second resolution for         
  orbit 119 during aerobraking. The data included are time from               
  periapsis (sec), latitude (deg), longitude (deg), LST (hr),                 
  SZA (deg), altitude (km), density (kg/km**3) and density sigma.             
  Density sigma is based on noise plus 1 percent bias. The data               
  covers 60 seconds before and after an altitude of 170 km.                   
                                                                              
  Robert H. Tolson                                                            
  28-Oct-2007                                                                 
  "                                                                           
                                                                              
END_OBJECT              = TABLE                                               
END                                                                           
                                                                              
 -346.9  67.3   13.3  3.0 128.2 201.77   0.011  0.372                         
 -345.9  67.4   13.3  3.0 128.2 201.18   0.206  0.374                         
 -344.9  67.5   13.2  3.0 128.2 200.59  -0.053  0.373                         
 -343.9  67.5   13.2  3.0 128.1 200.00  -0.010  0.372                         
 -342.9  67.6   13.2  3.0 128.1 199.42   0.019  0.373                         
 -341.9  67.7   13.1  2.9 128.1 198.84   0.128  0.374                         
 -340.9  67.7   13.1  2.9 128.0 198.25  -0.099  0.373                         
 -339.9  67.8   13.1  2.9 128.0 197.67  -0.091  0.373                         
 -338.9  67.9   13.0  2.9 128.0 197.09  -0.121  0.374                         
 -337.9  67.9   13.0  2.9 127.9 196.51   0.130  0.374                         
 -336.9  68.0   12.9  2.9 127.9 195.94   0.018  0.373                         
 -335.9  68.1   12.9  2.9 127.9 195.36  -0.030  0.373                         
 -334.9  68.1   12.9  2.9 127.9 194.79   0.105  0.373                         
 -333.9  68.2   12.8  2.9 127.8 194.22   0.007  0.372                         
 -332.9  68.3   12.8  2.9 127.8 193.65   0.038  0.373                         
 -331.9  68.3   12.8  2.9 127.8 193.08   0.062  0.373                         
 -330.9  68.4   12.7  2.9 127.7 192.51   0.012  0.372                         
 -329.9  68.5   12.7  2.9 127.7 191.95   0.104  0.373                         
 -328.9  68.5   12.7  2.9 127.7 191.38   0.091  0.373                         
 -327.9  68.6   12.6  2.9 127.7 190.82  -0.187  0.374                         
 -326.9  68.7   12.6  2.9 127.6 190.26   0.047  0.373                         
 -325.9  68.7   12.6  2.9 127.6 189.70   0.071  0.373                         
 -324.9  68.8   12.5  2.9 127.6 189.14   0.244  0.375                         
 -323.9  68.9   12.5  2.9 127.5 188.59   0.033  0.373                         
 -322.9  68.9   12.4  2.9 127.5 188.03  -0.130  0.374                         
 -321.9  69.0   12.4  2.9 127.5 187.48   0.036  0.373                         
 -320.9  69.1   12.4  2.9 127.4 186.93   0.248  0.375                         
 -319.9  69.1   12.3  2.9 127.4 186.38  -0.147  0.374                         
 -318.9  69.2   12.3  2.9 127.4 185.83  -0.113  0.373                         
 -317.9  69.3   12.3  2.9 127.3 185.29   0.016  0.373                         
 -316.9  69.3   12.2  2.9 127.3 184.74   0.205  0.374                         
 -315.9  69.4   12.2  2.9 127.3 184.20   0.165  0.374                         
 -314.9  69.5   12.1  2.9 127.3 183.66   0.034  0.373                         
 -313.9  69.5   12.1  2.9 127.2 183.12   0.055  0.373                         
 -312.9  69.6   12.1  2.9 127.2 182.58   0.059  0.373                         
 -311.9  69.7   12.0  2.9 127.2 182.04  -0.055  0.373                         
 -310.9  69.7   12.0  2.9 127.1 181.50  -0.067  0.373                         
 -309.9  69.8   11.9  2.9 127.1 180.97  -0.010  0.372                         
 -308.9  69.9   11.9  2.9 127.1 180.44  -0.158  0.374                         
 -307.9  69.9   11.9  2.9 127.0 179.91   0.018  0.373                         
 -306.9  70.0   11.8  2.9 127.0 179.38   0.023  0.373                         
 -305.9  70.0   11.8  2.9 127.0 178.85  -0.159  0.374                         
 -304.9  70.1   11.7  2.9 126.9 178.33  -0.029  0.373                         
 -303.9  70.2   11.7  2.9 126.9 177.80   0.129  0.374                         
 -302.9  70.2   11.7  2.9 126.9 177.28  -0.046  0.373                         
 -301.9  70.3   11.6  2.9 126.9 176.76  -0.145  0.374                         
 -300.9  70.4   11.6  2.9 126.8 176.24  -0.041  0.373                         
 -299.9  70.4   11.5  2.9 126.8 175.72  -0.023  0.373                         
 -298.9  70.5   11.5  2.9 126.8 175.20  -0.116  0.374                         
 -297.9  70.6   11.4  2.8 126.7 174.69  -0.004  0.372                         
 -296.9  70.6   11.4  2.8 126.7 174.18   0.044  0.373                         
 -295.9  70.7   11.4  2.8 126.7 173.67   0.029  0.373                         
 -294.9  70.8   11.3  2.8 126.6 173.16   0.077  0.373                         
 -293.9  70.8   11.3  2.8 126.6 172.65  -0.018  0.373                         
 -292.9  70.9   11.2  2.8 126.6 172.14   0.095  0.373                         
 -291.9  71.0   11.2  2.8 126.5 171.64   0.109  0.373                         
 -290.9  71.0   11.1  2.8 126.5 171.13   0.015  0.373                         
 -289.9  71.1   11.1  2.8 126.5 170.63  -0.034  0.373                         
 -288.9  71.2   11.0  2.8 126.4 170.13   0.027  0.373                         
 -287.9  71.2   11.0  2.8 126.4 169.63   0.193  0.374                         
 -286.9  71.3   11.0  2.8 126.4 169.14   0.064  0.373                         
 -285.9  71.4   10.9  2.8 126.3 168.64   0.046  0.373                         
 -284.9  71.4   10.9  2.8 126.3 168.15  -0.060  0.373                         
 -283.9  71.5   10.8  2.8 126.3 167.65   0.079  0.373                         
 -282.9  71.6   10.8  2.8 126.2 167.16  -0.149  0.374                         
 -281.9  71.6   10.7  2.8 126.2 166.68  -0.066  0.373                         
 -280.9  71.7   10.7  2.8 126.2 166.19   0.097  0.373                         
 -279.9  71.8   10.6  2.8 126.1 165.70   0.251  0.375                         
 -278.9  71.8   10.6  2.8 126.1 165.22   0.040  0.373                         
 -277.9  71.9   10.5  2.8 126.1 164.74  -0.196  0.374                         
 -276.9  72.0   10.5  2.8 126.0 164.26  -0.249  0.375                         
 -275.9  72.0   10.4  2.8 126.0 163.78  -0.009  0.372                         
 -274.9  72.1   10.4  2.8 126.0 163.30   0.104  0.373                         
 -273.9  72.2   10.3  2.8 125.9 162.82   0.008  0.372                         
 -272.9  72.2   10.3  2.8 125.9 162.35   0.050  0.373                         
 -271.9  72.3   10.2  2.8 125.9 161.88  -0.040  0.373                         
 -270.9  72.4   10.2  2.8 125.8 161.41  -0.131  0.374                         
 -269.9  72.4   10.1  2.8 125.8 160.94   0.053  0.373                         
 -268.9  72.5   10.1  2.8 125.8 160.47   0.134  0.374                         
 -267.9  72.6   10.0  2.8 125.7 160.00   0.182  0.374                         
 -266.9  72.6   10.0  2.8 125.7 159.54   0.053  0.373                         
 -265.9  72.7    9.9  2.8 125.7 159.08   0.112  0.373                         
 -264.9  72.8    9.9  2.8 125.6 158.61   0.199  0.374                         
 -263.9  72.8    9.8  2.7 125.6 158.15   0.152  0.374                         
 -262.9  72.9    9.7  2.7 125.6 157.70   0.161  0.374                         
 -261.9  73.0    9.7  2.7 125.5 157.24  -0.017  0.373                         
 -260.9  73.0    9.6  2.7 125.5 156.79  -0.056  0.373                         
 -259.9  73.1    9.6  2.7 125.5 156.33  -0.078  0.373                         
 -258.9  73.2    9.5  2.7 125.4 155.88   0.175  0.374                         
 -257.9  73.2    9.5  2.7 125.4 155.43   0.020  0.373                         
