NAC image,http://lroc.sese.asu.edu/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0032/DATA/ESM3/2017246/NAC/M1259058367LE.IMG,,,,
,,,,,
Crater name,Zi Wei,,,,
Crater diameter,450 <m>,,,,
,,,,,
Crater center,LAT,LON,,,
,44.12,-19.53,,,
,,,,,
Total count area ,2.9 <km^2>,,,,
,,,,,
BOULDER_DIAM_km,BOULDER_DIAM_m,LON,LAT,DISTANCE_m,DISTANCE_CRATER_RADII
0.004177167,4.17716719,-19.52867691,44.11452683,168.4068941,-0.251524915
0.002348652,2.348652138,-19.52504827,44.11474758,192.2768919,-0.145436036
0.003115628,3.115628075,-19.52306955,44.11462979,221.9409973,-0.013595568
0.002304801,2.304801457,-19.52297462,44.11453294,225.4996733,0.00222077
0.005979187,5.979187033,-19.51703623,44.11429561,330.9332082,0.470814259
0.003764206,3.764206194,-19.51899879,44.11415775,297.8264138,0.32367295
0.002406966,2.406965764,-19.5222285,44.11285242,274.8897129,0.221732058
0.002807306,2.807306247,-19.52183175,44.11244058,290.0469289,0.289097462
0.002815532,2.815531654,-19.52154889,44.11266395,288.61041,0.282712933
0.001724004,1.724003573,-19.52199981,44.11357489,261.266604,0.161184906
0.001763629,1.763628786,-19.52251381,44.11351643,255.310007,0.134711142
0.002764401,2.764400584,-19.52198758,44.1143942,243.501727,0.082229898
0.002471945,2.471945074,-19.52293525,44.11419003,233.8099883,0.039155504
0.005111944,5.111943798,-19.52404943,44.11314909,244.7669704,0.087853202
0.002584638,2.584638361,-19.52349165,44.11404344,229.5101981,0.020045325
0.005085114,5.085113767,-19.52339121,44.1126212,265.9529878,0.182013279
0.002129465,2.12946487,-19.52375364,44.11453381,214.3449577,-0.047355744
0.002064558,2.064557878,-19.52312618,44.11168845,293.044265,0.302418956
0.002447123,2.447123184,-19.52803339,44.11330266,207.5017936,-0.077769806
0.003355599,3.355598711,-19.52828466,44.11310284,212.4035989,-0.055984005
0.002006593,2.006592699,-19.52774602,44.11373805,196.0756588,-0.128552628
0.002924808,2.924807784,-19.52733652,44.11378255,197.2033305,-0.123540754
0.00292894,2.928939982,-19.52836702,44.11372671,193.4758495,-0.140107335
0.002082621,2.082621351,-19.52759892,44.11452945,173.8857983,-0.22717423
0.002825588,2.82558816,-19.52782102,44.11350421,202.5587761,-0.099738773
0.002889731,2.88973112,-19.52974031,44.11452334,166.1285923,-0.261650701
0.002549682,2.549682002,-19.53027864,44.11448582,167.2798367,-0.256534059
0.002348809,2.348808912,-19.52794248,44.11427467,179.2550346,-0.203310958
0.002420632,2.420631997,-19.52730105,44.11363073,201.8305543,-0.102975314
0.002155344,2.155344149,-19.53025655,44.11434185,171.6253513,-0.237220661
0.002681365,2.681364886,-19.53736607,44.11132984,307.8843682,0.36837497
0.002077858,2.077858185,-19.58528207,44.11412721,1216.298997,4.405773321
0.002422585,2.42258524,-19.53090055,44.10899797,334.1170209,0.484964537
0.002292735,2.292734626,-19.5232893,44.11116915,304.9708193,0.355425863
0.001843681,1.84368131,-19.52340476,44.1111706,303.7365065,0.349940029
0.002458475,2.458475348,-19.51937099,44.11031696,373.7574352,0.661144157
0.002807274,2.807274261,-19.48313043,44.11010537,1063.325212,3.725889832
0.002483532,2.483532197,-19.4835133,44.10882564,1067.01954,3.742309067
0.002765314,2.76531422,-19.48349255,44.10953313,1060.830073,3.714800325
0.002091612,2.091611842,-19.4771421,44.10968582,1192.215039,4.298733505
0.003172867,3.172866924,-19.48031075,44.10960221,1126.515043,4.006733525
0.002555252,2.555252029,-19.48000239,44.11035768,1126.79573,4.00798102
0.001994537,1.994536612,-19.4797513,44.10893835,1143.953523,4.084237879
0.001666979,1.666978749,-19.45628856,44.10861987,1641.057373,6.293588324
0.001951694,1.951693913,-19.4563878,44.10860315,1639.052769,6.284678973
0.002116052,2.116052493,-19.44537073,44.105875,1891.17763,7.405233913
0.002391433,2.391432605,-19.44475101,44.10601679,1903.354398,7.459352879
0.002572802,2.572801593,-19.44871537,44.10554125,1822.754452,7.101130897
0.003059625,3.059625412,-19.44747385,44.10511152,1852.134178,7.231707457
0.003532726,3.532726319,-19.4490982,44.10592662,1811.87516,7.052778487
0.007894919,7.89491943,-19.44797402,44.10468325,1844.808882,7.199150587
0.002345589,2.3455894,-19.4480248,44.10580156,1835.477493,7.157677747
0.001508262,1.508262,-19.44672143,44.10472906,1870.863103,7.314947125
0.0022398,2.239800186,-19.44836506,44.10595716,1827.171467,7.120762076
0.001924853,1.924852926,-19.45051478,44.10552453,1784.886933,6.932830814
0.00377264,3.772640349,-19.44793354,44.10489848,1844.027602,7.195678229
0.003025999,3.025999338,-19.44862815,44.10462363,1831.492784,7.139967928
0.002320741,2.320740867,-19.44756394,44.10491811,1851.674274,7.229663439
0.002512759,2.512759466,-19.44765709,44.10483813,1850.311651,7.223607336
0.008906082,8.906082171,-19.44928227,44.10451965,1818.539787,7.082399053
0.004071079,4.071078959,-19.45307664,44.10524968,1733.025912,6.702337388
0.003084012,3.084012454,-19.45366308,44.10585755,1715.991429,6.626628572
0.002445941,2.445941,-19.45259456,44.10487594,1746.111927,6.760497453
0.002452568,2.452567656,-19.45077614,44.10610622,1775.098026,6.889324558
0.002547148,2.547147903,-19.45288036,44.10603133,1731.194465,6.694197623
0.002168768,2.168768229,-19.45312009,44.10485122,1735.275453,6.712335349
0.002352608,2.352608389,-19.45685409,44.10667556,1642.544934,6.300199708
0.002421852,2.421852078,-19.45668708,44.10695404,1644.013477,6.306726563
0.002638598,2.638597542,-19.4629994,44.10573176,1521.150122,5.760667208
0.002101758,2.101758341,-19.46266698,44.10498864,1534.626566,5.820562516
0.001905744,1.905744494,-19.46235026,44.10558561,1535.957951,5.826479784
0.007448044,7.44804402,-19.4621634,44.1068457,1529.440001,5.797511118
0.002499486,2.499486317,-19.45740014,44.10512551,1643.316066,6.303626959
0.002561051,2.561050517,-19.45753709,44.1051317,1640.398262,6.290658941
0.002332084,2.332083568,-19.46982312,44.10600708,1376.804469,5.119130972
0.00327019,3.270189748,-19.46921224,44.10621406,1387.555061,5.166911382
0.002846048,2.846047512,-19.46923499,44.10575402,1391.353445,5.183793089
0.002772452,2.772451955,-19.46872137,44.10509801,1408.245797,5.258870207
0.008190932,8.190931855,-19.48424264,44.10612879,1081.102263,3.804898949
0.003453298,3.453297985,-19.48420584,44.10557867,1088.435782,3.837492364
0.002795925,2.795925143,-19.48396337,44.10532355,1096.38896,3.872839822
0.002442527,2.442527469,-19.48312236,44.10505881,1116.37866,3.961682935
0.004296554,4.296553674,-19.48473629,44.10760552,1054.429655,3.686354024
0.003782218,3.782217589,-19.48608202,44.106726,1037.172633,3.609656148
0.002699593,2.699592788,-19.48470715,44.10603059,1072.967671,3.768745206
0.002512609,2.512608836,-19.48610495,44.10748278,1028.018677,3.568971899
0.002116809,2.116808621,-19.48815335,44.10661671,997.1178532,3.431634903
0.002804135,2.804134839,-19.53839857,44.10710771,431.4844035,0.91770846
0.003515016,3.515016465,-19.51406191,44.10426937,589.7291179,1.621018302
0.002548847,2.548847383,-19.50960599,44.10189637,705.8910958,2.137293759
0.001909407,1.909407445,-19.50880023,44.10305389,690.5573212,2.06914365
0.00205929,2.059290002,-19.50876661,44.10289989,694.524906,2.08677736
0.00172912,1.729119918,-19.47881862,44.10437784,1210.531636,4.380140603
0.001659326,1.659325503,-19.47868948,44.10437453,1213.158338,4.391814834
0.002066643,2.066642666,-19.4782779,44.10447223,1220.264257,4.423396698
0.002918566,2.918566024,-19.47892049,44.10421313,1210.458453,4.379815348
0.002659367,2.659366844,-19.47867126,44.10402292,1217.726893,4.412119523
0.002462863,2.462863345,-19.47840882,44.10405084,1222.634932,4.433933029
0.002406244,2.406243775,-19.46528015,44.10256752,1504.614727,5.687176562
0.001924161,1.924161059,-19.46593934,44.10398191,1476.520979,5.56231546
0.002815991,2.81599058,-19.4576473,44.10346624,1652.719463,6.345419835
0.00954144,9.541440428,-19.45524756,44.10377599,1699.822158,6.554765145
0.009066402,9.066402333,-19.45509806,44.10358578,1704.614444,6.576064194
0.006750799,6.750799242,-19.45476404,44.10413461,1706.798954,6.585773128
0.008502584,8.502583802,-19.45409202,44.10385452,1723.235032,6.658822362
0.001774314,1.774313515,-19.45337768,44.1044749,1732.938209,6.701947595
0.002667722,2.667722221,-19.45080995,44.10345402,1795.207216,6.978698736
0.002495365,2.495365448,-19.45290258,44.10454121,1742.350195,6.743778646
0.002873514,2.873513879,-19.45280294,44.10454819,1744.3822,6.75280978
0.003326135,3.32613453,-19.4499242,44.10379606,1810.881839,7.048363728
0.002478069,2.478069059,-19.4513824,44.10418696,1777.113969,6.898284305
0.005439816,5.439816106,-19.44937504,44.10418696,1819.225676,7.085447448
0.00232865,2.328649618,-19.44852199,44.1039505,1839.030731,7.173469914
0.003424255,3.424254641,-19.44885969,44.10327253,1837.518727,7.166749897
0.002345809,2.34580922,-19.45378426,44.10242355,1742.451438,6.744228615
0.007812289,7.812289323,-19.44779784,44.10432395,1851.292002,7.227964452
0.003672569,3.672568696,-19.44536028,44.10383096,1906.41548,7.472957689
0.002451857,2.451857201,-19.44675527,44.10431871,1873.274014,7.325662284
0.003206895,3.206894565,-19.44731655,44.10347235,1868.18964,7.303065066
0.002642895,2.642895373,-19.44785974,44.10383096,1853.892527,7.239522343
0.002276065,2.276065352,-19.44639165,44.10156759,1903.762328,7.4611659
0.002378999,2.378999347,-19.44735427,44.10386761,1864.213455,7.285393133
0.004011376,4.011375971,-19.44667499,44.10354913,1881.026733,7.360118815
0.002695898,2.695897931,-19.44688012,44.10165222,1892.844024,7.412640108
0.003329549,3.329549138,-19.44616447,44.10190875,1905.482337,7.468810385
0.003185677,3.185676575,-19.44587301,44.1034261,1898.849352,7.439330452
0.002080325,2.080325042,-19.44939686,44.10385539,1821.447576,7.095322558
0.00208139,2.081389827,-19.4486884,44.10354651,1838.828153,7.172569568
0.002740032,2.740031891,-19.44792636,44.10219495,1866.255046,7.29446687
0.002371608,2.371608396,-19.44720366,44.10438677,1863.309189,7.281374172
0.002681499,2.681499185,-19.44752413,44.10189392,1877.290241,7.343512181
0.00665112,6.65111967,-19.44875838,44.10015407,1867.955721,7.302025425
0.002748693,2.748692817,-19.44610093,44.0984308,1939.815597,7.621402652
0.002369086,2.369085633,-19.44716798,44.10073955,1895.210186,7.423156381
0.00225004,2.250040053,-19.44811085,44.10077445,1875.365863,7.334959393
0.002420711,2.420711056,-19.44730168,44.10118192,1888.340161,7.392622937
0.002851764,2.85176358,-19.44844849,44.09980156,1877.805482,7.345802141
0.002972769,2.972769336,-19.44728322,44.09924663,1907.293225,7.476858779
0.002325309,2.325309457,-19.44689916,44.0982816,1925.010482,7.555602143
0.002857419,2.857418965,-19.44758692,44.0988313,1905.26392,7.467839643
0.002895795,2.895794757,-19.45733287,44.1002771,1691.003213,6.515569837
0.004075379,4.075378867,-19.45947884,44.1009699,1639.876921,6.288341871
0.003144498,3.144497688,-19.45918343,44.10049611,1650.992953,6.337746458
0.002618105,2.618105327,-19.45875958,44.10111561,1653.00448,6.346686579
0.004533164,4.533164409,-19.46290187,44.09845698,1599.936066,6.110826958
0.00776891,7.768909849,-19.46206701,44.09802769,1621.849573,6.208220326
0.002409488,2.409487577,-19.46068255,44.09980854,1628.297276,6.236876782
0.002659761,2.659760564,-19.46100101,44.10017327,1617.730653,6.189914014
0.004035964,4.035963877,-19.46466895,44.09961658,1550.544906,5.891310695
0.003243834,3.24383426,-19.46602212,44.09878767,1533.948846,5.817550427
0.00242872,2.428719597,-19.46584277,44.09988184,1523.905603,5.772913791
0.002578194,2.578194025,-19.46823346,44.09887231,1489.278129,5.619013905
0.002446017,2.446017095,-19.46778863,44.09858175,1501.815858,5.674737146
0.00395597,3.955969877,-19.4641193,44.09848141,1575.473999,6.002106664
0.002531894,2.531894116,-19.46616972,44.10011044,1514.611593,5.731607081
0.003013432,3.013431737,-19.46780699,44.09887929,1497.573497,5.655882209
0.002583371,2.583371386,-19.46841106,44.09931905,1479.99617,5.577760757
0.001905169,1.905169105,-19.48336079,44.10128401,1163.001275,4.168894556
0.001862405,1.862404873,-19.51031866,44.10088264,720.7163582,2.203183814
0.002265057,2.265056917,-19.4669633,44.09782613,1527.981821,5.791030315
0.003502509,3.502509155,-19.46388424,44.09708098,1598.144212,6.102863165
0.001720365,1.72036504,-19.46556677,44.09662813,1571.390008,5.983955591
0.002958903,2.95890289,-19.46475085,44.09499211,1610.032687,6.155700831
0.002717555,2.71755521,-19.46470501,44.09578264,1599.765231,6.110067691
0.002277346,2.277346148,-19.46480871,44.09679129,1583.930921,6.039692981
0.002048014,2.04801397,-19.46402352,44.09600077,1609.958155,6.155369577
0.00276485,2.764850076,-19.46276231,44.09572679,1638.213227,6.280947675
0.002831166,2.83116557,-19.4646169,44.097163,1582.707032,6.034253476
0.002319649,2.319649438,-19.46566624,44.09626428,1574.472193,5.99765419
0.002646277,2.646276874,-19.46363161,44.09729737,1600.263392,6.112281742
0.002409701,2.409701162,-19.46336735,44.09572767,1626.444993,6.228644413
0.001677026,1.677026056,-19.46370388,44.09572767,1619.915245,6.199623311
0.002583149,2.58314919,-19.46279184,44.09671364,1624.404168,6.21957408
0.007670665,7.670664859,-19.4595489,44.09603131,1697.021987,6.542319941
0.003710369,3.710369287,-19.45975897,44.09570673,1697.141391,6.542850628
0.002225148,2.225147822,-19.46028563,44.09743087,1664.642709,6.398412041
0.003638525,3.638525458,-19.46222826,44.09712635,1630.095354,6.24486824
0.005239247,5.239246525,-19.45963926,44.09739597,1677.91165,6.457385111
0.007179088,7.179088464,-19.46024235,44.09520152,1694.413434,6.530726374
0.002632362,2.632361963,-19.45973826,44.09552611,1699.932513,6.555255613
0.003538112,3.538112234,-19.45911984,44.09547027,1712.789503,6.612397791
0.002473556,2.473555705,-19.45926852,44.09686721,1691.869145,6.519418424
0.004405638,4.405638463,-19.45734427,44.09772666,1719.667563,6.642966947
0.002398133,2.398133318,-19.45980801,44.0970103,1679.382333,6.463921481
0.003251588,3.251588203,-19.45859169,44.0965592,1709.15289,6.596235065
0.003924772,3.924772113,-19.46111257,44.09613602,1664.942949,6.39974644
0.003037887,3.037886771,-19.45864101,44.0950148,1728.197625,6.680878332
0.002865708,2.865708414,-19.45847741,44.09633234,1714.285502,6.619046675
0.002579482,2.579481966,-19.45865477,44.09627126,1711.558034,6.606924595
0.00891689,8.916890011,-19.45929052,44.09479725,1718.42545,6.637446445
0.005389102,5.389102066,-19.45937342,44.09444241,1721.627706,6.651678692
0.002772415,2.77241504,-19.45911638,44.09603218,1705.523803,6.580105793
0.002624917,2.62491733,-19.45574965,44.09557061,1777.891366,6.901739406
0.002124507,2.124506671,-19.45642386,44.09530536,1767.953031,6.857569028
0.002825612,2.825611988,-19.46157045,44.09573028,1661.386766,6.383941182
0.002490357,2.490357349,-19.46056486,44.09767278,1656.089824,6.360399216
0.0071524,7.152400387,-19.46133522,44.09787085,1638.329368,6.281463857
0.002384914,2.384914277,-19.46304042,44.09622349,1626.070429,6.226979683
0.003096817,3.09681662,-19.45442759,44.09597045,1799.146685,6.996207491
0.002488386,2.488385893,-19.45393917,44.09593119,1809.353354,7.041570464
0.0020433,2.0433002,-19.45413712,44.09554203,1810.216609,7.045407153
0.002448526,2.448525792,-19.4560664,44.09541551,1773.59797,6.882657645
0.001890504,1.890503513,-19.45443336,44.09473668,1814.515616,7.06451385
0.004006782,4.006782428,-19.45163792,44.09516946,1864.516106,7.286738248
0.004400946,4.400946325,-19.44956643,44.09486407,1909.537244,7.486832197
0.004734288,4.734288228,-19.45032611,44.09690843,1870.287792,7.312390186
0.00583226,5.832260224,-19.44904764,44.09478816,1920.812954,7.536946461
0.003088728,3.088727613,-19.44902121,44.09669641,1899.042523,7.440188992
0.003955574,3.955573511,-19.44636758,44.09521396,1969.504841,7.753354849
0.006612597,6.612597006,-19.4445939,44.0966218,1989.62742,7.842788534
0.002244148,2.244147583,-19.44736762,44.09644119,1935.346128,7.601538346
0.005272243,5.272242687,-19.44469826,44.09506257,2004.870516,7.910535627
0.005434839,5.434839133,-19.44867932,44.09341085,1945.119529,7.644975682
0.002829467,2.829467285,-19.4475519,44.09338991,1967.741917,7.745519629
0.002355461,2.35546084,-19.44649137,44.09399545,1981.43735,7.806388222
0.003083718,3.08371792,-19.44510641,44.09429473,2005.585364,7.913712727
0.002666411,2.666410902,-19.44788715,44.09291088,1967.112968,7.742724301
0.002753365,2.753364761,-19.44767093,44.0931264,1968.675123,7.749667211
0.002811119,2.811118998,-19.44532871,44.09405042,2004.026712,7.906785388
0.003264301,3.264300805,-19.44837057,44.09218406,1966.911206,7.741827584
0.002089652,2.08965201,-19.44973729,44.09216486,1940.327739,7.62367884
0.002109552,2.109552081,-19.44718864,44.09330266,1976.040359,7.782401597
0.002662858,2.662858375,-19.44822,44.09275906,1962.4657,7.722069776
0.009822601,9.822600839,-19.45145429,44.09425285,1879.55508,7.353578132
0.004922359,4.922358551,-19.45125136,44.09404344,1886.216941,7.383186405
0.010640266,10.64026643,-19.45300912,44.09310808,1863.751655,7.283340688
0.011885718,11.88571842,-19.45458002,44.09333668,1829.986954,7.133275353
0.008003879,8.0038792,-19.4551132,44.09270845,1828.12964,7.125020623
0.003939388,3.939387637,-19.45412159,44.09158986,1862.852528,7.279344568
0.004469019,4.469019289,-19.45470967,44.09196156,1846.291002,7.205737787
0.002940318,2.940317902,-19.45308968,44.09478249,1840.495595,7.179980424
0.002436613,2.436613463,-19.45358038,44.09425547,1837.520133,7.166756145
0.005278105,5.278104957,-19.45479753,44.09351381,1823.366957,7.103853143
0.00268062,2.680620446,-19.45513186,44.09440817,1805.005402,7.02224623
0.003273415,3.273415263,-19.45290251,44.09448844,1847.919464,7.212975395
0.003543357,3.543356623,-19.45642133,44.09166926,1817.469713,7.077643168
0.002767082,2.767081956,-19.45567942,44.09302955,1812.731559,7.056584706
0.002086995,2.086994682,-19.4568187,44.09205928,1804.265023,7.018955656
0.001978398,1.978398286,-19.45593301,44.09186383,1824.076624,7.107007218
0.002512446,2.512446041,-19.45758199,44.09324943,1772.804128,6.87912946
0.002739888,2.739887999,-19.45585764,44.09168147,1828.119021,7.124973428
0.003130623,3.130623038,-19.45885563,44.09462805,1729.187837,6.685279277
0.004724278,4.724277503,-19.45267493,44.09263865,1876.549508,7.340220034
0.003031123,3.031123322,-19.45337084,44.09171986,1875.552387,7.335788387
0.002071191,2.071191012,-19.45772391,44.09250951,1780.455225,6.913134333
0.005592438,5.592438307,-19.46174344,44.09451113,1674.754436,6.44335305
0.006788422,6.78842249,-19.46176274,44.09414553,1679.529539,6.464575728
0.002998275,2.99827544,-19.46238314,44.09302955,1683.776457,6.48345092
0.003620888,3.620888153,-19.4614223,44.0934126,1696.538985,6.540173267
0.002896607,2.896606755,-19.45967172,44.09362724,1727.141328,6.676183678
0.003851507,3.851506632,-19.46224126,44.09372846,1676.299174,6.450218551
0.002898936,2.898935689,-19.46128708,44.09237514,1714.284946,6.619044207
0.003512636,3.512635716,-19.45971757,44.09269973,1739.469029,6.730973464
0.003271869,3.271869069,-19.45965001,44.09410539,1720.893921,6.648417425
0.002671141,2.671141016,-19.4609097,44.09365342,1702.926685,6.568563045
0.002253759,2.253758847,-19.46039055,44.0924973,1729.550358,6.686890478
0.0024101,2.410100221,-19.46058068,44.09425809,1700.759763,6.55893228
0.002995739,2.995738821,-19.46143432,44.09304438,1701.645511,6.562868936
0.002571613,2.571613478,-19.46286248,44.09163785,1695.676848,6.536341546
0.003459527,3.459526554,-19.46359707,44.09368919,1650.964222,6.337618765
0.002576888,2.57688825,-19.46374985,44.09295364,1658.968403,6.373192904
0.003126992,3.126992223,-19.46459568,44.09361852,1633.014263,6.257841168
0.002788677,2.788677485,-19.58334119,44.08832393,1506.846734,5.697096597
0.002611199,2.611198713,-19.57959793,44.08913976,1428.660332,5.349601475
0.003464975,3.464975319,-19.46198859,44.09054193,1729.036404,6.684606238
0.0025344,2.534399861,-19.46096983,44.09191357,1727.174623,6.676331656
0.002704353,2.704353141,-19.4604596,44.08844085,1790.849722,6.959332098
0.001945962,1.945962465,-19.46035132,44.09146857,1745.552247,6.758009989
0.002907867,2.90786714,-19.45671592,44.08947743,1844.27394,7.196773068
0.00292799,2.927989705,-19.45637136,44.09109861,1826.66991,7.118532933
0.001711949,1.711948904,-19.45996287,44.09237863,1739.443169,6.730858527
0.002432311,2.432310875,-19.45763134,44.09171725,1793.602713,6.971567614
0.00309137,3.091369502,-19.45697383,44.09077839,1819.882574,7.088366994
0.003802377,3.802376598,-19.45586224,44.09069812,1842.231237,7.187694385
0.003447502,3.447502417,-19.4560581,44.09170241,1823.968652,7.106527343
0.002954382,2.954381889,-19.4565296,44.09219191,1807.944169,7.035307417
0.003610966,3.610965575,-19.45482582,44.09003324,1871.736657,7.318829588
0.002081855,2.081855019,-19.45310832,44.09119285,1887.980938,7.391026391
0.003813792,3.813792287,-19.45349227,44.0914424,1877.070284,7.342534598
0.002283567,2.28356677,-19.45117289,44.09023742,1938.755222,7.616689878
0.002036531,2.03653123,-19.4524388,44.09055328,1909.908218,7.488480968
0.002154927,2.15492721,-19.45197366,44.09123473,1909.333096,7.485924871
0.002033857,2.033857383,-19.45187891,44.09124084,1911.083795,7.493705756
0.002022027,2.022027047,-19.44507816,44.09078275,2049.909079,8.110707018
0.002118714,2.118713539,-19.44496518,44.09077839,2052.184517,8.120820076
0.00296497,2.964969846,-19.4554903,44.08531541,1933.082053,7.591475793
0.002627811,2.627811079,-19.4573172,44.08515399,1902.547061,7.455764717
0.002495381,2.495381281,-19.4627242,44.08588605,1792.932795,6.968590198
0.002267919,2.267918843,-19.46258478,44.0866059,1782.924079,6.924107018
0.002128273,2.128273202,-19.46275367,44.08670886,1778.124236,6.902774383
0.002266361,2.266360835,-19.46283767,44.08716171,1768.851525,6.861562334
0.003010766,3.010765756,-19.56709016,44.08567141,1317.220917,4.854315188
0.002617837,2.617837403,-19.56742181,44.08512083,1334.844387,4.932641721
0.002255273,2.255272832,-19.56746097,44.08525433,1332.161792,4.920719074
0.002289692,2.289692297,-19.57153625,44.08520372,1389.412285,5.175165711
0.002353788,2.353787517,-19.57189276,44.08601257,1376.015123,5.115622767
0.00219053,2.190530054,-19.57108185,44.08625426,1358.852523,5.039344548
0.005065127,5.065127231,-19.59173324,44.08513305,1709.822597,6.599211542
0.003192746,3.192745819,-19.59086814,44.08504405,1696.744005,6.541084465
0.005661162,5.661161736,-19.59379882,44.08711342,1709.677673,6.598567434
0.002436865,2.436864527,-19.59350332,44.08709196,1704.836814,6.577052506
0.003539105,3.539105275,-19.5934859,44.08677603,1710.155849,6.600692664
0.00360785,3.60784988,-19.59409499,44.08548489,1744.100599,6.751558216
0.004210247,4.210246989,-19.59434044,44.0860476,1738.217062,6.725409163
0.002720578,2.720577559,-19.59575047,44.0857579,1768.190925,6.858626332
0.002693798,2.693798323,-19.59586265,44.08612867,1763.596474,6.838206552
0.003000235,3.000235362,-19.59205491,44.08667231,1686.962277,6.497610122
0.003352221,3.352221415,-19.59319954,44.08579486,1722.869035,6.657195713
0.003564962,3.564961667,-19.59494255,44.08716826,1729.007193,6.684476414
0.002726274,2.726273918,-19.59303422,44.086689,1703.782449,6.57236644
0.002215728,2.215728327,-19.59322323,44.08725052,1697.077891,6.542568404
0.002514289,2.514289016,-19.59190901,44.08673431,1683.292596,6.481300429
0.002323705,2.323704861,-19.59216829,44.08687021,1685.355209,6.490467597
0.002312063,2.312063122,-19.59507124,44.08750804,1725.394044,6.668417975
0.00372415,3.724149889,-19.59143543,44.08586997,1690.962841,6.515390404
0.003459782,3.459782063,-19.59830532,44.08408883,1842.95818,7.190925246
0.002578142,2.578141822,-19.59624342,44.08198939,1846.001392,7.204450632
0.002266043,2.266042501,-19.59790045,44.08163769,1880.896896,7.359541762
0.002667407,2.667407358,-19.59890202,44.08379436,1858.716324,7.260961441
0.002636952,2.636951595,-19.59947745,44.0842319,1861.076538,7.27145128
0.003042341,3.042340515,-19.59594451,44.08192501,1842.145062,7.187311385
0.001883676,1.883676003,-19.5954241,44.08156616,1840.201582,7.178673697
0.002069789,2.069789124,-19.59159694,44.08477554,1714.225125,6.618778332
0.002607763,2.607763293,-19.59027174,44.08513677,1684.858221,6.488258762
0.002581848,2.581847622,-19.58926864,44.08422951,1685.479216,6.491018736
0.002130655,2.13065519,-19.59011058,44.08179864,1747.516099,6.766738217
0.002266695,2.266695488,-19.590281,44.08159477,1754.393529,6.797304572
0.002958439,2.958439479,-19.59112675,44.08263555,1747.58506,6.767044713
0.004342031,4.342030923,-19.59103569,44.08272378,1744.341343,6.75262819
0.00207334,2.073339728,-19.59088535,44.0842927,1711.359794,6.606043529
0.001800878,1.800878183,-19.58992468,44.0837574,1705.626289,6.580561284
0.002573899,2.573898933,-19.57196824,44.08436065,1414.974058,5.288773593
0.002597206,2.597206184,-19.57166312,44.08448226,1407.871982,5.257208809
0.00275985,2.759850228,-19.57388815,44.08200012,1496.68742,5.651944089
0.002732812,2.732812363,-19.5746541,44.08164603,1515.608761,5.736038937
0.002418046,2.418045931,-19.57468504,44.08284419,1488.357999,5.614924441
0.002780882,2.780881814,-19.57138969,44.08466824,1399.724042,5.220995741
0.002106474,2.106474018,-19.57511292,44.08343671,1480.96766,5.582078488
0.002159219,2.159218681,-19.57472607,44.08336994,1476.917563,5.564078056
0.0020889,2.088899684,-19.56633563,44.08455736,1334.265496,4.930068872
0.003215052,3.215051725,-19.56702996,44.08404949,1355.63159,5.025029291
0.002465045,2.465045208,-19.56595689,44.08518326,1314.102153,4.840454014
0.003458433,3.458432813,-19.56570664,44.0822314,1383.950714,5.150892064
0.002204494,2.204493612,-19.5668849,44.08451325,1342.460894,4.966492861
0.001855115,1.855115208,-19.56701271,44.08452041,1343.953495,4.973126643
0.004295232,4.295232291,-19.5335521,44.12143179,88.65831444,-0.605963047
0.001523891,1.52389095,-19.51718168,44.12327884,296.1460627,0.316204723
0.003436878,3.436878227,-19.51437835,44.12604043,386.1494006,0.716219558
0.002659799,2.659799398,-19.52235308,44.12490613,223.1977685,-0.008009918
0.002102161,2.102160652,-19.52311829,44.12449778,202.540425,-0.099820333
0.002387751,2.387751392,-19.52188078,44.12529877,238.8020178,0.061342301
0.001693542,1.693541747,-19.52345707,44.12683008,251.2965485,0.116873549
0.002209206,2.209205696,-19.52247672,44.12683532,264.0958127,0.173759168
0.002059734,2.059734205,-19.52882422,44.12883169,268.964653,0.195398458
0.002391205,2.391204683,-19.53215722,44.12505068,160.1536592,-0.288205959
0.001800222,1.800221964,-19.53442573,44.12473583,172.8874313,-0.231611416
0.002648379,2.648378741,-19.53274451,44.12426612,142.4589374,-0.366849167
0.002959776,2.95977623,-19.52955192,44.12679038,206.0904803,-0.08404231
0.00251368,2.513680178,-19.53504399,44.12231773,130.3355881,-0.42073072
0.003270597,3.270597229,-19.5350879,44.12165809,121.6052003,-0.459532443
0.00286064,2.860639829,-19.54301237,44.12317369,299.0871459,0.329276204
0.002009832,2.009832091,-19.54326268,44.12312483,303.7849981,0.350155547
0.002512693,2.512692805,-19.54344925,44.115833,318.8114466,0.416939763
0.001978568,1.978567647,-19.52568585,44.11245176,247.3506701,0.099336312
0.005146464,5.146464024,-19.52187138,44.11135599,316.1864358,0.405273048
0.001774697,1.774697428,-19.52583393,44.112603,241.8884889,0.075059951
0.002257725,2.257724606,-19.52428558,44.11269607,253.9676358,0.128745048
0.002557908,2.557907857,-19.5233876,44.11292293,258.349814,0.148221396
0.002440347,2.440346878,-19.52537153,44.11429791,200.0771254,-0.110768331
0.002162115,2.16211493,-19.52214921,44.1123296,288.5683556,0.282526025
0.001999279,1.999278662,-19.52460149,44.11314461,238.7451339,0.061089484
