2001-342T13:19:10.000  0.001142  0.000207  0.000039 -0.018478  0.066492 -0.496377  0.865360
2001-342T13:19:11.000  0.001114  0.000215  0.000046 -0.017931  0.066303 -0.496399  0.865373
2001-342T13:19:12.000  0.001125  0.000203  0.000032 -0.017391  0.066114 -0.496421  0.865386
2001-342T13:19:13.000  0.001132  0.000200  0.000050 -0.016848  0.065924 -0.496442  0.865399
2001-342T13:19:14.000  0.001132  0.000212  0.000033 -0.016301  0.065735 -0.496465  0.865411
2001-342T13:19:15.000  0.001140  0.000216  0.000035 -0.015756  0.065546 -0.496487  0.865422
2001-342T13:19:16.000  0.001144  0.000216  0.000058 -0.015213  0.065357 -0.496508  0.865435
2001-342T13:19:17.000  0.001111  0.000232  0.000041 -0.014667  0.065168 -0.496531  0.865445
2001-342T13:19:18.000  0.001127  0.000238  0.000042 -0.014119  0.064978 -0.496553  0.865456
2001-342T13:19:19.000  0.001123  0.000217  0.000048 -0.013575  0.064790 -0.496574  0.865466
2001-342T13:19:20.000  0.001132  0.000223  0.000026 -0.013026  0.064601 -0.496596  0.865476
2001-342T13:19:21.000  0.001132  0.000216  0.000027 -0.012481  0.064413 -0.496618  0.865486
2001-342T13:19:22.000  0.001150  0.000212  0.000039 -0.011930  0.064222 -0.496639  0.865496
2001-342T13:19:23.000  0.001137  0.000214  0.000034 -0.011381  0.064033 -0.496660  0.865505
2001-342T13:19:24.000  0.001145  0.000222  0.000032 -0.010827  0.063842 -0.496681  0.865514
2001-342T13:19:25.000  0.001149  0.000210  0.000053 -0.010278  0.063654 -0.496703  0.865522
2001-342T13:19:26.000  0.001160  0.000223  0.000047 -0.009729  0.063464 -0.496723  0.865531
2001-342T13:19:27.000  0.001145  0.000225  0.000051 -0.009174  0.063274 -0.496743  0.865539
2001-342T13:19:28.000  0.001147  0.000229  0.000046 -0.008619  0.063084 -0.496765  0.865547
2001-342T13:19:29.000  0.001166  0.000231  0.000039 -0.008064  0.062892 -0.496786  0.865554
2001-342T13:19:30.000  0.001160  0.000210  0.000023 -0.007508  0.062699 -0.496806  0.865561
2001-342T13:19:31.000  0.001157  0.000212  0.000032 -0.006948  0.062507 -0.496827  0.865568
2001-342T13:19:32.000  0.001160  0.000228  0.000042 -0.006392  0.062316 -0.496847  0.865574
2001-342T13:19:33.000  0.001150  0.000206  0.000036 -0.005830  0.062121 -0.496870  0.865579
2001-342T13:19:34.000  0.001172  0.000217  0.000025 -0.005268  0.061926 -0.496892  0.865584
2001-342T13:19:35.000  0.001164  0.000221  0.000031 -0.004707  0.061734 -0.496915  0.865588
2001-342T13:19:36.000  0.001194  0.000218  0.000035 -0.004141  0.061537 -0.496938  0.865592
2001-342T13:19:37.000  0.001182  0.000206  0.000040 -0.003577  0.061341 -0.496962  0.865594
2001-342T13:19:38.000  0.001174  0.000215  0.000010 -0.003006  0.061144 -0.496989  0.865595
2001-342T13:19:39.000  0.001182  0.000216  0.000037 -0.002435  0.060945 -0.497015  0.865595
2001-342T13:19:40.000  0.001193  0.000226  0.000012 -0.001861  0.060746 -0.497043  0.865595
2001-342T13:19:41.000  0.001205  0.000221  0.000016 -0.001289  0.060545 -0.497072  0.865593
2001-342T13:19:42.000  0.001211  0.000239  0.000008 -0.000716  0.060345 -0.497104  0.865590
2001-342T13:19:43.000  0.001203  0.000229  0.000005 -0.000131  0.060140 -0.497137  0.865586
2001-342T13:19:44.000  0.001227  0.000235  0.000004  0.000448  0.059936 -0.497171  0.865580
2001-342T13:19:45.000  0.001229  0.000239  0.000004  0.001030  0.059730 -0.497207  0.865573
2001-342T13:19:46.000  0.001206  0.000218 -0.000002  0.001617  0.059522 -0.497246  0.865564
2001-342T13:19:47.000  0.001224  0.000200 -0.000007  0.002203  0.059314 -0.497286  0.865554
2001-342T13:19:48.000  0.001234  0.000249 -0.000010  0.002794  0.059104 -0.497329  0.865542
2001-342T13:19:49.000  0.001246  0.000215 -0.000037  0.003390  0.058890 -0.497376  0.865527
2001-342T13:19:50.000  0.001262  0.000191 -0.000040  0.003986  0.058675 -0.497426  0.865510
2001-342T13:19:51.000  0.001275  0.000221 -0.000025  0.004583  0.058459 -0.497476  0.865494
2001-342T13:19:52.000  0.001283  0.000230 -0.000052  0.005184  0.058242 -0.497529  0.865474
2001-342T13:19:53.000  0.001263  0.000229 -0.000056  0.005782  0.058026 -0.497583  0.865454
2001-342T13:19:54.000  0.001260  0.000208 -0.000053  0.006389  0.057804 -0.497640  0.865432
2001-342T13:19:55.000  0.001266  0.000225 -0.000079  0.006994  0.057584 -0.497698  0.865408
2001-342T13:19:56.000  0.001287  0.000227 -0.000054  0.007604  0.057361 -0.497757  0.865384
2001-342T13:19:57.000  0.001301  0.000225 -0.000056  0.008210  0.057139 -0.497818  0.865359
2001-342T13:19:58.000  0.001268  0.000207 -0.000075  0.008816  0.056915 -0.497882  0.865330
2001-342T13:19:59.000  0.001299  0.000224 -0.000058  0.009431  0.056689 -0.497946  0.865302
2001-342T13:19:60.000  0.001306  0.000231 -0.000086  0.010041  0.056464 -0.498012  0.865272
2001-342T13:20:01.000  0.001286  0.000206 -0.000074  0.010654  0.056236 -0.498078  0.865241
2001-342T13:20:02.000  0.001299  0.000246 -0.000069  0.011270  0.056007 -0.498145  0.865209
2001-342T13:20:03.000  0.001313  0.000209 -0.000096  0.011888  0.055776 -0.498216  0.865176
2001-342T13:20:04.000  0.001321  0.000216 -0.000095  0.012504  0.055545 -0.498284  0.865142
2001-342T13:20:05.000  0.001306  0.000202 -0.000082  0.013124  0.055311 -0.498355  0.865108
2001-342T13:20:06.000  0.001309  0.000213 -0.000068  0.013744  0.055078 -0.498424  0.865073
2001-342T13:20:07.000  0.001327  0.000213 -0.000077  0.014361  0.054844 -0.498494  0.865037
2001-342T13:20:08.000  0.001326  0.000215 -0.000067  0.014980  0.054609 -0.498563  0.865002
2001-342T13:20:09.000  0.001318  0.000206 -0.000084  0.015596  0.054373 -0.498633  0.864966
2001-342T13:20:10.000  0.001306  0.000224 -0.000090  0.016216  0.054137 -0.498703  0.864929
2001-342T13:20:11.000  0.001314  0.000217 -0.000088  0.016833  0.053899 -0.498773  0.864891
2001-342T13:20:12.000  0.001315  0.000181 -0.000081  0.017450  0.053658 -0.498843  0.864854
2001-342T13:20:13.000  0.001305  0.000202 -0.000093  0.018066  0.053418 -0.498914  0.864815
2001-342T13:20:14.000  0.001306  0.000194 -0.000097  0.018677  0.053179 -0.498986  0.864775
2001-342T13:20:15.000  0.001308  0.000202 -0.000104  0.019295  0.052935 -0.499059  0.864734
2001-342T13:20:16.000  0.001293  0.000177 -0.000100  0.019902  0.052693 -0.499134  0.864692
2001-342T13:20:17.000  0.001288  0.000204 -0.000110  0.020509  0.052452 -0.499211  0.864648
2001-342T13:20:18.000  0.001295  0.000171 -0.000117  0.021113  0.052209 -0.499291  0.864602
2001-342T13:20:19.000  0.001284  0.000184 -0.000137  0.021712  0.051967 -0.499374  0.864554
2001-342T13:20:20.000  0.001279  0.000160 -0.000124  0.022305  0.051726 -0.499460  0.864504
2001-342T13:20:21.000  0.001272  0.000170 -0.000163  0.022898  0.051483 -0.499551  0.864450
2001-342T13:20:22.000  0.001272  0.000176 -0.000142  0.023483  0.051243 -0.499645  0.864395
2001-342T13:20:23.000  0.001266  0.000158 -0.000166  0.024062  0.051003 -0.499743  0.864336
2001-342T13:20:24.000  0.001231  0.000147 -0.000179  0.024637  0.050763 -0.499848  0.864273
2001-342T13:20:25.000  0.001237  0.000164 -0.000174  0.025206  0.050525 -0.499958  0.864207
2001-342T13:20:26.000  0.001228  0.000150 -0.000223  0.025774  0.050285 -0.500075  0.864137
2001-342T13:20:27.000  0.001186  0.000143 -0.000232  0.026332  0.050047 -0.500198  0.864062
2001-342T13:20:28.000  0.001191  0.000152 -0.000256  0.026888  0.049810 -0.500332  0.863982
2001-342T13:20:29.000  0.001191  0.000122 -0.000266  0.027430  0.049575 -0.500471  0.863897
2001-342T13:20:30.000  0.001156  0.000135 -0.000276  0.027964  0.049345 -0.500618  0.863808
2001-342T13:20:31.000  0.001149  0.000140 -0.000302  0.028494  0.049113 -0.500778  0.863711
2001-342T13:20:32.000  0.001124  0.000134 -0.000331  0.029008  0.048887 -0.500947  0.863609
2001-342T13:20:33.000  0.001115  0.000120 -0.000375  0.029515  0.048664 -0.501127  0.863500
2001-342T13:20:34.000  0.001098  0.000117 -0.000388  0.030013  0.048442 -0.501318  0.863385
2001-342T13:20:35.000  0.001084  0.000123 -0.000411  0.030498  0.048227 -0.501520  0.863262
2001-342T13:20:36.000  0.001066  0.000126 -0.000455  0.030967  0.048014 -0.501733  0.863134
2001-342T13:20:37.000  0.001010  0.000090 -0.000488  0.031422  0.047805 -0.501961  0.862997
2001-342T13:20:38.000  0.000971  0.000084 -0.000528  0.031864  0.047602 -0.502203  0.862851
2001-342T13:20:39.000  0.000973  0.000082 -0.000560  0.032289  0.047405 -0.502457  0.862698
2001-342T13:20:40.000  0.000920  0.000081 -0.000578  0.032695  0.047214 -0.502724  0.862537
2001-342T13:20:41.000  0.000870  0.000080 -0.000611  0.033081  0.047029 -0.503004  0.862369
2001-342T13:20:42.000  0.000834  0.000045 -0.000659  0.033449  0.046851 -0.503298  0.862193
2001-342T13:20:43.000  0.000797  0.000047 -0.000687  0.033798  0.046681 -0.503605  0.862009
2001-342T13:20:44.000  0.000738  0.000057 -0.000725  0.034124  0.046520 -0.503925  0.861818
2001-342T13:20:45.000  0.000701  0.000033 -0.000748  0.034426  0.046366 -0.504256  0.861621
2001-342T13:20:46.000  0.000657  0.000013 -0.000775  0.034706  0.046221 -0.504598  0.861418
2001-342T13:20:47.000  0.000615  0.000022 -0.000812  0.034966  0.046082 -0.504955  0.861205
2001-342T13:20:48.000  0.000589  0.000007 -0.000845  0.035204  0.045952 -0.505321  0.860988
2001-342T13:20:49.000  0.000539 -0.000027 -0.000856  0.035420  0.045827 -0.505694  0.860766
2001-342T13:20:50.000  0.000473 -0.000028 -0.000879  0.035614  0.045709 -0.506078  0.860539
2001-342T13:20:51.000  0.000454 -0.000022 -0.000889  0.035789  0.045598 -0.506472  0.860306
2001-342T13:20:52.000  0.000398 -0.000024 -0.000910  0.035940  0.045494 -0.506868  0.860072
2001-342T13:20:53.000  0.000352 -0.000084 -0.000927  0.036071  0.045391 -0.507274  0.859832
2001-342T13:20:54.000  0.000329 -0.000056 -0.000942  0.036181  0.045296 -0.507687  0.859589
2001-342T13:20:55.000  0.000265 -0.000094 -0.000987  0.036267  0.045203 -0.508108  0.859341
2001-342T13:20:56.000  0.000227 -0.000091 -0.000996  0.036328  0.045116 -0.508538  0.859089
2001-342T13:20:57.000  0.000181 -0.000121 -0.000996  0.036363  0.045033 -0.508976  0.858833
2001-342T13:20:58.000  0.000133 -0.000142 -0.001044  0.036373  0.044955 -0.509428  0.858568
2001-342T13:20:59.000  0.000085 -0.000160 -0.001082  0.036359  0.044882 -0.509888  0.858300
2001-342T13:20:60.000  0.000036 -0.000178 -0.001076  0.036319  0.044812 -0.510355  0.858027
2001-342T13:21:01.000 -0.000002 -0.000191 -0.001095  0.036256  0.044745 -0.510829  0.857751
2001-342T13:21:02.000 -0.000021 -0.000210 -0.001113  0.036171  0.044679 -0.511304  0.857475
2001-342T13:21:03.000 -0.000054 -0.000239 -0.001113  0.036060  0.044613 -0.511796  0.857190
2001-342T13:21:04.000 -0.000146 -0.000255 -0.001152  0.035924  0.044552 -0.512284  0.856907
2001-342T13:21:05.000 -0.000175 -0.000280 -0.001120  0.035765  0.044493 -0.512768  0.856627
2001-342T13:21:06.000 -0.000190 -0.000308 -0.001130  0.035581  0.044432 -0.513246  0.856352
2001-342T13:21:07.000 -0.000207 -0.000341 -0.001178  0.035384  0.044363 -0.513725  0.856076
2001-342T13:21:08.000 -0.000186 -0.000371 -0.001119  0.035180  0.044284 -0.514201  0.855803
2001-342T13:21:09.000 -0.000238 -0.000410 -0.000966  0.034963  0.044192 -0.514644  0.855550
2001-342T13:21:10.000 -0.000238 -0.000435 -0.000914  0.034734  0.044089 -0.515063  0.855313
2001-342T13:21:11.000 -0.000263 -0.000466 -0.000880  0.034492  0.043973 -0.515463  0.855087
2001-342T13:21:12.000 -0.000260 -0.000509 -0.000829  0.034240  0.043842 -0.515843  0.854875
2001-342T13:21:13.000 -0.000192 -0.000560 -0.000756  0.033990  0.043681 -0.516194  0.854682
2001-342T13:21:14.000 -0.000216 -0.000594 -0.000578  0.033738  0.043494 -0.516476  0.854531
2001-342T13:21:15.000 -0.000194 -0.000641 -0.000556  0.033475  0.043291 -0.516728  0.854399
2001-342T13:21:16.000 -0.000190 -0.000711 -0.000424  0.033207  0.043060 -0.516931  0.854298
2001-342T13:21:17.000 -0.000187 -0.000716 -0.000190  0.032937  0.042806 -0.517074  0.854235
2001-342T13:21:18.000 -0.000127 -0.000777 -0.000251  0.032674  0.042520 -0.517173  0.854199
2001-342T13:21:19.000 -0.000077 -0.000879 -0.000088  0.032415  0.042193 -0.517231  0.854190
2001-342T13:21:20.000 -0.000080 -0.000901  0.000067  0.032161  0.041840 -0.517217  0.854226
2001-342T13:21:21.000  0.000050 -0.000934  0.000106  0.031925  0.041446 -0.517169  0.854283
2001-342T13:21:22.000  0.000048 -0.001006  0.000462  0.031685  0.041020 -0.517047  0.854386
2001-342T13:21:23.000  0.000138 -0.001042  0.000748  0.031468  0.040547 -0.516837  0.854544
2001-342T13:21:24.000  0.000232 -0.001090  0.000957  0.031279  0.040032 -0.516538  0.854756
2001-342T13:21:25.000  0.000280 -0.001151  0.001158  0.031113  0.039463 -0.516146  0.855025
2001-342T13:21:26.000  0.000308 -0.001203  0.001255  0.030960  0.038860 -0.515683  0.855337
2001-342T13:21:27.000  0.000405 -0.001251  0.001303  0.030836  0.038214 -0.515153  0.855691
2001-342T13:21:28.000  0.000518 -0.001338  0.001436  0.030741  0.037509 -0.514541  0.856093
2001-342T13:21:29.000  0.000674 -0.001369  0.001633  0.030681  0.036756 -0.513865  0.856534
2001-342T13:21:30.000  0.000721 -0.001429  0.001885  0.030650  0.035946 -0.513097  0.857029
2001-342T13:21:31.000  0.000754 -0.001465  0.001936  0.030626  0.035106 -0.512312  0.857535
2001-342T13:21:32.000  0.000874 -0.001534  0.002008  0.030626  0.034222 -0.511510  0.858049
2001-342T13:21:33.000  0.000929 -0.001590  0.002199  0.030662  0.033283 -0.510677  0.858581
2001-342T13:21:34.000  0.001077 -0.001606  0.002174  0.030721  0.032307 -0.509824  0.859123
2001-342T13:21:35.000  0.001269 -0.001677  0.002090  0.030829  0.031258 -0.508976  0.859660
2001-342T13:21:36.000  0.001258 -0.001772  0.002365  0.030967  0.030159 -0.508060  0.860236
2001-342T13:21:37.000  0.001554 -0.001793  0.001992  0.031154  0.028998 -0.507129  0.860819
2001-342T13:21:38.000  0.001607 -0.001937  0.002357  0.031382  0.027763 -0.506183  0.861408
2001-342T13:21:39.000  0.001545 -0.002000  0.002784  0.031605  0.026487 -0.505194  0.862020
2001-342T13:21:40.000  0.001808 -0.001627  0.002287  0.031898  0.025235 -0.504272  0.862587
2001-342T13:21:41.000  0.001756 -0.001696  0.002259  0.032261  0.024037 -0.503394  0.863120
2001-342T13:21:42.000  0.001775 -0.001753  0.001947  0.032621  0.022809 -0.502568  0.863621
2001-342T13:21:43.000  0.001945 -0.001836  0.001423  0.033002  0.021525 -0.501865  0.864048
2001-342T13:21:44.000  0.001846 -0.001582  0.001460  0.033419  0.020320 -0.501252  0.864417
2001-342T13:21:45.000  0.001891 -0.001571  0.001188  0.033858  0.019170 -0.500713  0.864739
2001-342T13:21:46.000  0.001985 -0.001675  0.000979  0.034295  0.017973 -0.500259  0.865010
2001-342T13:21:47.000  0.001865 -0.001778  0.001236  0.034708  0.016736 -0.499851  0.865254
2001-342T13:21:48.000  0.001920 -0.001436  0.000702  0.035161  0.015567 -0.499543  0.865435
2001-342T13:21:49.000  0.002054 -0.001493  0.000089  0.035638  0.014444 -0.499405  0.865515
2001-342T13:21:50.000  0.001788 -0.001644  0.000162  0.036078  0.013283 -0.499341  0.865552
2001-342T13:21:51.000  0.001855 -0.001289 -0.000462  0.036528  0.012155 -0.499410  0.865510
2001-342T13:21:52.000  0.001889 -0.001381 -0.000719  0.036994  0.011108 -0.499618  0.865384
2001-342T13:21:53.000  0.001718 -0.001514 -0.000469  0.037418  0.010038 -0.499891  0.865221
2001-342T13:21:54.000  0.001852 -0.001542 -0.000941  0.037805  0.008948 -0.500275  0.864995
2001-342T13:21:55.000  0.001705 -0.001283 -0.001069  0.038215  0.007982 -0.500799  0.864683
2001-342T13:21:56.000  0.001493 -0.001334 -0.001146  0.038571  0.007051 -0.501399  0.864327
2001-342T13:21:57.000  0.001449 -0.001405 -0.001662  0.038877  0.006097 -0.502103  0.863912
