PDS_VERSION_ID                = PDS3                                                       
                                                                                           
RECORD_TYPE                   = FIXED_LENGTH                                               
RECORD_BYTES                  = 93                                                         
FILE_RECORDS                  = 701                                                        
LABEL_RECORDS                 = 37                                                         
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,7(1X,F9.6))"                
^TABLE                        = 39                                                         
PRODUCT_ID                    = "RATES_AND_QUATERNIONS_P102"                               
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                                        
INSTRUMENT_NAME               = "ACCELEROMETER"                                            
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                             
TARGET_NAME                   = MARS                                                       
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:30.78                                     
START_TIME                    = 2001-12-13T03:52:39.00Z                                    
STOP_TIME                     = 2001-12-13T04:03:41.00Z                                    
                                                                                           
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                                   
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                                   
                                                                                           
OBJECT                        = TABLE                                                      
 ROWS                         = 663                                                        
 ROW_BYTES                    = 93                                                         
 INTERCHANGE_FORMAT           = ASCII                                                      
 COLUMNS                      = 8                                                          
 ^STRUCTURE                   = "RATEQUAT.FMT"                                             
 DESCRIPTION                  = "                                                          
  The data in this file are the angular rates and quaternions from the Mars                
  Odyssey for orbit 102 of aerobraking at Mars.  The data comes from                       
  p102_slew.drf.                                                                           
                                                                                           
  R.H. Tolson                                                                              
  03-Nov-2007                                                                              
  "                                                                                        
                                                                                           
END_OBJECT                    = TABLE                                                      
END                                                                                        
                                                                                           
2001-347T03:52:39.000  0.001086  0.000150 -0.000038  0.096874 -0.101186  0.493546 -0.858364
2001-347T03:52:40.000  0.001070  0.000140 -0.000051  0.096380 -0.100980  0.493629 -0.858396
2001-347T03:52:41.000  0.001074  0.000147 -0.000043  0.095883 -0.100775  0.493711 -0.858429
2001-347T03:52:42.000  0.001073  0.000151 -0.000035  0.095389 -0.100571  0.493795 -0.858460
2001-347T03:52:43.000  0.001077  0.000150 -0.000059  0.094894 -0.100368  0.493878 -0.858490
2001-347T03:52:44.000  0.001078  0.000146 -0.000057  0.094398 -0.100164  0.493961 -0.858521
2001-347T03:52:45.000  0.001070  0.000151 -0.000049  0.093898 -0.099961  0.494044 -0.858552
2001-347T03:52:46.000  0.001076  0.000144 -0.000059  0.093404 -0.099757  0.494127 -0.858582
2001-347T03:52:47.000  0.001067  0.000150 -0.000058  0.092906 -0.099554  0.494211 -0.858611
2001-347T03:52:48.000  0.001101  0.000153 -0.000040  0.092414 -0.099353  0.494293 -0.858640
2001-347T03:52:49.000  0.001081  0.000169 -0.000036  0.091912 -0.099149  0.494376 -0.858670
2001-347T03:52:50.000  0.001058  0.000157 -0.000048  0.091415 -0.098947  0.494459 -0.858698
2001-347T03:52:51.000  0.001087  0.000142 -0.000063  0.090918 -0.098744  0.494543 -0.858726
2001-347T03:52:52.000  0.001071  0.000154 -0.000066  0.090423 -0.098545  0.494626 -0.858754
2001-347T03:52:53.000  0.001069  0.000147 -0.000051  0.089924 -0.098342  0.494710 -0.858781
2001-347T03:52:54.000  0.001066  0.000163 -0.000065  0.089428 -0.098142  0.494795 -0.858807
