PDS_VERSION_ID                = PDS3                                                       
                                                                                           
RECORD_TYPE                   = FIXED_LENGTH                                               
RECORD_BYTES                  = 93                                                         
FILE_RECORDS                  = 691                                                        
LABEL_RECORDS                 = 37                                                         
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,7(1X,F9.6))"                
^TABLE                        = 39                                                         
PRODUCT_ID                    = "RATES_AND_QUATERNIONS_P116"                               
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                                        
INSTRUMENT_NAME               = "ACCELEROMETER"                                            
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                             
TARGET_NAME                   = MARS                                                       
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:34.63                                     
START_TIME                    = 2001-12-16T11:45:31.00Z                                    
STOP_TIME                     = 2001-12-16T11:57:01.00Z                                    
                                                                                           
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                                   
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                                   
                                                                                           
OBJECT                        = TABLE                                                      
 ROWS                         = 691                                                        
 ROW_BYTES                    = 93                                                         
 INTERCHANGE_FORMAT           = ASCII                                                      
 COLUMNS                      = 8                                                          
 ^STRUCTURE                   = "RATEQUAT.FMT"                                             
 DESCRIPTION                  = "                                                          
  The data in this file are the angular rates and quaternions from the Mars                
  Odyssey for orbit 116 of aerobraking at Mars.  The data comes from                       
  p116_slew.drf.                                                                           
                                                                                           
  R.H. Tolson                                                                              
  03-Nov-2007                                                                              
  "                                                                                        
                                                                                           
END_OBJECT                    = TABLE                                                      
END                                                                                        
                                                                                           
2001-350T11:45:31.000  0.001130  0.000055 -0.000034 -0.179707  0.140515 -0.477566  0.848464
2001-350T11:45:32.000  0.001130  0.000067 -0.000038 -0.179216  0.140271 -0.477670  0.848550
2001-350T11:45:33.000  0.001121  0.000050 -0.000022 -0.178723  0.140023 -0.477775  0.848636
2001-350T11:45:34.000  0.001130  0.000076 -0.000031 -0.178231  0.139780 -0.477878  0.848721
2001-350T11:45:35.000  0.001138  0.000068 -0.000045 -0.177740  0.139534 -0.477983  0.848806
2001-350T11:45:36.000  0.001122  0.000054 -0.000044 -0.177253  0.139289 -0.478086  0.848890
2001-350T11:45:37.000  0.001118  0.000058 -0.000040 -0.176758  0.139043 -0.478190  0.848975
2001-350T11:45:38.000  0.001127  0.000068 -0.000046 -0.176267  0.138799 -0.478294  0.849058
2001-350T11:45:39.000  0.001129  0.000073 -0.000048 -0.175774  0.138554 -0.478399  0.849141
2001-350T11:45:40.000  0.001138  0.000068 -0.000041 -0.175283  0.138309 -0.478503  0.849224
2001-350T11:45:41.000  0.001134  0.000086 -0.000052 -0.174788  0.138064 -0.478609  0.849306
2001-350T11:45:42.000  0.001122  0.000073 -0.000040 -0.174301  0.137823 -0.478713  0.849387
2001-350T11:45:43.000  0.001143  0.000074 -0.000038 -0.173802  0.137576 -0.478817  0.849470
2001-350T11:45:44.000  0.001129  0.000076 -0.000055 -0.173310  0.137333 -0.478923  0.849550
2001-350T11:45:45.000  0.001131  0.000067 -0.000052 -0.172819  0.137090 -0.479029  0.849630
2001-350T11:45:46.000  0.001136  0.000070 -0.000060 -0.172321  0.136846 -0.479135  0.849711
2001-350T11:45:47.000  0.001147  0.000076 -0.000056 -0.171825  0.136601 -0.479241  0.849791
2001-350T11:45:48.000  0.001139  0.000083 -0.000055 -0.171332  0.136358 -0.479345  0.849871
2001-350T11:45:49.000  0.001133  0.000082 -0.000050 -0.170837  0.136115 -0.479451  0.849949
2001-350T11:45:50.000  0.001150  0.000083 -0.000058 -0.170342  0.135872 -0.479557  0.850028
2001-350T11:45:51.000  0.001118  0.000072 -0.000056 -0.169848  0.135630 -0.479662  0.850106
2001-350T11:45:52.000  0.001149  0.000067 -0.000050 -0.169354  0.135388 -0.479768  0.850183
2001-350T11:45:53.000  0.001141  0.000079 -0.000060 -0.168857  0.135145 -0.479874  0.850261
2001-350T11:45:54.000  0.001138  0.000076 -0.000049 -0.168363  0.134905 -0.479980  0.850337
2001-350T11:45:55.000  0.001144  0.000079 -0.000041 -0.167866  0.134662 -0.480087  0.850414
2001-350T11:45:56.000  0.001126  0.000091 -0.000043 -0.167372  0.134421 -0.480192  0.850490
2001-350T11:45:57.000  0.001137  0.000066 -0.000059 -0.166874  0.134179 -0.480300  0.850565
2001-350T11:45:58.000  0.001132  0.000098 -0.000057 -0.166380  0.133939 -0.480406  0.850640
2001-350T11:45:59.000  0.001128  0.000076 -0.000049 -0.165881  0.133696 -0.480513  0.850715
2001-350T11:46:00.000  0.001126  0.000088 -0.000041 -0.165385  0.133457 -0.480619  0.850789
2001-350T11:46:01.000  0.001120  0.000074 -0.000050 -0.164887  0.133214 -0.480727  0.850863
2001-350T11:46:02.000  0.001126  0.000072 -0.000036 -0.164391  0.132974 -0.480834  0.850936
2001-350T11:46:03.000  0.001134  0.000097 -0.000070 -0.163892  0.132732 -0.480942  0.851009
2001-350T11:46:04.000  0.001127  0.000071 -0.000060 -0.163396  0.132492 -0.481049  0.851081
2001-350T11:46:05.000  0.001109  0.000088 -0.000046 -0.162896  0.132252 -0.481156  0.851154
2001-350T11:46:06.000  0.001141  0.000095 -0.000049 -0.162399  0.132013 -0.481263  0.851226
2001-350T11:46:07.000  0.001118  0.000087 -0.000066 -0.161899  0.131772 -0.481372  0.851296
2001-350T11:46:08.000  0.001136  0.000091 -0.000056 -0.161402  0.131532 -0.481480  0.851367
2001-350T11:46:09.000  0.001127  0.000098 -0.000049 -0.160902  0.131293 -0.481587  0.851438
2001-350T11:46:10.000  0.001125  0.000064 -0.000055 -0.160405  0.131053 -0.481693  0.851509
2001-350T11:46:11.000  0.001145  0.000077 -0.000058 -0.159904  0.130815 -0.481802  0.851578
2001-350T11:46:12.000  0.001140  0.000117 -0.000075 -0.159404  0.130577 -0.481910  0.851647
2001-350T11:46:13.000  0.001127  0.000067 -0.000071 -0.158903  0.130336 -0.482018  0.851717
2001-350T11:46:14.000  0.001136  0.000082 -0.000065 -0.158406  0.130100 -0.482126  0.851784
2001-350T11:46:15.000  0.001120  0.000079 -0.000074 -0.157904  0.129859 -0.482234  0.851853
2001-350T11:46:16.000  0.001134  0.000095 -0.000053 -0.157403  0.129622 -0.482341  0.851921
2001-350T11:46:17.000  0.001140  0.000107 -0.000079 -0.156900  0.129383 -0.482451  0.851988
