PDS_VERSION_ID          = PDS3                                                
                                                                              
RECORD_TYPE             = FIXED_LENGTH                                        
RECORD_BYTES            = 80                                                  
FILE_RECORDS            = 1147                                                
LABEL_RECORDS           = 42                                                  
RECORD_FORMAT           = "F7.1,1X,F5.1,1X,F6.1,1X,F4.1,1X,F5.1,1X,F6.2,1X,   
                           F7.3,1X,F6.3,1X)"                                  
^TABLE                  = 43                                                  
PRODUCT_ID              = "ORBIT_PROFILE_L2P263"                              
INSTRUMENT_HOST_NAME    = "2001 MARS ODYSSEY"                                 
INSTRUMENT_NAME         = ACCELEROMETER                                       
DATA_SET_ID             = "ODY-M-ACCEL-5-PROFILE-V2.0"                        
TARGET_NAME               = MARS                                              
PRODUCT_CREATION_TIME         = 2007-10-28T10:59:40.08                        
START_TIME                    = 2002-01-04T04:50:11.00Z                       
STOP_TIME                     = 2002-01-05T05:08:35.00Z                       
                                                                              
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                      
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                      
                                                                              
OBJECT                  = TABLE                                               
 ROWS                   = 1105                                                
 ROW_BYTES              = 80                                                  
 INTERCHANGE_FORMAT     = ASCII                                               
 COLUMNS                = 8                                                   
 ^STRUCTURE             = "PROFILE.FMT"                                       
 DESCRIPTION            = "                                                   
  This table contains Level 2 density data at 1 second resolution for         
  orbit 263 during aerobraking. The data included are time from               
  periapsis (sec), latitude (deg), longitude (deg), LST (hr),                 
  SZA (deg), altitude (km), density (kg/km**3) and density sigma.             
  Density sigma is based on noise plus 1 percent bias. The data               
  covers 60 seconds before and after an altitude of 170 km.                   
                                                                              
  Robert H. Tolson                                                            
  28-Oct-2007                                                                 
  "                                                                           
                                                                              
END_OBJECT              = TABLE                                               
END                                                                           
                                                                              
 -567.9  17.5  176.8  3.0 137.4 176.74  -0.600  0.454                         
 -566.9  17.6  176.8  3.0 137.4 176.50  -0.322  0.451                         
 -565.9  17.6  176.8  3.0 137.4 176.26   0.124  0.449                         
 -564.9  17.7  176.8  3.0 137.4 176.02   0.573  0.454                         
 -563.9  17.8  176.8  3.0 137.5 175.79  -0.066  0.449                         
 -562.9  17.8  176.7  3.0 137.5 175.55  -0.121  0.449                         
 -561.9  17.9  176.7  3.0 137.5 175.32  -0.129  0.449                         
 -560.9  17.9  176.7  3.0 137.5 175.08   0.076  0.449                         
 -559.9  18.0  176.7  3.0 137.5 174.85   0.457  0.453                         
 -558.9  18.0  176.7  3.0 137.5 174.61   0.219  0.450                         
 -557.9  18.1  176.7  3.0 137.6 174.38  -0.625  0.454                         
 -556.9  18.2  176.7  3.0 137.6 174.14  -0.611  0.454                         
 -555.9  18.2  176.7  3.0 137.6 173.91   0.018  0.448                         
 -554.9  18.3  176.7  3.0 137.6 173.68   0.439  0.452                         
 -553.9  18.3  176.7  3.0 137.6 173.45   0.425  0.452                         
 -552.9  18.4  176.7  3.0 137.6 173.22  -0.242  0.450                         
 -551.9  18.5  176.7  3.0 137.6 172.98  -0.445  0.452                         
 -550.9  18.5  176.6  3.0 137.7 172.75   0.041  0.448                         
 -549.9  18.6  176.6  3.0 137.7 172.52   0.277  0.451                         
 -548.9  18.6  176.6  3.0 137.7 172.29   0.428  0.452                         
 -547.9  18.7  176.6  3.0 137.7 172.06  -0.150  0.449                         
 -546.9  18.8  176.6  3.0 137.7 171.83  -0.455  0.452                         
 -545.9  18.8  176.6  3.0 137.7 171.60  -0.243  0.450                         
 -544.9  18.9  176.6  3.0 137.8 171.37   0.481  0.453                         
 -543.9  18.9  176.6  3.0 137.8 171.15   0.516  0.453                         
 -542.9  19.0  176.6  3.0 137.8 170.92   0.210  0.450                         
 -541.9  19.1  176.6  3.0 137.8 170.69  -0.215  0.450                         
 -540.9  19.1  176.6  3.0 137.8 170.46  -0.521  0.453                         
 -539.9  19.2  176.6  3.0 137.8 170.24  -0.017  0.448                         
 -538.9  19.2  176.5  3.0 137.8 170.01   0.754  0.455                         
 -537.9  19.3  176.5  3.0 137.9 169.79   0.526  0.453                         
 -536.9  19.3  176.5  3.0 137.9 169.56   0.009  0.448                         
 -535.9  19.4  176.5  3.0 137.9 169.34  -0.879  0.457                         
 -534.9  19.5  176.5  3.0 137.9 169.11  -0.329  0.451                         
 -533.9  19.5  176.5  3.0 137.9 168.89   0.460  0.453                         
 -532.9  19.6  176.5  3.0 137.9 168.66   0.451  0.452                         
 -531.9  19.6  176.5  3.0 137.9 168.44  -0.049  0.448                         
 -530.9  19.7  176.5  3.0 137.9 168.22  -0.579  0.454                         
 -529.9  19.8  176.5  3.0 138.0 168.00  -0.421  0.452                         
 -528.9  19.8  176.5  3.0 138.0 167.77   0.396  0.452                         
 -527.9  19.9  176.5  3.0 138.0 167.55   0.303  0.451                         
 -526.9  19.9  176.5  3.0 138.0 167.33   0.082  0.449                         
 -525.9  20.0  176.4  3.0 138.0 167.11  -0.630  0.454                         
 -524.9  20.1  176.4  3.0 138.0 166.89  -0.610  0.454                         
 -523.9  20.1  176.4  3.0 138.0 166.67   0.329  0.451                         
 -522.9  20.2  176.4  3.0 138.1 166.45   0.652  0.454                         
 -521.9  20.2  176.4  3.0 138.1 166.23   0.036  0.448                         
 -520.9  20.3  176.4  3.0 138.1 166.01  -0.780  0.456                         
 -519.9  20.4  176.4  3.0 138.1 165.79  -0.558  0.454                         
 -518.9  20.4  176.4  3.0 138.1 165.58   0.465  0.453                         
 -517.9  20.5  176.4  3.0 138.1 165.36   0.317  0.451                         
 -516.9  20.5  176.4  3.0 138.1 165.14  -0.309  0.451                         
 -515.9  20.6  176.4  3.0 138.1 164.92  -0.316  0.451                         
 -514.9  20.7  176.4  3.0 138.2 164.71  -0.310  0.451                         
 -513.9  20.7  176.3  3.0 138.2 164.49   0.194  0.450                         
 -512.9  20.8  176.3  3.0 138.2 164.28   0.806  0.456                         
 -511.9  20.8  176.3  3.0 138.2 164.06   0.162  0.450                         
 -510.9  20.9  176.3  3.0 138.2 163.85  -0.411  0.452                         
 -509.9  20.9  176.3  3.0 138.2 163.63  -0.450  0.452                         
 -508.9  21.0  176.3  3.0 138.2 163.42   0.163  0.450                         
 -507.9  21.1  176.3  3.0 138.2 163.21   0.397  0.452                         
 -506.9  21.1  176.3  3.0 138.3 162.99   0.436  0.452                         
 -505.9  21.2  176.3  3.0 138.3 162.78  -0.210  0.450                         
 -504.9  21.2  176.3  3.0 138.3 162.57  -0.630  0.454                         
 -503.9  21.3  176.3  3.0 138.3 162.36  -0.468  0.453                         
 -502.9  21.4  176.3  3.0 138.3 162.15   0.134  0.449                         
 -501.9  21.4  176.2  3.0 138.3 161.93   0.790  0.456                         
 -500.9  21.5  176.2  3.0 138.3 161.72   0.087  0.449                         
 -499.9  21.5  176.2  3.0 138.3 161.51  -0.729  0.455                         
 -498.9  21.6  176.2  3.0 138.4 161.30  -0.505  0.453                         
 -497.9  21.7  176.2  3.0 138.4 161.10   0.249  0.450                         
 -496.9  21.7  176.2  3.0 138.4 160.89   0.883  0.457                         
 -495.9  21.8  176.2  3.0 138.4 160.68   0.231  0.450                         
 -494.9  21.8  176.2  3.0 138.4 160.47  -0.740  0.455                         
 -493.9  21.9  176.2  3.0 138.4 160.26  -0.624  0.454                         
 -492.9  22.0  176.2  3.0 138.4 160.06   0.318  0.451                         
 -491.9  22.0  176.2  3.0 138.4 159.85   0.650  0.454                         
 -490.9  22.1  176.2  3.0 138.4 159.64   0.602  0.454                         
 -489.9  22.1  176.1  3.0 138.5 159.44   0.131  0.449                         
 -488.9  22.2  176.1  3.0 138.5 159.23  -0.402  0.452                         
 -487.9  22.3  176.1  3.0 138.5 159.03  -0.466  0.453                         
 -486.9  22.3  176.1  3.0 138.5 158.82   0.191  0.450                         
 -485.9  22.4  176.1  3.0 138.5 158.62   0.563  0.454                         
 -484.9  22.4  176.1  3.0 138.5 158.42   0.225  0.450                         
 -483.9  22.5  176.1  3.0 138.5 158.21  -0.357  0.452                         
