PDS_VERSION_ID                = PDS3                                                       
                                                                                           
RECORD_TYPE                   = FIXED_LENGTH                                               
RECORD_BYTES                  = 93                                                         
FILE_RECORDS                  = 653                                                        
LABEL_RECORDS                 = 37                                                         
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,7(1X,F9.6))"                
^TABLE                        = 39                                                         
PRODUCT_ID                    = "RATES_AND_QUATERNIONS_P079"                               
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                                        
INSTRUMENT_NAME               = "ACCELEROMETER"                                            
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                             
TARGET_NAME                   = MARS                                                       
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:24.69                                     
START_TIME                    = 2001-12-06T05:49:38.00Z                                    
STOP_TIME                     = 2001-12-06T05:59:52.00Z                                    
                                                                                           
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                                   
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                                   
                                                                                           
OBJECT                        = TABLE                                                      
 ROWS                         = 615                                                        
 ROW_BYTES                    = 93                                                         
 INTERCHANGE_FORMAT           = ASCII                                                      
 COLUMNS                      = 8                                                          
 ^STRUCTURE                   = "RATEQUAT.FMT"                                             
 DESCRIPTION                  = "                                                          
  The data in this file are the angular rates and quaternions from the Mars                
  Odyssey for orbit 079 of aerobraking at Mars.  The data comes from                       
  p079_slew.drf.                                                                           
                                                                                           
  R.H. Tolson                                                                              
  03-Nov-2007                                                                              
  "                                                                                        
                                                                                           
END_OBJECT                    = TABLE                                                      
END                                                                                        
                                                                                           
2001-340T05:49:38.000  0.001101  0.000267  0.000144 -0.073713  0.094431 -0.492267  0.862161
2001-340T05:49:39.000  0.001078  0.000266  0.000126 -0.073170  0.094283 -0.492270  0.862222
2001-340T05:49:40.000  0.001093  0.000279  0.000124 -0.072622  0.094134 -0.492271  0.862284
2001-340T05:49:41.000  0.001110  0.000264  0.000134 -0.072079  0.093985 -0.492273  0.862345
2001-340T05:49:42.000  0.001099  0.000290  0.000132 -0.071533  0.093839 -0.492274  0.862406
2001-340T05:49:43.000  0.001080  0.000285  0.000137 -0.070991  0.093693 -0.492276  0.862465
2001-340T05:49:44.000  0.001104  0.000275  0.000143 -0.070443  0.093547 -0.492277  0.862525
2001-340T05:49:45.000  0.001112  0.000276  0.000138 -0.069897  0.093402 -0.492277  0.862586
2001-340T05:49:46.000  0.001100  0.000279  0.000138 -0.069348  0.093258 -0.492277  0.862645
2001-340T05:49:47.000  0.001096  0.000278  0.000136 -0.068806  0.093117 -0.492277  0.862704
2001-340T05:49:48.000  0.001081  0.000281  0.000140 -0.068255  0.092974 -0.492276  0.862764
2001-340T05:49:49.000  0.001092  0.000289  0.000151 -0.067711  0.092833 -0.492275  0.862823
2001-340T05:49:50.000  0.001089  0.000279  0.000142 -0.067163  0.092693 -0.492274  0.862881
2001-340T05:49:51.000  0.001080  0.000297  0.000135 -0.066618  0.092554 -0.492273  0.862939
2001-340T05:49:52.000  0.001090  0.000292  0.000126 -0.066068  0.092415 -0.492273  0.862996
2001-340T05:49:53.000  0.001084  0.000293  0.000162 -0.065522  0.092278 -0.492270  0.863054
2001-340T05:49:54.000  0.001096  0.000297  0.000149 -0.064973  0.092140 -0.492270  0.863110
2001-340T05:49:55.000  0.001089  0.000302  0.000149 -0.064428  0.092005 -0.492268  0.863167
2001-340T05:49:56.000  0.001075  0.000308  0.000135 -0.063878  0.091870 -0.492266  0.863223
2001-340T05:49:57.000  0.001082  0.000289  0.000146 -0.063332  0.091735 -0.492263  0.863279
2001-340T05:49:58.000  0.001082  0.000311  0.000140 -0.062783  0.091602 -0.492261  0.863334
2001-340T05:49:59.000  0.001082  0.000294  0.000148 -0.062237  0.091470 -0.492258  0.863390
2001-340T05:49:60.000  0.001079  0.000313  0.000127 -0.061688  0.091338 -0.492256  0.863444
2001-340T05:50:01.000  0.001080  0.000316  0.000141 -0.061138  0.091208 -0.492252  0.863499
2001-340T05:50:02.000  0.001096  0.000296  0.000146 -0.060587  0.091076 -0.492248  0.863554
2001-340T05:50:03.000  0.001078  0.000307  0.000139 -0.060043  0.090948 -0.492245  0.863608
2001-340T05:50:04.000  0.001076  0.000315  0.000151 -0.059489  0.090819 -0.492241  0.863662
2001-340T05:50:05.000  0.001076  0.000310  0.000145 -0.058941  0.090692 -0.492238  0.863714
