PDS_VERSION_ID                = PDS3                                          
                                                                              
RECORD_TYPE                   = FIXED_LENGTH                                  
RECORD_BYTES                  = 80                                            
FILE_RECORDS                  = 151                                           
LABEL_RECORDS                 = 39                                            
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,8(1X,F7.3))"   
^TABLE                        = 40                                            
PRODUCT_ID                    = "THRUSTER_ON_TIMES_P126"                      
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                           
INSTRUMENT_NAME               = "ACCELEROMETER"                               
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                
TARGET_NAME                   = MARS                                          
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:37.39                        
START_TIME                    = 2001-12-18T13:49:10.06Z                       
STOP_TIME                     = 2001-12-18T13:56:04.06Z                       
                                                                              
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                      
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                      
                                                                              
OBJECT                        = TABLE                                         
 ROWS                         = 112                                           
 ROW_BYTES                    = 80                                            
 INTERCHANGE_FORMAT           = ASCII                                         
 COLUMNS                      = 5                                             
 ^STRUCTURE                   = "THRUSTER.FMT"                                
 DESCRIPTION                  = "                                             
  This file contains the thruster on times, in columns 2 through 5, which     
  correspond to the times in column one from Mars Odyssey for orbit 126       
  of aerobraking at Mars.  The thruster on times are a summation of the       
  time each thruster was fired from the beginning of each aerobraking pass.   
  A change in the thruster on times indicates a thruster has been fired.      
  R.H. Tolson                                                                 
  03-Nov-2007                                                                 
  "                                                                           
                                                                              
END_OBJECT                    = TABLE                                         
END                                                                           
                                                                              
2001-352T13:49:10.058   0.100   0.100   0.000   0.000                         
2001-352T13:49:17.058   0.200   0.200   0.000   0.000                         
2001-352T13:49:25.058   0.300   0.300   0.000   0.000                         
2001-352T13:49:34.058   0.400   0.400   0.000   0.000                         
2001-352T13:49:43.058   0.500   0.500   0.000   0.000                         
2001-352T13:49:49.058   0.600   0.600   0.000   0.000                         
2001-352T13:49:56.058   0.700   0.700   0.000   0.000                         
2001-352T13:49:59.058   0.800   0.800   0.000   0.000                         
2001-352T13:50:03.058   0.900   0.900   0.000   0.000                         
2001-352T13:50:06.058   1.000   1.000   0.000   0.000                         
2001-352T13:50:09.058   1.100   1.100   0.000   0.000                         
2001-352T13:50:11.058   1.200   1.200   0.000   0.000                         
2001-352T13:50:15.058   1.300   1.300   0.000   0.000                         
2001-352T13:50:19.058   1.400   1.400   0.000   0.000                         
2001-352T13:50:23.058   1.500   1.500   0.000   0.000                         
2001-352T13:50:29.058   1.600   1.600   0.000   0.000                         
2001-352T13:50:32.058   1.700   1.700   0.000   0.000                         
2001-352T13:50:36.058   1.800   1.800   0.000   0.000                         
2001-352T13:50:38.058   1.900   1.900   0.000   0.000                         
2001-352T13:50:40.058   2.000   2.000   0.000   0.000                         
2001-352T13:50:42.058   2.100   2.100   0.000   0.000                         
2001-352T13:50:43.058   2.200   2.200   0.000   0.000                         
2001-352T13:50:44.058   2.300   2.300   0.000   0.000                         
2001-352T13:50:47.058   2.400   2.400   0.000   0.000                         
2001-352T13:50:48.058   2.500   2.500   0.000   0.000                         
2001-352T13:50:49.058   2.600   2.600   0.000   0.000                         
2001-352T13:50:51.058   2.700   2.700   0.000   0.000                         
2001-352T13:50:52.058   2.800   2.800   0.000   0.000                         
2001-352T13:50:54.058   2.900   2.900   0.000   0.000                         
2001-352T13:50:55.058   3.000   3.000   0.000   0.000                         
2001-352T13:50:58.058   3.100   3.100   0.000   0.000                         
2001-352T13:51:00.057   3.200   3.200   0.000   0.000                         
2001-352T13:51:03.057   3.300   3.300   0.000   0.000                         
2001-352T13:51:05.057   3.400   3.400   0.000   0.000                         
2001-352T13:51:07.057   3.500   3.500   0.000   0.000                         
2001-352T13:51:11.057   3.600   3.600   0.000   0.000                         
2001-352T13:51:13.057   3.700   3.700   0.000   0.000                         
2001-352T13:51:15.057   3.800   3.800   0.000   0.000                         
2001-352T13:51:16.057   3.900   3.900   0.000   0.000                         
2001-352T13:51:17.057   4.000   4.000   0.000   0.000                         
2001-352T13:51:20.057   4.100   4.100   0.000   0.000                         
2001-352T13:51:21.057   4.200   4.200   0.000   0.000                         
2001-352T13:51:22.057   4.300   4.300   0.000   0.000                         
2001-352T13:51:23.057   4.400   4.400   0.000   0.000                         
2001-352T13:51:24.057   4.500   4.500   0.000   0.000                         
2001-352T13:51:25.057   4.600   4.600   0.000   0.000                         
2001-352T13:51:27.057   4.700   4.700   0.000   0.000                         
2001-352T13:51:28.057   4.800   4.800   0.000   0.000                         
2001-352T13:51:29.057   4.900   4.900   0.000   0.000                         
2001-352T13:51:32.057   5.000   5.000   0.000   0.000                         
2001-352T13:51:34.057   5.100   5.100   0.000   0.000                         
2001-352T13:51:36.057   5.200   5.200   0.000   0.000                         
2001-352T13:51:38.057   5.300   5.300   0.000   0.000                         
2001-352T13:51:40.057   5.400   5.400   0.000   0.000                         
2001-352T13:51:43.057   5.500   5.500   0.000   0.000                         
2001-352T13:51:45.057   5.600   5.600   0.000   0.000                         
2001-352T13:51:47.057   5.700   5.700   0.000   0.000                         
2001-352T13:51:49.057   5.800   5.800   0.000   0.000                         
2001-352T13:51:51.057   5.900   5.900   0.000   0.000                         
2001-352T13:51:54.057   6.000   6.000   0.000   0.000                         
2001-352T13:51:55.057   6.100   6.100   0.000   0.000                         
2001-352T13:51:57.057   6.200   6.200   0.000   0.000                         
2001-352T13:51:58.057   6.300   6.300   0.000   0.000                         
2001-352T13:52:00.057   6.400   6.400   0.000   0.000                         
2001-352T13:52:01.057   6.500   6.500   0.000   0.000                         
2001-352T13:52:02.057   6.600   6.600   0.000   0.000                         
2001-352T13:52:05.057   6.700   6.700   0.000   0.000                         
2001-352T13:52:07.057   6.800   6.800   0.000   0.000                         
2001-352T13:52:09.057   6.900   6.900   0.000   0.000                         
2001-352T13:52:11.057   7.000   7.000   0.000   0.000                         
2001-352T13:52:15.057   7.100   7.100   0.000   0.000                         
2001-352T13:52:18.057   7.200   7.200   0.000   0.000                         
2001-352T13:52:21.057   7.300   7.300   0.000   0.000                         
2001-352T13:52:24.057   7.400   7.400   0.000   0.000                         
2001-352T13:52:27.057   7.500   7.500   0.000   0.000                         
2001-352T13:52:29.057   7.600   7.600   0.000   0.000                         
2001-352T13:52:30.057   7.700   7.700   0.000   0.000                         
2001-352T13:52:32.057   7.800   7.800   0.000   0.000                         
2001-352T13:52:33.057   7.900   7.900   0.000   0.000                         
2001-352T13:52:35.057   8.000   8.000   0.000   0.000                         
2001-352T13:52:37.057   8.100   8.100   0.000   0.000                         
2001-352T13:52:38.057   8.200   8.200   0.000   0.000                         
2001-352T13:52:39.057   8.300   8.300   0.000   0.000                         
2001-352T13:52:41.057   8.400   8.400   0.000   0.000                         
2001-352T13:52:42.057   8.500   8.500   0.000   0.000                         
2001-352T13:52:44.057   8.600   8.600   0.000   0.000                         
2001-352T13:52:45.057   8.700   8.700   0.000   0.000                         
2001-352T13:52:48.057   8.800   8.800   0.000   0.000                         
2001-352T13:52:50.057   8.900   8.900   0.000   0.000                         
2001-352T13:52:53.057   9.000   9.000   0.000   0.000                         
2001-352T13:52:57.057   9.100   9.100   0.000   0.000                         
2001-352T13:53:03.057   9.200   9.200   0.000   0.000                         
2001-352T13:53:06.057   9.300   9.300   0.000   0.000                         
2001-352T13:53:10.057   9.400   9.400   0.000   0.000                         
2001-352T13:53:12.057   9.500   9.500   0.000   0.000                         
2001-352T13:53:15.057   9.600   9.600   0.000   0.000                         
2001-352T13:53:16.057   9.700   9.700   0.000   0.000                         
2001-352T13:53:18.057   9.800   9.800   0.000   0.000                         
2001-352T13:53:21.057   9.900   9.900   0.000   0.000                         
2001-352T13:53:24.057  10.000  10.000   0.000   0.000                         
2001-352T13:53:26.057  10.100  10.100   0.000   0.000                         
2001-352T13:53:30.057  10.200  10.200   0.000   0.000                         
2001-352T13:53:36.057  10.300  10.300   0.000   0.000                         
2001-352T13:53:55.057  10.400  10.400   0.000   0.000                         
2001-352T13:54:08.057  10.500  10.500   0.000   0.000                         
2001-352T13:54:27.057  10.600  10.600   0.000   0.000                         
2001-352T13:55:40.057  10.600  10.700   0.000   0.100                         
2001-352T13:55:41.057  10.600  10.800   0.000   0.200                         
2001-352T13:55:44.057  10.600  11.000   0.000   0.400                         
2001-352T13:55:48.057  10.600  11.100   0.000   0.500                         
2001-352T13:55:49.057  10.600  11.200   0.000   0.600                         
2001-352T13:56:04.057  10.600  11.300   0.000   0.700                         
