PDS_VERSION_ID                = PDS3                                                       
                                                                                           
RECORD_TYPE                   = FIXED_LENGTH                                               
RECORD_BYTES                  = 93                                                         
FILE_RECORDS                  = 639                                                        
LABEL_RECORDS                 = 37                                                         
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,7(1X,F9.6))"                
^TABLE                        = 39                                                         
PRODUCT_ID                    = "RATES_AND_QUATERNIONS_P075"                               
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                                        
INSTRUMENT_NAME               = "ACCELEROMETER"                                            
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                             
TARGET_NAME                   = MARS                                                       
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:23.66                                     
START_TIME                    = 2001-12-04T20:23:25.00Z                                    
STOP_TIME                     = 2001-12-04T20:33:25.00Z                                    
                                                                                           
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                                   
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                                   
                                                                                           
OBJECT                        = TABLE                                                      
 ROWS                         = 601                                                        
 ROW_BYTES                    = 93                                                         
 INTERCHANGE_FORMAT           = ASCII                                                      
 COLUMNS                      = 8                                                          
 ^STRUCTURE                   = "RATEQUAT.FMT"                                             
 DESCRIPTION                  = "                                                          
  The data in this file are the angular rates and quaternions from the Mars                
  Odyssey for orbit 075 of aerobraking at Mars.  The data comes from                       
  p075_slew.drf.                                                                           
                                                                                           
  R.H. Tolson                                                                              
  03-Nov-2007                                                                              
  "                                                                                        
                                                                                           
END_OBJECT                    = TABLE                                                      
END                                                                                        
                                                                                           
2001-338T20:23:25.000  0.001151  0.000104  0.000052  0.066711 -0.082055  0.497001 -0.861282
2001-338T20:23:26.000  0.001150  0.000114  0.000044  0.066184 -0.081820  0.497030 -0.861328
2001-338T20:23:27.000  0.001146  0.000123  0.000039  0.065658 -0.081586  0.497060 -0.861373
2001-338T20:23:28.000  0.001139  0.000117  0.000046  0.065134 -0.081353  0.497089 -0.861418
2001-338T20:23:29.000  0.001143  0.000105  0.000055  0.064609 -0.081119  0.497117 -0.861464
2001-338T20:23:30.000  0.001136  0.000107  0.000053  0.064083 -0.080886  0.497145 -0.861509
2001-338T20:23:31.000  0.001140  0.000116  0.000064  0.063557 -0.080653  0.497172 -0.861554
2001-338T20:23:32.000  0.001161  0.000111  0.000064  0.063031 -0.080421  0.497200 -0.861598
2001-338T20:23:33.000  0.001166  0.000114  0.000047  0.062506 -0.080189  0.497228 -0.861642
2001-338T20:23:34.000  0.001157  0.000117  0.000051  0.061979 -0.079957  0.497255 -0.861686
2001-338T20:23:35.000  0.001136  0.000118  0.000055  0.061455 -0.079727  0.497282 -0.861729
2001-338T20:23:36.000  0.001133  0.000125  0.000051  0.060930 -0.079496  0.497309 -0.861772
2001-338T20:23:37.000  0.001153  0.000127  0.000050  0.060401 -0.079264  0.497336 -0.861816
2001-338T20:23:38.000  0.001149  0.000116  0.000056  0.059875 -0.079033  0.497362 -0.861858
2001-338T20:23:39.000  0.001131  0.000114  0.000060  0.059350 -0.078803  0.497388 -0.861900
2001-338T20:23:40.000  0.001137  0.000127  0.000058  0.058824 -0.078574  0.497414 -0.861943
2001-338T20:23:41.000  0.001150  0.000139  0.000054  0.058296 -0.078345  0.497440 -0.861985
2001-338T20:23:42.000  0.001147  0.000137  0.000049  0.057767 -0.078115  0.497465 -0.862026
2001-338T20:23:43.000  0.001142  0.000130  0.000043  0.057240 -0.077886  0.497490 -0.862068
2001-338T20:23:44.000  0.001144  0.000135  0.000040  0.056712 -0.077658  0.497515 -0.862109
2001-338T20:23:45.000  0.001139  0.000139  0.000047  0.056184 -0.077430  0.497539 -0.862150
2001-338T20:23:46.000  0.001143  0.000139  0.000054  0.055655 -0.077203  0.497563 -0.862191
2001-338T20:23:47.000  0.001141  0.000131  0.000053  0.055127 -0.076974  0.497587 -0.862232
2001-338T20:23:48.000  0.001135  0.000138  0.000048  0.054599 -0.076747  0.497610 -0.862272
2001-338T20:23:49.000  0.001141  0.000137  0.000058  0.054071 -0.076521  0.497634 -0.862312
2001-338T20:23:50.000  0.001154  0.000117  0.000062  0.053541 -0.076293  0.497657 -0.862352
2001-338T20:23:51.000  0.001147  0.000125  0.000057  0.053014 -0.076068  0.497680 -0.862391
2001-338T20:23:52.000  0.001137  0.000139  0.000050  0.052486 -0.075842  0.497703 -0.862430
2001-338T20:23:53.000  0.001152  0.000132  0.000048  0.051955 -0.075615  0.497725 -0.862469
2001-338T20:23:54.000  0.001158  0.000123  0.000057  0.051426 -0.075388  0.497749 -0.862507
2001-338T20:23:55.000  0.001149  0.000129  0.000063  0.050896 -0.075163  0.497771 -0.862545
2001-338T20:23:56.000  0.001150  0.000137  0.000067  0.050367 -0.074939  0.497792 -0.862584
2001-338T20:23:57.000  0.001156  0.000144  0.000065  0.049837 -0.074714  0.497814 -0.862621
2001-338T20:23:58.000  0.001150  0.000138  0.000065  0.049306 -0.074489  0.497836 -0.862658
2001-338T20:23:59.000  0.001147  0.000135  0.000064  0.048775 -0.074265  0.497858 -0.862695
2001-338T20:24:00.000  0.001153  0.000135  0.000056  0.048244 -0.074041  0.497880 -0.862732
2001-338T20:24:01.000  0.001148  0.000137  0.000058  0.047714 -0.073818  0.497901 -0.862768
2001-338T20:24:02.000  0.001145  0.000132  0.000053  0.047183 -0.073595  0.497923 -0.862804
2001-338T20:24:03.000  0.001149  0.000137  0.000048  0.046651 -0.073371  0.497945 -0.862839
2001-338T20:24:04.000  0.001146  0.000155  0.000058  0.046119 -0.073148  0.497966 -0.862875
2001-338T20:24:05.000  0.001145  0.000151  0.000057  0.045589 -0.072926  0.497986 -0.862910
2001-338T20:24:06.000  0.001139  0.000150  0.000056  0.045056 -0.072704  0.498007 -0.862944
2001-338T20:24:07.000  0.001138  0.000153  0.000054  0.044526 -0.072482  0.498027 -0.862979
2001-338T20:24:08.000  0.001158  0.000149  0.000049  0.043994 -0.072260  0.498046 -0.863014
2001-338T20:24:09.000  0.001152  0.000143  0.000058  0.043460 -0.072038  0.498066 -0.863048
2001-338T20:24:10.000  0.001140  0.000136  0.000064  0.042927 -0.071817  0.498085 -0.863082
2001-338T20:24:11.000  0.001153  0.000145  0.000063  0.042394 -0.071596  0.498104 -0.863116
2001-338T20:24:12.000  0.001152  0.000153  0.000064  0.041862 -0.071376  0.498124 -0.863149
2001-338T20:24:13.000  0.001146  0.000153  0.000059  0.041328 -0.071156  0.498143 -0.863182
2001-338T20:24:14.000  0.001137  0.000148  0.000055  0.040793 -0.070935  0.498161 -0.863215
2001-338T20:24:15.000  0.001136  0.000145  0.000054  0.040259 -0.070716  0.498180 -0.863247
2001-338T20:24:16.000  0.001154  0.000148  0.000058  0.039725 -0.070496  0.498198 -0.863279
2001-338T20:24:17.000  0.001154  0.000149  0.000061  0.039190 -0.070277  0.498216 -0.863311
