PDS_VERSION_ID                = PDS3                                                       
                                                                                           
RECORD_TYPE                   = FIXED_LENGTH                                               
RECORD_BYTES                  = 93                                                         
FILE_RECORDS                  = 646                                                        
LABEL_RECORDS                 = 37                                                         
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,7(1X,F9.6))"                
^TABLE                        = 39                                                         
PRODUCT_ID                    = "RATES_AND_QUATERNIONS_P077"                               
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                                        
INSTRUMENT_NAME               = "ACCELEROMETER"                                            
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                             
TARGET_NAME                   = MARS                                                       
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:24.14                                     
START_TIME                    = 2001-12-05T13:15:34.00Z                                    
STOP_TIME                     = 2001-12-05T13:25:41.00Z                                    
                                                                                           
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                                   
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                                   
                                                                                           
OBJECT                        = TABLE                                                      
 ROWS                         = 608                                                        
 ROW_BYTES                    = 93                                                         
 INTERCHANGE_FORMAT           = ASCII                                                      
 COLUMNS                      = 8                                                          
 ^STRUCTURE                   = "RATEQUAT.FMT"                                             
 DESCRIPTION                  = "                                                          
  The data in this file are the angular rates and quaternions from the Mars                
  Odyssey for orbit 077 of aerobraking at Mars.  The data comes from                       
  p077_slew.drf.                                                                           
                                                                                           
  R.H. Tolson                                                                              
  03-Nov-2007                                                                              
  "                                                                                        
                                                                                           
END_OBJECT                    = TABLE                                                      
END                                                                                        
                                                                                           
2001-339T13:15:34.000  0.001135  0.000208  0.000076  0.071196 -0.090212  0.495654 -0.860883
2001-339T13:15:35.000  0.001121  0.000211  0.000072  0.070662 -0.090032  0.495681 -0.860930
2001-339T13:15:36.000  0.001092  0.000218  0.000077  0.070127 -0.089853  0.495708 -0.860978
2001-339T13:15:37.000  0.001095  0.000223  0.000072  0.069590 -0.089675  0.495734 -0.861024
2001-339T13:15:38.000  0.001103  0.000220  0.000066  0.069056 -0.089497  0.495762 -0.861070
2001-339T13:15:39.000  0.001107  0.000219  0.000068  0.068521 -0.089319  0.495789 -0.861116
2001-339T13:15:40.000  0.001099  0.000230  0.000067  0.067986 -0.089143  0.495815 -0.861161
2001-339T13:15:41.000  0.001106  0.000222  0.000079  0.067449 -0.088966  0.495841 -0.861207
2001-339T13:15:42.000  0.001114  0.000216  0.000077  0.066913 -0.088790  0.495868 -0.861251
2001-339T13:15:43.000  0.001111  0.000225  0.000086  0.066375 -0.088616  0.495893 -0.861297
2001-339T13:15:44.000  0.001107  0.000229  0.000076  0.065840 -0.088442  0.495918 -0.861341
2001-339T13:15:45.000  0.001105  0.000233  0.000074  0.065301 -0.088268  0.495943 -0.861385
2001-339T13:15:46.000  0.001122  0.000229  0.000075  0.064765 -0.088096  0.495969 -0.861429
2001-339T13:15:47.000  0.001117  0.000223  0.000077  0.064226 -0.087923  0.495994 -0.861473
2001-339T13:15:48.000  0.001094  0.000222  0.000072  0.063689 -0.087751  0.496018 -0.861516
2001-339T13:15:49.000  0.001091  0.000231  0.000066  0.063153 -0.087581  0.496044 -0.861558
2001-339T13:15:50.000  0.001099  0.000238  0.000070  0.062613 -0.087409  0.496068 -0.861601
2001-339T13:15:51.000  0.001096  0.000229  0.000068  0.062075 -0.087239  0.496091 -0.861644
2001-339T13:15:52.000  0.001104  0.000243  0.000062  0.061539 -0.087071  0.496115 -0.861685
2001-339T13:15:53.000  0.001103  0.000235  0.000068  0.060999 -0.086902  0.496140 -0.861726
2001-339T13:15:54.000  0.001106  0.000223  0.000072  0.060460 -0.086734  0.496165 -0.861767
2001-339T13:15:55.000  0.001103  0.000236  0.000068  0.059925 -0.086568  0.496188 -0.861808
2001-339T13:15:56.000  0.001095  0.000248  0.000068  0.059382 -0.086401  0.496212 -0.861848
2001-339T13:15:57.000  0.001095  0.000242  0.000082  0.058841 -0.086234  0.496235 -0.861889
2001-339T13:15:58.000  0.001111  0.000245  0.000086  0.058305 -0.086069  0.496258 -0.861928
2001-339T13:15:59.000  0.001109  0.000252  0.000080  0.057766 -0.085904  0.496281 -0.861968
2001-339T13:16:00.000  0.001093  0.000244  0.000078  0.057226 -0.085740  0.496305 -0.862007
2001-339T13:16:01.000  0.001094  0.000240  0.000076  0.056685 -0.085577  0.496328 -0.862045
2001-339T13:16:02.000  0.001099  0.000240  0.000075  0.056146 -0.085413  0.496351 -0.862084
2001-339T13:16:03.000  0.001111  0.000254  0.000067  0.055601 -0.085249  0.496374 -0.862122
2001-339T13:16:04.000  0.001091  0.000243  0.000057  0.055063 -0.085088  0.496396 -0.862160
2001-339T13:16:05.000  0.001103  0.000254  0.000074  0.054522 -0.084926  0.496417 -0.862198
2001-339T13:16:06.000  0.001096  0.000245  0.000077  0.053982 -0.084765  0.496440 -0.862235
2001-339T13:16:07.000  0.001101  0.000242  0.000074  0.053441 -0.084605  0.496461 -0.862271
2001-339T13:16:08.000  0.001087  0.000250  0.000058  0.052901 -0.084445  0.496483 -0.862308
2001-339T13:16:09.000  0.001085  0.000256  0.000056  0.052358 -0.084286  0.496505 -0.862344
2001-339T13:16:10.000  0.001100  0.000259  0.000063  0.051816 -0.084127  0.496526 -0.862380
2001-339T13:16:11.000  0.001103  0.000257  0.000075  0.051276 -0.083970  0.496548 -0.862415
2001-339T13:16:12.000  0.001097  0.000261  0.000065  0.050731 -0.083813  0.496570 -0.862450
2001-339T13:16:13.000  0.001090  0.000272  0.000074  0.050187 -0.083656  0.496591 -0.862485
2001-339T13:16:14.000  0.001091  0.000268  0.000071  0.049645 -0.083499  0.496613 -0.862519
2001-339T13:16:15.000  0.001100  0.000257  0.000071  0.049100 -0.083343  0.496634 -0.862553
2001-339T13:16:16.000  0.001085  0.000249  0.000056  0.048559 -0.083189  0.496656 -0.862586
2001-339T13:16:17.000  0.001081  0.000255  0.000070  0.048015 -0.083035  0.496676 -0.862619
2001-339T13:16:18.000  0.001089  0.000264  0.000081  0.047472 -0.082882  0.496697 -0.862653
2001-339T13:16:19.000  0.001105  0.000273  0.000073  0.046926 -0.082727  0.496718 -0.862685
2001-339T13:16:20.000  0.001100  0.000289  0.000076  0.046381 -0.082574  0.496739 -0.862717
2001-339T13:16:21.000  0.001105  0.000283  0.000069  0.045836 -0.082421  0.496760 -0.862749
2001-339T13:16:22.000  0.001099  0.000279  0.000084  0.045292 -0.082270  0.496780 -0.862780
2001-339T13:16:23.000  0.001092  0.000278  0.000075  0.044748 -0.082120  0.496800 -0.862811
2001-339T13:16:24.000  0.001097  0.000278  0.000070  0.044203 -0.081969  0.496821 -0.862842
2001-339T13:16:25.000  0.001092  0.000276  0.000065  0.043656 -0.081819  0.496841 -0.862872
2001-339T13:16:26.000  0.001090  0.000288  0.000078  0.043124 -0.081674  0.496861 -0.862902
2001-339T13:16:27.000  0.001100  0.000288  0.000058  0.042566 -0.081522  0.496882 -0.862931
2001-339T13:16:28.000  0.001091  0.000281  0.000072  0.042019 -0.081373  0.496902 -0.862961
2001-339T13:16:29.000  0.001083  0.000278  0.000069  0.041471 -0.081225  0.496922 -0.862990
2001-339T13:16:30.000  0.001084  0.000291  0.000065  0.040924 -0.081078  0.496942 -0.863018
2001-339T13:16:31.000  0.001091  0.000283  0.000061  0.040375 -0.080931  0.496962 -0.863046
2001-339T13:16:32.000  0.001092  0.000275  0.000070  0.039829 -0.080784  0.496982 -0.863074
2001-339T13:16:33.000  0.001093  0.000293  0.000072  0.039279 -0.080638  0.497002 -0.863101
2001-339T13:16:34.000  0.001097  0.000297  0.000055  0.038733 -0.080492  0.497022 -0.863128
2001-339T13:16:35.000  0.001098  0.000298  0.000049  0.038183 -0.080347  0.497042 -0.863154
2001-339T13:16:36.000  0.001098  0.000284  0.000068  0.037634 -0.080202  0.497061 -0.863181
2001-339T13:16:37.000  0.001097  0.000286  0.000071  0.037084 -0.080058  0.497081 -0.863207
2001-339T13:16:38.000  0.001096  0.000296  0.000080  0.036534 -0.079914  0.497099 -0.863233
2001-339T13:16:39.000  0.001100  0.000302  0.000061  0.035983 -0.079772  0.497119 -0.863258
2001-339T13:16:40.000  0.001097  0.000299  0.000074  0.035434 -0.079629  0.497139 -0.863282
2001-339T13:16:41.000  0.001089  0.000302  0.000064  0.034881 -0.079486  0.497158 -0.863307
2001-339T13:16:42.000  0.001083  0.000314  0.000067  0.034330 -0.079345  0.497178 -0.863331
2001-339T13:16:43.000  0.001093  0.000319  0.000069  0.033781 -0.079206  0.497197 -0.863354
2001-339T13:16:44.000  0.001082  0.000292  0.000068  0.033227 -0.079064  0.497216 -0.863378
2001-339T13:16:45.000  0.001093  0.000300  0.000062  0.032672 -0.078923  0.497235 -0.863401
2001-339T13:16:46.000  0.001098  0.000309  0.000065  0.032121 -0.078784  0.497255 -0.863423
2001-339T13:16:47.000  0.001108  0.000313  0.000076  0.031566 -0.078645  0.497274 -0.863445
2001-339T13:16:48.000  0.001103  0.000314  0.000061  0.031014 -0.078506  0.497293 -0.863466
2001-339T13:16:49.000  0.001099  0.000295  0.000057  0.030460 -0.078366  0.497313 -0.863487
2001-339T13:16:50.000  0.001105  0.000299  0.000069  0.029903 -0.078227  0.497332 -0.863508
2001-339T13:16:51.000  0.001119  0.000312  0.000064  0.029344 -0.078089  0.497352 -0.863529
2001-339T13:16:52.000  0.001102  0.000321  0.000064  0.028790 -0.077953  0.497372 -0.863548
2001-339T13:16:53.000  0.001100  0.000317  0.000076  0.028233 -0.077815  0.497391 -0.863568
2001-339T13:16:54.000  0.001100  0.000328  0.000062  0.027676 -0.077678  0.497410 -0.863587
2001-339T13:16:55.000  0.001112  0.000328  0.000057  0.027119 -0.077541  0.497430 -0.863606
2001-339T13:16:56.000  0.001101  0.000324  0.000066  0.026562 -0.077405  0.497449 -0.863624
2001-339T13:16:57.000  0.001100  0.000313  0.000058  0.026001 -0.077269  0.497469 -0.863642
2001-339T13:16:58.000  0.001110  0.000307  0.000051  0.025456 -0.077136  0.497489 -0.863659
2001-339T13:16:59.000  0.001120  0.000327  0.000057  0.024883 -0.076997  0.497510 -0.863676
2001-339T13:17:00.000  0.001107  0.000342  0.000064  0.024319 -0.076862  0.497531 -0.863692
2001-339T13:17:01.000  0.001094  0.000325  0.000060  0.023756 -0.076726  0.497552 -0.863708
2001-339T13:17:02.000  0.001117  0.000324  0.000051  0.023194 -0.076590  0.497572 -0.863723
2001-339T13:17:03.000  0.001114  0.000333  0.000064  0.022629 -0.076454  0.497594 -0.863738
2001-339T13:17:04.000  0.001110  0.000334  0.000078  0.022067 -0.076319  0.497614 -0.863753
2001-339T13:17:05.000  0.001112  0.000328  0.000052  0.021500 -0.076184  0.497636 -0.863766
2001-339T13:17:06.000  0.001116  0.000331  0.000046  0.020934 -0.076050  0.497658 -0.863779
2001-339T13:17:07.000  0.001119  0.000321  0.000059  0.020366 -0.075915  0.497680 -0.863792
2001-339T13:17:08.000  0.001111  0.000321  0.000058  0.019800 -0.075782  0.497702 -0.863804
2001-339T13:17:09.000  0.001102  0.000325  0.000060  0.019232 -0.075648  0.497724 -0.863816
2001-339T13:17:10.000  0.001120  0.000336  0.000045  0.018661 -0.075514  0.497745 -0.863828
2001-339T13:17:11.000  0.001122  0.000339  0.000045  0.018091 -0.075380  0.497767 -0.863840
2001-339T13:17:12.000  0.001122  0.000345  0.000040  0.017521 -0.075246  0.497789 -0.863850
2001-339T13:17:13.000  0.001114  0.000350  0.000039  0.016946 -0.075112  0.497812 -0.863860
2001-339T13:17:14.000  0.001128  0.000345  0.000052  0.016373 -0.074977  0.497835 -0.863869
