PDS_VERSION_ID                = PDS3                                                       
                                                                                           
RECORD_TYPE                   = FIXED_LENGTH                                               
RECORD_BYTES                  = 93                                                         
FILE_RECORDS                  = 850                                                        
LABEL_RECORDS                 = 37                                                         
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,7(1X,F9.6))"                
^TABLE                        = 39                                                         
PRODUCT_ID                    = "RATES_AND_QUATERNIONS_P184"                               
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                                        
INSTRUMENT_NAME               = "ACCELEROMETER"                                            
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                             
TARGET_NAME                   = MARS                                                       
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:53.03                                     
START_TIME                    = 2001-12-27T17:13:45.00Z                                    
STOP_TIME                     = 2001-12-27T17:27:16.00Z                                    
                                                                                           
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                                   
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                                   
                                                                                           
OBJECT                        = TABLE                                                      
 ROWS                         = 812                                                        
 ROW_BYTES                    = 93                                                         
 INTERCHANGE_FORMAT           = ASCII                                                      
 COLUMNS                      = 8                                                          
 ^STRUCTURE                   = "RATEQUAT.FMT"                                             
 DESCRIPTION                  = "                                                          
  The data in this file are the angular rates and quaternions from the Mars                
  Odyssey for orbit 184 of aerobraking at Mars.  The data comes from                       
  p184_slew.drf.                                                                           
                                                                                           
  R.H. Tolson                                                                              
  03-Nov-2007                                                                              
  "                                                                                        
                                                                                           
END_OBJECT                    = TABLE                                                      
END                                                                                        
                                                                                           
2001-361T17:13:45.000  0.000992 -0.000194 -0.000265 -0.290100  0.180567 -0.448798  0.825722
2001-361T17:13:46.000  0.000978 -0.000189 -0.000283 -0.289761  0.180223 -0.448973  0.825822
2001-361T17:13:47.000  0.000990 -0.000207 -0.000290 -0.289423  0.179878 -0.449148  0.825920
2001-361T17:13:48.000  0.000989 -0.000217 -0.000287 -0.289086  0.179531 -0.449322  0.826019
2001-361T17:13:49.000  0.000981 -0.000193 -0.000285 -0.288749  0.179185 -0.449497  0.826116
2001-361T17:13:50.000  0.000983 -0.000214 -0.000284 -0.288413  0.178838 -0.449673  0.826214
2001-361T17:13:51.000  0.000985 -0.000205 -0.000288 -0.288077  0.178490 -0.449849  0.826310
2001-361T17:13:52.000  0.000973 -0.000195 -0.000266 -0.287743  0.178142 -0.450023  0.826407
2001-361T17:13:53.000  0.000987 -0.000202 -0.000279 -0.287408  0.177793 -0.450199  0.826503
2001-361T17:13:54.000  0.000993 -0.000219 -0.000279 -0.287074  0.177444 -0.450375  0.826598
2001-361T17:13:55.000  0.000993 -0.000228 -0.000286 -0.286744  0.177094 -0.450549  0.826693
2001-361T17:13:56.000  0.000985 -0.000220 -0.000284 -0.286410  0.176741 -0.450726  0.826788
2001-361T17:13:57.000  0.000992 -0.000209 -0.000289 -0.286077  0.176390 -0.450902  0.826882
2001-361T17:13:58.000  0.000983 -0.000225 -0.000300 -0.285746  0.176037 -0.451077  0.826976
2001-361T17:13:59.000  0.000978 -0.000227 -0.000294 -0.285416  0.175683 -0.451253  0.827069
2001-361T17:14:00.000  0.000978 -0.000223 -0.000307 -0.285086  0.175329 -0.451431  0.827162
2001-361T17:14:01.000  0.000977 -0.000211 -0.000287 -0.284757  0.174974 -0.451607  0.827254
2001-361T17:14:02.000  0.000975 -0.000216 -0.000295 -0.284429  0.174618 -0.451783  0.827346
2001-361T17:14:03.000  0.000985 -0.000227 -0.000309 -0.284101  0.174262 -0.451960  0.827437
2001-361T17:14:04.000  0.000972 -0.000224 -0.000311 -0.283773  0.173906 -0.452137  0.827528
2001-361T17:14:05.000  0.000981 -0.000215 -0.000297 -0.283445  0.173549 -0.452313  0.827619
2001-361T17:14:06.000  0.000979 -0.000235 -0.000308 -0.283119  0.173192 -0.452490  0.827709
2001-361T17:14:07.000  0.000974 -0.000240 -0.000305 -0.282793  0.172833 -0.452667  0.827798
2001-361T17:14:08.000  0.000981 -0.000249 -0.000313 -0.282467  0.172473 -0.452845  0.827887
2001-361T17:14:09.000  0.000986 -0.000235 -0.000302 -0.282142  0.172112 -0.453022  0.827976
2001-361T17:14:10.000  0.000963 -0.000234 -0.000301 -0.281818  0.171752 -0.453200  0.828064
2001-361T17:14:11.000  0.000967 -0.000230 -0.000322 -0.281496  0.171392 -0.453377  0.828151
2001-361T17:14:12.000  0.000975 -0.000246 -0.000312 -0.281172  0.171028 -0.453555  0.828239
2001-361T17:14:13.000  0.000972 -0.000251 -0.000310 -0.280854  0.170669 -0.453729  0.828325
2001-361T17:14:14.000  0.000968 -0.000238 -0.000304 -0.280530  0.170303 -0.453909  0.828412
2001-361T17:14:15.000  0.000966 -0.000238 -0.000312 -0.280209  0.169940 -0.454087  0.828498
2001-361T17:14:16.000  0.000976 -0.000250 -0.000320 -0.279889  0.169575 -0.454264  0.828583
2001-361T17:14:17.000  0.000979 -0.000251 -0.000320 -0.279569  0.169209 -0.454441  0.828669
2001-361T17:14:18.000  0.000978 -0.000244 -0.000309 -0.279251  0.168843 -0.454619  0.828753
2001-361T17:14:19.000  0.000947 -0.000256 -0.000308 -0.278933  0.168477 -0.454797  0.828837
2001-361T17:14:20.000  0.000970 -0.000252 -0.000310 -0.278615  0.168110 -0.454976  0.828921
2001-361T17:14:21.000  0.000972 -0.000241 -0.000313 -0.278298  0.167743 -0.455154  0.829004
2001-361T17:14:22.000  0.000961 -0.000250 -0.000307 -0.277982  0.167374 -0.455332  0.829086
2001-361T17:14:23.000  0.000960 -0.000257 -0.000323 -0.277667  0.167006 -0.455510  0.829169
2001-361T17:14:24.000  0.000967 -0.000263 -0.000314 -0.277352  0.166637 -0.455688  0.829251
2001-361T17:14:25.000  0.000975 -0.000258 -0.000323 -0.277037  0.166267 -0.455865  0.829333
2001-361T17:14:26.000  0.000946 -0.000253 -0.000321 -0.276723  0.165896 -0.456044  0.829413
2001-361T17:14:27.000  0.000947 -0.000258 -0.000347 -0.276411  0.165525 -0.456221  0.829494
2001-361T17:14:28.000  0.000950 -0.000262 -0.000346 -0.276098  0.165152 -0.456401  0.829574
2001-361T17:14:29.000  0.000967 -0.000250 -0.000321 -0.275785  0.164780 -0.456578  0.829654
2001-361T17:14:30.000  0.000969 -0.000270 -0.000319 -0.275474  0.164406 -0.456756  0.829734
2001-361T17:14:31.000  0.000960 -0.000277 -0.000319 -0.275163  0.164033 -0.456934  0.829813
2001-361T17:14:32.000  0.000945 -0.000273 -0.000323 -0.274852  0.163659 -0.457112  0.829892
2001-361T17:14:33.000  0.000961 -0.000264 -0.000329 -0.274541  0.163284 -0.457290  0.829971
2001-361T17:14:34.000  0.000960 -0.000284 -0.000330 -0.274231  0.162907 -0.457468  0.830049
2001-361T17:14:35.000  0.000963 -0.000287 -0.000338 -0.273922  0.162531 -0.457646  0.830127
2001-361T17:14:36.000  0.000977 -0.000264 -0.000338 -0.273614  0.162154 -0.457824  0.830204
2001-361T17:14:37.000  0.000948 -0.000257 -0.000328 -0.273306  0.161778 -0.458001  0.830281
2001-361T17:14:38.000  0.000957 -0.000273 -0.000320 -0.272998  0.161399 -0.458179  0.830358
2001-361T17:14:39.000  0.000960 -0.000274 -0.000327 -0.272689  0.161019 -0.458356  0.830435
2001-361T17:14:40.000  0.000962 -0.000263 -0.000328 -0.272382  0.160639 -0.458534  0.830512
2001-361T17:14:41.000  0.000960 -0.000269 -0.000331 -0.272077  0.160260 -0.458712  0.830587
2001-361T17:14:42.000  0.000955 -0.000297 -0.000341 -0.271771  0.159879 -0.458890  0.830662
2001-361T17:14:43.000  0.000953 -0.000285 -0.000336 -0.271468  0.159499 -0.459066  0.830737
2001-361T17:14:44.000  0.000958 -0.000269 -0.000326 -0.271160  0.159116 -0.459244  0.830813
2001-361T17:14:45.000  0.000951 -0.000274 -0.000330 -0.270856  0.158733 -0.459421  0.830887
2001-361T17:14:46.000  0.000946 -0.000280 -0.000318 -0.270552  0.158349 -0.459597  0.830962
2001-361T17:14:47.000  0.000958 -0.000275 -0.000322 -0.270249  0.157966 -0.459773  0.831036
2001-361T17:14:48.000  0.000970 -0.000280 -0.000323 -0.269946  0.157583 -0.459950  0.831110
2001-361T17:14:49.000  0.000952 -0.000286 -0.000332 -0.269643  0.157197 -0.460127  0.831183
2001-361T17:14:50.000  0.000948 -0.000291 -0.000332 -0.269340  0.156811 -0.460303  0.831256
2001-361T17:14:51.000  0.000949 -0.000289 -0.000339 -0.269039  0.156425 -0.460480  0.831329
2001-361T17:14:52.000  0.000968 -0.000296 -0.000343 -0.268737  0.156037 -0.460656  0.831402
2001-361T17:14:53.000  0.000957 -0.000302 -0.000330 -0.268436  0.155649 -0.460832  0.831474
2001-361T17:14:54.000  0.000940 -0.000295 -0.000334 -0.268136  0.155261 -0.461008  0.831546
2001-361T17:14:55.000  0.000961 -0.000298 -0.000344 -0.267836  0.154873 -0.461185  0.831617
2001-361T17:14:56.000  0.000957 -0.000288 -0.000339 -0.267537  0.154484 -0.461361  0.831688
2001-361T17:14:57.000  0.000936 -0.000292 -0.000336 -0.267239  0.154093 -0.461536  0.831759
2001-361T17:14:58.000  0.000945 -0.000297 -0.000349 -0.266940  0.153702 -0.461711  0.831830
2001-361T17:14:59.000  0.000932 -0.000304 -0.000350 -0.266645  0.153313 -0.461886  0.831899
