PDS_VERSION_ID                = PDS3                                          
                                                                              
RECORD_TYPE                   = FIXED_LENGTH                                  
RECORD_BYTES                  = 80                                            
FILE_RECORDS                  = 128                                           
LABEL_RECORDS                 = 39                                            
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,8(1X,F7.3))"   
^TABLE                        = 40                                            
PRODUCT_ID                    = "THRUSTER_ON_TIMES_P087"                      
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                           
INSTRUMENT_NAME               = "ACCELEROMETER"                               
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                
TARGET_NAME                   = MARS                                          
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:26.88                        
START_TIME                    = 2001-12-08T20:55:44.11Z                       
STOP_TIME                     = 2001-12-08T21:02:08.11Z                       
                                                                              
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                      
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                      
                                                                              
OBJECT                        = TABLE                                         
 ROWS                         = 89                                            
 ROW_BYTES                    = 80                                            
 INTERCHANGE_FORMAT           = ASCII                                         
 COLUMNS                      = 5                                             
 ^STRUCTURE                   = "THRUSTER.FMT"                                
 DESCRIPTION                  = "                                             
  This file contains the thruster on times, in columns 2 through 5, which     
  correspond to the times in column one from Mars Odyssey for orbit 087       
  of aerobraking at Mars.  The thruster on times are a summation of the       
  time each thruster was fired from the beginning of each aerobraking pass.   
  A change in the thruster on times indicates a thruster has been fired.      
  R.H. Tolson                                                                 
  03-Nov-2007                                                                 
  "                                                                           
                                                                              
END_OBJECT                    = TABLE                                         
END                                                                           
                                                                              
2001-342T20:55:44.105   0.100   0.100   0.000   0.000                         
2001-342T20:55:50.105   0.200   0.200   0.000   0.000                         
2001-342T20:55:53.105   0.300   0.300   0.000   0.000                         
2001-342T20:55:57.105   0.400   0.400   0.000   0.000                         
2001-342T20:56:01.105   0.500   0.500   0.000   0.000                         
2001-342T20:56:04.105   0.600   0.600   0.000   0.000                         
2001-342T20:56:07.105   0.700   0.700   0.000   0.000                         
2001-342T20:56:10.105   0.800   0.800   0.000   0.000                         
2001-342T20:56:13.105   0.900   0.900   0.000   0.000                         
2001-342T20:56:15.105   1.000   1.000   0.000   0.000                         
2001-342T20:56:18.105   1.100   1.100   0.000   0.000                         
2001-342T20:56:20.105   1.200   1.200   0.000   0.000                         
2001-342T20:56:23.105   1.300   1.300   0.000   0.000                         
2001-342T20:56:25.105   1.400   1.400   0.000   0.000                         
2001-342T20:56:26.105   1.500   1.500   0.000   0.000                         
2001-342T20:56:28.105   1.600   1.600   0.000   0.000                         
2001-342T20:56:30.105   1.700   1.700   0.000   0.000                         
2001-342T20:56:32.105   1.800   1.800   0.000   0.000                         
2001-342T20:56:35.105   1.900   1.900   0.000   0.000                         
2001-342T20:56:36.105   2.000   2.000   0.000   0.000                         
2001-342T20:56:38.105   2.100   2.100   0.000   0.000                         
2001-342T20:56:40.105   2.200   2.200   0.000   0.000                         
2001-342T20:56:41.105   2.300   2.300   0.000   0.000                         
2001-342T20:56:43.105   2.400   2.400   0.000   0.000                         
2001-342T20:56:46.105   2.500   2.500   0.000   0.000                         
2001-342T20:56:47.105   2.600   2.600   0.000   0.000                         
2001-342T20:56:49.105   2.700   2.700   0.000   0.000                         
2001-342T20:56:51.105   2.800   2.800   0.000   0.000                         
2001-342T20:56:52.105   2.900   2.900   0.000   0.000                         
2001-342T20:56:54.105   3.000   3.000   0.000   0.000                         
2001-342T20:56:57.105   3.100   3.100   0.000   0.000                         
2001-342T20:56:58.105   3.200   3.200   0.000   0.000                         
2001-342T20:57:00.105   3.300   3.300   0.000   0.000                         
2001-342T20:57:01.105   3.400   3.400   0.000   0.000                         
2001-342T20:57:03.105   3.500   3.500   0.000   0.000                         
2001-342T20:57:05.105   3.600   3.600   0.000   0.000                         
2001-342T20:57:08.105   3.700   3.700   0.000   0.000                         
2001-342T20:57:09.105   3.800   3.800   0.000   0.000                         
2001-342T20:57:11.105   3.900   3.900   0.000   0.000                         
2001-342T20:57:12.105   4.000   4.000   0.000   0.000                         
2001-342T20:57:14.105   4.100   4.100   0.000   0.000                         
2001-342T20:57:15.105   4.200   4.200   0.000   0.000                         
2001-342T20:57:16.105   4.300   4.300   0.000   0.000                         
2001-342T20:57:19.105   4.400   4.400   0.000   0.000                         
2001-342T20:57:20.105   4.500   4.500   0.000   0.000                         
2001-342T20:57:22.105   4.600   4.600   0.000   0.000                         
2001-342T20:57:23.105   4.700   4.700   0.000   0.000                         
2001-342T20:57:25.105   4.800   4.800   0.000   0.000                         
2001-342T20:57:27.105   4.900   4.900   0.000   0.000                         
2001-342T20:57:30.105   5.000   5.000   0.000   0.000                         
2001-342T20:57:32.105   5.100   5.100   0.000   0.000                         
2001-342T20:57:34.105   5.200   5.200   0.000   0.000                         
2001-342T20:57:35.105   5.300   5.300   0.000   0.000                         
2001-342T20:57:37.105   5.400   5.400   0.000   0.000                         
2001-342T20:57:40.105   5.500   5.500   0.000   0.000                         
2001-342T20:57:41.105   5.600   5.600   0.000   0.000                         
2001-342T20:57:43.105   5.700   5.700   0.000   0.000                         
2001-342T20:57:44.105   5.800   5.800   0.000   0.000                         
2001-342T20:57:46.105   5.900   5.900   0.000   0.000                         
2001-342T20:57:48.105   6.000   6.000   0.000   0.000                         
2001-342T20:57:49.105   6.100   6.100   0.000   0.000                         
2001-342T20:57:52.105   6.200   6.200   0.000   0.000                         
2001-342T20:57:54.105   6.300   6.300   0.000   0.000                         
2001-342T20:57:55.105   6.400   6.400   0.000   0.000                         
2001-342T20:57:57.105   6.500   6.500   0.000   0.000                         
2001-342T20:57:59.105   6.600   6.600   0.000   0.000                         
2001-342T20:58:02.105   6.700   6.700   0.000   0.000                         
2001-342T20:58:04.105   6.800   6.800   0.000   0.000                         
2001-342T20:58:06.105   6.900   6.900   0.000   0.000                         
