PDS_VERSION_ID                = PDS3                                                       
                                                                                           
RECORD_TYPE                   = FIXED_LENGTH                                               
RECORD_BYTES                  = 93                                                         
FILE_RECORDS                  = 534                                                        
LABEL_RECORDS                 = 37                                                         
RECORD_FORMAT                 = "(I4,1X,I3,1X,I2,1X,I2,1X,F6.3,7(1X,F9.6))"                
^TABLE                        = 39                                                         
PRODUCT_ID                    = "RATES_AND_QUATERNIONS_P012"                               
INSTRUMENT_HOST_NAME          = "2001 MARS ODYSSEY"                                        
INSTRUMENT_NAME               = "ACCELEROMETER"                                            
DATA_SET_ID                   = "ODY-M-ACCEL-2-ACCELDATA-V2.0"                             
TARGET_NAME                   = MARS                                                       
PRODUCT_CREATION_TIME         = 2007-11-03T10:00:07.38                                     
START_TIME                    = 2001-11-01T13:43:12.00Z                                    
STOP_TIME                     = 2001-11-01T13:51:27.00Z                                    
                                                                                           
SPACECRAFT_CLOCK_START_COUNT     = "UNK"                                                   
SPACECRAFT_CLOCK_STOP_COUNT      = "UNK"                                                   
                                                                                           
OBJECT                        = TABLE                                                      
 ROWS                         = 496                                                        
 ROW_BYTES                    = 93                                                         
 INTERCHANGE_FORMAT           = ASCII                                                      
 COLUMNS                      = 8                                                          
 ^STRUCTURE                   = "RATEQUAT.FMT"                                             
 DESCRIPTION                  = "                                                          
  The data in this file are the angular rates and quaternions from the Mars                
  Odyssey for orbit 012 of aerobraking at Mars.  The data comes from                       
  p012_slew.drf.                                                                           
                                                                                           
  R.H. Tolson                                                                              
  03-Nov-2007                                                                              
  "                                                                                        
                                                                                           
END_OBJECT                    = TABLE                                                      
END                                                                                        
                                                                                           
2001-305T13:43:12.000  0.000770  0.000147 -0.000647 -0.024273 -0.059459  0.548719 -0.833537
2001-305T13:43:13.000  0.000757  0.000160 -0.000655 -0.024614 -0.059319  0.549011 -0.833344
2001-305T13:43:14.000  0.000759  0.000167 -0.000653 -0.024955 -0.059178  0.549306 -0.833150
2001-305T13:43:15.000  0.000762  0.000156 -0.000666 -0.025295 -0.059037  0.549599 -0.832956
2001-305T13:43:16.000  0.000769  0.000138 -0.000645 -0.025636 -0.058896  0.549893 -0.832761
2001-305T13:43:17.000  0.000768  0.000149 -0.000644 -0.025976 -0.058756  0.550187 -0.832566
2001-305T13:43:18.000  0.000766  0.000148 -0.000652 -0.026315 -0.058616  0.550482 -0.832371
2001-305T13:43:19.000  0.000765  0.000140 -0.000658 -0.026651 -0.058476  0.550775 -0.832176
2001-305T13:43:20.000  0.000753  0.000148 -0.000671 -0.026992 -0.058335  0.551074 -0.831977
2001-305T13:43:21.000  0.000747  0.000146 -0.000680 -0.027330 -0.058195  0.551368 -0.831781
2001-305T13:43:22.000  0.000750  0.000134 -0.000655 -0.027668 -0.058056  0.551664 -0.831583
2001-305T13:43:23.000  0.000759  0.000130 -0.000668 -0.028004 -0.057919  0.551961 -0.831385
2001-305T13:43:24.000  0.000752  0.000146 -0.000679 -0.028339 -0.057781  0.552258 -0.831186
2001-305T13:43:25.000  0.000755  0.000142 -0.000666 -0.028676 -0.057641  0.552554 -0.830987
2001-305T13:43:26.000  0.000763  0.000141 -0.000679 -0.029012 -0.057501  0.552852 -0.830787
2001-305T13:43:27.000  0.000773  0.000141 -0.000677 -0.029344 -0.057363  0.553148 -0.830588
2001-305T13:43:28.000  0.000759  0.000153 -0.000667 -0.029680 -0.057224  0.553447 -0.830386
2001-305T13:43:29.000  0.000756  0.000145 -0.000673 -0.030014 -0.057086  0.553745 -0.830185
2001-305T13:43:30.000  0.000750  0.000157 -0.000663 -0.030348 -0.056947  0.554044 -0.829983
2001-305T13:43:31.000  0.000739  0.000143 -0.000671 -0.030680 -0.056808  0.554342 -0.829781
2001-305T13:43:32.000  0.000761  0.000138 -0.000672 -0.031012 -0.056669  0.554642 -0.829577
2001-305T13:43:33.000  0.000760  0.000139 -0.000663 -0.031343 -0.056531  0.554941 -0.829375
2001-305T13:43:34.000  0.000749  0.000130 -0.000675 -0.031674 -0.056393  0.555242 -0.829170
2001-305T13:43:35.000  0.000736  0.000117 -0.000677 -0.032001 -0.056254  0.555540 -0.828967
